ORF	WT	Opt	WTRNA
NCU09206	5.2	12.4	0.8
NCU09207	22.2	30.5	12.6
NCU09208	22	21.6	2.9
NCU09209	17.1	37.4	2.5
NCU09210	38.7	90.2	26.1
NCU09211	0	0	0.1
NCU09212	178.9	111.8	11.3
NCU09213	0.2	13.4	0
NCU09214	2	5.2	1.2
NCU09215	5.1	16.5	28.6
NCU09216	65.2	66.5	37
NCU09217	31.9	53.9	11.5
NCU09218	18.5	26.9	11
NCU09219	19.2	12.1	4
NCU09220	3.6	3	3
NCU09221	7.5	9.5	2.6
NCU09222	126.1	191.6	447.2
NCU09223	693	569.3	81.1
NCU09224	0	0	0.2
NCU09225	0	0	2
NCU09226	2.6	3.2	2.6
NCU09227	31.1	63.9	52.8
NCU09228	531.7	432.9	45.6
NCU09230	44.9	35.3	6
NCU09231	0	0.5	0
NCU09232	0	0.1	0
NCU09233	14.2	7.5	1.5
NCU09235	439.8	241.2	231.1
NCU09236	0	0.2	0.4
NCU09237	105.2	87.7	42.2
NCU09238	2.4	7.2	4.6
NCU09239	192.8	115.1	43.8
NCU09240	15.9	20.9	4.3
NCU09241	4.6	12.4	4.6
NCU09242	0	0.3	0
NCU09243	162.1	195	24.6
NCU09244	14.3	23.4	9.5
NCU09245	16.5	51	36.3
NCU09247	13.5	19.8	4.9
NCU09248	72.7	92.4	17.7
NCU09249	112.7	131.3	65.1
NCU09250	86	100.8	21.9
NCU09251	80.7	53.8	259.7
NCU09252	24.9	18.5	3.8
NCU09253	21.9	41.3	16.3
NCU09254	9.6	10.1	5.8
NCU09255	17.6	30	31.7
NCU09256	0	0	12.2
NCU09257	15.9	25.4	3.4
NCU09258	21.1	21.6	2.2
NCU09259	35.7	33.7	3.3
NCU09260	1.6	3.2	0.8
NCU09261	3.8	6	2.6
NCU09262	0.6	0.2	4.7
NCU09263	295.2	432.1	115.1
NCU09264	37.3	66	62.5
NCU09265	472.2	463.8	150.6
NCU09266	50.6	27.9	139.2
NCU09267	165.1	2.8	38.6
NCU09268	0.3	0.4	0.8
NCU09269	1003.1	1025.2	565.8
NCU09270	14.5	16	4.1
NCU09271	0.9	18	1.6
NCU09272	7.3	12.1	7.3
NCU09273	29.6	38.4	24.1
NCU09274	22.7	37.3	10.9
NCU09275	0	0	0
NCU09276	0	0	0
NCU09277	0.7	0	4.2
NCU09278	1.8	5.3	3
NCU09279	0	0.1	0
NCU09280	0.1	0.1	0.5
NCU09281	0.9	0.6	0.8
NCU09282	12.4	9.5	7
NCU09283	16.6	46.2	26.7
NCU09284	2.5	3.3	16.5
NCU09285	3792.1	628.2	3372.3
NCU09287	1.4	2.4	0.4
NCU09288	41.6	51.6	13.9
NCU09289	0	0	0
NCU09290	264	428.5	92.6
NCU09291	43.6	73.6	143.8
NCU09293	3.2	0.9	11.3
NCU09294	5.3	15.2	1.2
NCU09295	37.2	40.8	15.3
NCU09296	0.1	1.1	1
NCU09297	33	25.8	4.3
NCU09299	337	172	168.9
NCU09300	33.5	29.7	26
NCU09301	18.9	20.7	4.3
NCU09302	9.7	5.7	3.5
NCU09303	15.7	11	6.8
NCU09304	2.6	5.4	2.4
NCU09305	1.1	1.4	2.8
NCU09306	7.4	12.7	20.6
NCU09307	4.4	11.9	2.9
NCU09308	5.9	3	2.8
NCU09309	224.6	299.1	91.4
NCU09310	21	18	2.3
NCU09311	38.7	34.3	9.1
NCU09312	58.6	48.6	22.1
NCU09313	31.2	24.3	21.1
NCU09314	0.1	0.2	2.7
NCU09315	30.8	33.5	9.4
NCU09316	26.1	35.3	5.9
NCU09317	29.3	21.9	4.5
NCU09318	5	3.1	1.4
NCU09319	28.5	24.3	3.3
NCU09320	260.9	158.8	174.4
NCU09321	11	7.9	11.2
NCU09322	29	29.6	3.7
NCU09323	0	0.4	0
NCU09324	56.6	52.8	7.5
NCU09325	23.3	20.5	3.8
NCU09326	452.7	493	304.4
NCU09327	23.6	14.7	11.6
NCU09328	0.1	0.2	0
NCU09329	28.7	28.5	4
NCU09330	9.5	5.7	3
NCU09331	720	457.7	4574.7
NCU09332	223.9	134.6	43.9
NCU09333	165.8	149.8	22.5
NCU09335	17.6	17.8	2.3
NCU09336	11.6	7.4	16.9
NCU09337	3.2	33.5	1.3
NCU09338	0	0.3	0
NCU09339	0	0	0
NCU09342	1.5	0.3	1.2
NCU09343	12.4	17.1	14.4
NCU09344	0	0	0
NCU09345	44471.1	27224.3	4075.7
NCU09347	101.8	70.1	30.3
NCU09348	0	0	0
NCU09349	51.3	48	18.4
NCU09350	0	0.1	0.3
NCU09351	0.6	0	0
NCU09352	59.2	54.1	5.6
NCU09354	8	7.9	2.9
NCU09355	78.8	210.7	224.9
NCU09356	14.7	67.3	2.4
NCU09357	10	58.7	1.7
NCU09358	0	0	0.5
NCU09360	9.2	6.3	3.1
NCU09362	6.8	5.7	2.3
NCU09363	5.1	1	1.4
NCU09364	1.2	2.8	1
NCU09365	0.8	2.2	0.7
NCU09366	268.2	313.4	19.9
NCU09367	47.3	38.3	8.9
NCU09368	4.2	3.2	0.7
NCU09370	56.4	55.5	22.6
NCU09371	417.1	322.8	503.9
NCU09372	1.5	6.4	1.6
NCU09373	0	0.1	0
NCU09374	13.5	15.5	4.6
NCU09375	91	70.7	78.5
NCU09376	7.7	12.8	6.1
NCU09377	183.9	125	27.5
NCU09378	59.8	65.3	32.9
NCU09379	0.1	0	0
NCU09380	44.8	44.9	9.1
NCU09381	44.7	65.6	112.8
NCU09382	28	30.6	4.9
NCU09383	1.6	4.6	0.4
NCU09384	0.5	0.2	0.8
NCU09386	40.1	58	74.6
NCU09387	0	0.2	0
NCU09388	19.6	23	4.6
NCU09389	0	0	0
NCU09390	0.4	0.2	0.4
NCU09391	0.1	0	0
NCU09393	0	0	0
NCU09394	0	0.7	1.3
NCU09395	21.7	9.2	7
NCU09396	0	0.5	0
NCU09400	17	27.2	4.6
NCU09401	18.2	13.8	3.8
NCU09402	2	11.2	1.3
NCU09403	34.2	23.6	15.5
NCU09404	0	0	0
NCU09406	0	0.1	0.1
NCU09407	6.5	7	0.8
NCU09408	2.9	1.4	2
NCU09409	18.1	8.1	26.1
NCU09410	5.2	8	6.7
NCU09411	0	0	0
NCU09412	0	0.1	0
NCU09413	0	0.2	0.4
NCU09415	6.9	11	14
NCU09416	0.2	0.2	0
NCU09418	0	0	0
NCU09419	2.1	1.7	1.5
NCU09420	2	1.1	3.2
NCU09421	0.2	0.2	0
NCU09422	194	223.9	46.4
NCU09423	0.4	0.5	0.5
NCU09424	1.7	0.1	1.5
NCU09425	25.2	11.3	9.9
NCU09426	0	0	0
NCU09427	16.9	9.3	23
NCU09428	140.7	53.1	59.7
NCU09429	4.3	10.8	5.5
NCU09430	0.6	0.3	2.1
NCU09431	0	0	0.4
NCU09432	27.7	26.9	28.5
NCU09433	0.1	0	62.5
NCU09434	0	0	0
NCU09435	35.2	28.4	9.2
NCU09436	255.2	201.5	55.8
NCU09437	10.2	15.8	3.7
NCU09438	34.3	29.7	6
NCU09439	0.8	1.7	0.4
NCU09440	0	0.9	0.4
NCU09441	0.1	0.3	0.1
NCU09442	162.2	150.9	356.4
NCU09443	0.1	0	0.9
NCU09444	4.1	3.1	1.8
NCU09445	0	0	0
NCU09447	23.3	23.8	6.2
NCU09448	0	0	0
NCU09449	18.8	12.1	5.3
NCU09450	191.6	207.7	117.5
NCU09451	2	0.8	4.4
NCU09452	0	0	0
NCU09453	0	0	0
NCU09455	0	0	0
NCU09456	1.6	2.2	2.2
NCU09458	4.5	6.8	5.4
NCU09459	0	0.1	0
NCU09460	188.2	152.9	304.4
NCU09461	12	16	15.9
NCU09462	35.7	80.5	87.4
NCU09463	435.7	237.8	155
NCU09464	0	0	0
NCU09465	22.6	20.3	3.8
NCU09466	13.4	16.7	7.4
NCU09467	0	0	1.3
NCU09468	644.1	773.4	134.1
NCU09469	86.5	111.2	10.5
NCU09470	0.4	0	0
NCU09471	0	0	0
NCU09472	0.1	0.1	122.7
NCU09473	17.2	58.1	42.5
NCU09474	26	36	24.5
NCU09475	1690.7	1576.2	1103.1
NCU09476	1874.5	1894.4	1738.6
NCU09477	4650.2	2659.7	1682.9
NCU09478	232.5	17.4	3.8
NCU09479	0.5	0	1.8
NCU09480	38.9	42	61.4
NCU09481	15.9	20.6	2.7
NCU09482	10.2	9.9	8.5
NCU09483	52.8	93.2	8.9
NCU09485	88.4	83.3	49.3
NCU09486	5.4	3.3	4.7
NCU09487	0	0	0
NCU09488	24.4	24.7	13.1
NCU09489	2.1	1.3	24.3
NCU09490	0	0	0
NCU09491	0.2	0.2	0
NCU09492	12.7	15.9	3.7
NCU09494	0	0.1	0
NCU09495	5.4	3.9	7
NCU09496	68.2	71	19.7
NCU09497	129.1	195	49.4
NCU09498	51.8	97.8	60.2
NCU09499	28.3	24.8	20.6
NCU09500	4.4	4.1	2.6
NCU09502	20.9	31.6	4.4
NCU09503	5.9	6.5	0.9
NCU09504	95.1	126.8	17.7
NCU09505	132.6	326.3	19.3
NCU09506	57.8	74.1	49
NCU09508	0	0.2	0.4
NCU09509	16.1	26.1	7
NCU09510	24	21.2	40.4
NCU09511	0.8	0.2	0.6
NCU09512	103.9	121.5	20.8
NCU09513	37.8	68.2	17.7
NCU09514	32	39.4	5.6
NCU09516	10.2	5.1	3.6
NCU09517	32.1	16.2	84.1
NCU09518	0.2	0.1	0
NCU09519	26.7	29.1	50.4
NCU09520	1.1	3.4	1.9
NCU09521	47.4	36.4	29.2
NCU09522	5.1	2.1	8.8
NCU09523	0.9	3	0.5
NCU09524	0.2	0.2	1.2
NCU09525	1	24.2	0.5
NCU09526	9.1	2.7	3.3
NCU09527	72.4	49.2	10.2
NCU09528	33.2	35.4	7
NCU09529	95.1	62.6	18.6
NCU09530	0.4	0	5
NCU09532	34.7	5.3	8.3
NCU09533	57.4	24.8	90.3
NCU09534	213.6	152.1	124.5
NCU09535	66.7	22.6	39.3
NCU09536	119	105.1	55.6
NCU09537	134.7	100.2	53.9
NCU09538	109.5	78.7	52.7
NCU09539	89	67.7	12.8
NCU09540	21.6	20.8	25.6
NCU09541	35.3	78.2	24.9
NCU09542	4.7	6.9	15
NCU09543	24.2	50.1	35
NCU09544	6.9	4.2	5
NCU09545	47.8	22.7	10.3
NCU09546	37.8	30.9	9
NCU09547	17.1	24.8	20.9
NCU09548	0.3	0.8	0.4
NCU09549	13.7	10.3	17.4
NCU09550	0.1	0.3	0.3
NCU09551	22.4	17.6	8.8
NCU09552	11.9	11.4	3.5
NCU09553	66.9	32.9	11.2
NCU09556	1.2	0.9	0.2
NCU09559	13.8	13	6.1
NCU09560	595.8	283.4	820.1
NCU09561	6.9	13.6	2.6
NCU09562	3.6	91.1	12.2
NCU09564	0.3	31.3	0.2
NCU09565	0.7	0.7	6.5
NCU09566	1.1	1.2	0.7
NCU09567	5.9	16.4	4.1
NCU09568	0	0.3	0.3
NCU09569	0	0	0.2
NCU09570	5.1	0.9	7
NCU09571	22.2	767	3.1
NCU09572	151.6	232.6	267
NCU09573	19.2	15.9	3.8
NCU09574	0	0	0
NCU09575	0	0.2	0.4
NCU09576	4.4	2.8	4
NCU09577	0	0	0
NCU09578	0	0	0
NCU09579	37.2	41.4	14.1
NCU09580	3	1.5	0.9
NCU09581	4.7	7.1	1.4
NCU09582	0.2	0.9	0
NCU09584	0	0.3	0
NCU09585	0	0	0
NCU09586	0	0	0.9
NCU09587	0	0	0
NCU09588	0	0	0
NCU09589	0.5	0	0
NCU09590	0	0	0
NCU09591	0	0	0
NCU09593	0	0	0
NCU09594	23.4	22.6	47.8
NCU09595	13.4	24	2.9
NCU09596	4	12.8	5.3
NCU09597	0	0.6	0
NCU09598	70.5	43.7	26.6
NCU09599	43.8	50.8	112
NCU09600	73.9	64.7	84.2
NCU09602	2188	1809.1	239.7
NCU09603	0.2	0.1	0.2
NCU09604	0	0.4	0.7
NCU09605	0	0.2	0.4
NCU09606	0	0.8	103.9
NCU09608	22.8	30.9	26.9
NCU09609	23.5	33.8	5.5
NCU09610	158.8	178.9	45.6
NCU09611	17.3	6.7	37.3
NCU09612	0	0	0
NCU09613	0	0	0
NCU09615	14	6.4	2.9
NCU09616	16.6	18.2	11.8
NCU09617	1.3	0.2	1.2
NCU09619	0.3	0	2.5
NCU09620	0.3	0.3	0
NCU09621	20.8	29.5	11.6
NCU09623	0.2	0	0
NCU09627	0.6	1.8	0
NCU09629	0.9	2.9	2
NCU09630	0	0.7	0
NCU09631	0.1	0.1	0.7
NCU09632	2.2	1.8	12.8
NCU09633	0.3	0.7	1.4
NCU09634	0	0.3	0
NCU09635	0.1	0.6	0.2
NCU09636	0	0.1	0
NCU09637	0	0	4.5
NCU09638	0	0.1	0
NCU09639	0.1	0	0
NCU09640	0	0.1	0
NCU09641	0	0	0
NCU09642	27.3	30.7	40.7
NCU09643	71.5	66.4	7.7
NCU09644	3	2.3	1.3
NCU09645	0	0.5	0
NCU09646	103.7	83.5	45.8
NCU09647	55.3	32.3	4341.3
NCU09648	11.4	17.9	41.4
NCU09649	2.6	1.3	3.7
NCU09650	4.5	0	9.6
NCU09651	0.9	1.3	2.3
NCU09652	6.3	3.1	7.1
NCU09653	0.6	0.5	0
NCU09654	0.3	0.9	2.5
NCU09656	13.9	39.1	3.9
NCU09657	51.4	45.6	8.7
NCU09658	36.9	44.9	17.6
NCU09659	120.5	240.4	291.7
NCU09660	0	0	0.6
NCU09663	151.5	238.6	76.1
NCU09664	0	0	0
NCU09665	0	0	0
NCU09667	0	0	0
NCU09669	0	0	0
NCU09670	3.6	1.8	2.1
NCU09671	0	0	0
NCU09672	0	0	0.4
NCU09673	32.5	34	8.2
NCU09674	127.8	188.8	136.4
NCU09676	8.4	12.6	3.9
NCU09677	1.2	2.4	1.8
NCU09678	0.3	1.2	0
NCU09679	2.6	0.2	1.2
NCU09680	0	0.1	1
NCU09681	6.4	15.7	35.3
NCU09682	12.8	18.6	16.1
NCU09683	11.6	43.9	3
NCU09685	0	1.1	0.7
NCU09686	28.4	28.9	4.8
NCU09687	0	0.3	0.7
NCU09688	83.2	82.3	11.5
NCU09689	4.3	2.1	2.5
NCU09690	0.5	155.9	1
NCU09691	0	0	0
NCU09692	27.4	0.6	6.3
NCU09693	1256.5	1397.1	142.1
NCU09694	3	7.9	3.8
NCU09695	0.6	9	1.1
NCU09696	81	103.1	29.9
NCU09698	0.4	0.4	0.2
NCU09699	58.5	29.6	15.1
NCU09700	241.7	198.6	165
NCU09702	11.9	1.4	7.9
NCU09703	8.2	11.5	13.7
NCU09704	0	0	0
NCU09705	18.7	29.8	26.8
NCU09706	3.4	2.4	2.5
NCU09707	310.8	163.8	61.3
NCU09708	44.5	55.2	69.1
NCU09709	263.4	243.6	117.6
NCU09710	60.4	41	18.8
NCU09711	56.3	45.4	7.7
NCU09712	2.7	15.2	2
NCU09713	7.2	6.9	9.2
NCU09714	16.4	24	26.6
NCU09715	296	129.2	62.5
NCU09716	11.5	8.2	1.4
NCU09717	0	0.2	0
NCU09718	1.8	4.6	5.6
NCU09719	2.9	9.9	4
NCU09720	0	0.7	0
NCU09721	95.4	75.6	23.7
NCU09722	21.3	32.5	20.6
NCU09723	42.2	26.4	23.5
NCU09724	0.4	0.3	30.3
NCU09725	0.3	0	0
NCU09726	0	0	0
NCU09727	24.4	20.1	9.8
NCU09728	1.7	0.8	1
NCU09729	0.9	0.5	0.4
NCU09730	112.9	114.9	12.6
NCU09731	77.4	102.1	22.3
NCU09732	35.6	37.2	6.7
NCU09733	28.5	22.1	5
NCU09734	0.3	2.6	0.3
NCU09735	1	1.8	7.6
NCU09736	15.6	13.8	2.6
NCU09737	15.5	11.5	10.4
NCU09738	7.4	13.6	13.7
NCU09739	10.3	16.7	3.4
NCU09740	7.4	6.1	2
NCU09741	120.3	107.5	28.8
NCU09742	1	0.3	0.7
NCU09743	0	0	0
NCU09744	72.7	74	38
NCU09745	22.3	23	5.4
NCU09746	56.5	51.5	22.8
NCU09747	121	80.7	25.3
NCU09748	98.2	85.4	18.9
NCU09754	32.3	39.6	21.2
NCU09755	20.4	79.9	48.9
NCU09756	8.6	11	7.5
NCU09757	6.9	6.9	13.1
NCU09758	8.2	3.2	2.4
NCU09759	21.4	94.7	19.9
NCU09760	15.7	13.4	9.2
NCU09761	15.7	6.2	12.4
NCU09762	0	0.2	0.6
NCU09764	13.7	23.7	46.9
NCU09765	0	0	0
NCU09766	0.4	0	0
NCU09767	2.7	17.1	2.5
NCU09768	0.3	0	0
NCU09770	83.8	42.1	19.1
NCU09771	3.6	6.1	0.9
NCU09772	6.8	2.9	4.8
NCU09773	0.1	1.4	0
NCU09774	0	0	0
NCU09775	2.3	0.7	1.7
NCU09776	0	0	0
NCU09777	0.9	0.6	1
NCU09778	32.7	17.2	6.9
NCU09779	12.3	16.8	22.2
NCU09780	0	0	0
NCU09781	0.1	0	0
NCU09782	2.8	4.2	1.4
NCU09783	42.2	15.2	17.2
NCU09784	0.2	0	40.7
NCU09785	0.8	0.2	0.7
NCU09786	0.2	0.1	0.8
NCU09787	7.4	17.5	0.4
NCU09788	9.6	61.7	9.9
NCU09789	313.9	246.3	56.8
NCU09790	6.6	6.1	10.3
NCU09791	7.1	21.2	4.2
NCU09792	50.8	24.3	38.5
NCU09793	0	0	0
NCU09794	111.8	124.9	80.9
NCU09795	2.6	2.2	0.6
NCU09796	0	0	0
NCU09797	0.5	0	0
NCU09798	8.5	0.7	1.2
NCU09799	13.8	2.6	13.3
NCU09800	7.8	9.3	6.9
NCU09802	371.9	590.6	225.6
NCU09803	142.6	129.3	129.4
NCU09804	30.3	24.5	6.8
NCU09805	0.5	1	1
NCU09806	92.8	331.1	17.6
NCU09807	5.6	2.9	0.6
NCU09808	180.3	128	37.3
NCU09809	15.4	31.8	732.9
NCU09810	42.4	71.7	104.1
NCU09811	2.7	2.7	3.3
NCU09812	10.6	12.2	3.4
NCU09813	136.3	163.1	465.6
NCU09814	49.2	26.8	8.6
NCU09815	3.1	6	0.8
NCU09816	635	498.6	1040.1
NCU09817	277.2	433.5	73.5
NCU09818	25.2	9.3	55.3
NCU09819	29.4	21.4	17.4
NCU09820	0	0	0.2
NCU09821	203.4	46	23.2
NCU09823	28.1	2.5	41.1
NCU09824	9.2	16.9	11.8
NCU09825	15	13.5	7.9
NCU09826	57.7	39.2	173.2
NCU09827	13	35.9	36.9
NCU09828	0.4	0	0
NCU09829	3.1	2.7	2.3
NCU09830	0.6	0.5	0.3
NCU09831	0.1	0	0.2
NCU09832	15.8	21.1	8.9
NCU09834	0	0	0
NCU09835	0	0	0
NCU09836	0	0.2	0.3
NCU09837	0	0	0
NCU09838	4.8	6.5	2
NCU09839	1.5	0.4	4.9
NCU09841	54.7	51.5	201
NCU09842	375.5	354.6	51.5
NCU09843	38.9	24.5	9.1
NCU09844	0.1	1.7	0.9
NCU09845	0	0	0
NCU09846	3.5	3.4	0.7
NCU09847	7.3	8.5	4.5
NCU09848	7.1	108.3	3.3
NCU09851	0	0	0.5
NCU09852	1.3	1.3	70.3
NCU09853	1.2	3	1.7
NCU09854	0	0	0
NCU09855	0	0.2	0.7
NCU09856	9.1	1	1.4
NCU09857	2.2	0.1	0.8
NCU09858	17.5	24.6	3.1
NCU09859	0.2	0	0
NCU09860	21.2	28	8.1
NCU09861	214.5	181.4	18
NCU09862	66.2	81.4	75.8
NCU09863	0.9	0	0
NCU09864	8.8	13.2	28.2
NCU09865	0.4	0.5	0
NCU09866	46.8	41.9	11.1
NCU09867	4.9	6.9	2.5
NCU09868	4.8	113	31.2
NCU09869	17.9	23.2	8
NCU09870	10.6	13.8	12.3
NCU09871	34.4	43.6	152.7
NCU09872	0.7	0.4	0
NCU09873	187.1	41.6	25
NCU09874	110.5	393.1	89.8
NCU09875	0	0.1	0.2
NCU09876	0	0	0
NCU09877	24	13.8	2.8
NCU09878	150.5	103.1	26.1
NCU09879	10.9	13.4	7.8
NCU09880	106.2	112.4	59.9
NCU09881	31.3	106.6	37.4
NCU09882	48.4	64.6	3.7
NCU09883	9.7	13.6	23.7
NCU09885	10.1	8.4	13.7
NCU09886	97.4	244.3	154.4
NCU09887	14.3	25.9	18.9
NCU09888	42.5	39.2	35.5
NCU09892	46.8	34.9	30.3
NCU09894	47.9	43.9	48.6
NCU09895	53.7	82	128.9
NCU09896	441.6	389.6	1181
NCU09897	142.5	100.5	62.2
NCU09898	15.9	10.7	4.7
NCU09899	11.1	10.2	50.9
NCU09900	38.8	44.2	21.6
NCU09901	34.4	27.3	6.1
NCU09903	45.8	44.9	7.5
NCU09904	106.5	17.2	56.9
NCU09906	210.4	16.7	28
NCU09907	0	0	0.2
NCU09908	0	0	0
NCU09909	18.3	28.5	12.9
NCU09910	10.3	3.4	7.9
NCU09911	193.5	230.8	558.6
NCU09912	20.1	9	10.4
NCU09913	0.2	0.5	0
NCU09914	7.6	3.5	23.8
NCU09915	8.5	8.7	2.1
NCU09917	0.2	0	2.8
NCU09922	4.7	5.6	4.2
NCU09923	0.1	0.2	0.2
NCU09924	0.1	0.5	0
NCU09926	0	0	0
NCU09929	109.9	208.8	46.4
NCU09930	30.8	25.1	17.2
NCU09931	83.2	70.6	18.5
NCU09933	1.7	8.3	5.4
NCU09935	7.8	34	19.2
NCU09937	5	31	1.7
NCU09939	0.4	0.2	0
NCU09947	0	0	0
NCU09948	0.2	0	0
NCU09949	0	0	0
NCU09950	0	1.2	0
NCU09951	0	0	0
NCU09952	0	0	0
NCU09953	0.6	4.4	0
NCU09954	0.8	5.9	0.1
NCU09955	0.1	0	0.7
NCU09956	0	2.6	0.6
NCU09957	0	0	0
NCU09958	0.3	1.9	3.8
NCU09959	5.8	3.7	0.4
NCU09961	0	0	0
NCU09964	0.2	0	0
NCU09965	0	0	0
NCU09966	0	0	0
NCU09968	0	3.2	0
NCU09969	0	0.2	0
NCU09970	0	0	35.2
NCU09971	1.8	2.8	1.3
NCU09972	19.3	45.6	13.4
NCU09973	15.5	15.6	6.5
NCU09974	9.1	7.5	2.8
NCU09975	9.8	6.8	2.7
NCU09976	1.4	0.4	1.7
NCU09977	0	0	0.8
NCU09978	2.1	1.2	0.6
NCU09980	38.7	39.8	5.7
NCU09981	0	0	0
NCU09982	42.4	32.4	48.3
NCU09986	18.9	24.5	2.9
NCU09988	0	0.1	0
NCU09990	0.1	0.1	0.2
NCU09992	3.2	95.9	5.7
NCU09993	4.4	3.6	3.7
NCU09994	25.5	14.4	33.2
NCU09995	2056.7	2242.6	359.6
NCU09996	12.3	9.1	29.7
NCU09998	15.3	12.7	5.2
NCU09999	93.2	70.4	46.3
NCU10001	6	8.1	2.9
NCU10002	3.4	5	1.4
NCU10003	9.1	13.2	4.9
NCU10004	0.1	0	0
NCU10005	0	0	0
NCU10006	10.6	10.1	2
NCU10007	169.1	86.4	41.6
NCU10008	489.6	374.2	479.7
NCU10009	24.7	13.7	5.7
NCU10010	0	0	0
NCU10011	76.3	30.7	47.4
NCU10012	23.2	10.9	2
NCU10014	32.5	50.2	8.2
NCU10015	0.6	6.8	4
NCU10016	0.2	5.7	0.5
NCU10019	0	0	0
NCU10020	96.8	93.9	87.6
NCU10021	3.7	15.9	3.3
NCU10027	0	0.1	0
NCU10028	142.1	157.9	84.3
NCU10029	62.6	60.9	32.3
NCU10030	0.6	0.7	0.6
NCU10031	5.2	1.5	3
NCU10034	31.9	39.3	39.9
NCU10035	8.7	16.7	17.7
NCU10036	17.5	29.9	10.7
NCU10037	0	0.3	0
NCU10038	3.5	17.1	5.8
NCU10039	3.2	13.7	1.8
NCU10040	623.1	200.4	258.5
NCU10042	14102.1	17212	3489.5
NCU10043	11.3	14.1	5.9
NCU10044	23.7	36.7	12.1
NCU10045	2	7.3	2.8
NCU10046	116.4	147.5	68.2
NCU10048	7.1	43.3	5.3
NCU10049	5	11.2	2.1
NCU10051	3057.7	2849.9	2674.2
NCU10052	0.1	0.2	0.8
NCU10053	55.2	35.7	19.1
NCU10055	2.8	2.3	0.4
NCU10056	0	0	0.8
NCU10057	0	0	0
NCU10058	1371.4	861.6	909.4
NCU10059	11.7	11.3	4.5
NCU10061	287.4	386.1	123.1
NCU10062	16.1	21.3	12.4
NCU10063	14.8	16.4	10.8
NCU10066	239.2	174.7	81.6
NCU10067	177	242.6	63.5
NCU10069	1823.5	2203.2	2041.3
NCU10070	0.7	0.3	0.8
NCU10073	119.6	147.9	42.1
NCU10075	1	1.1	0.2
NCU10076	0	0	0
NCU10077	2.8	2	2.4
NCU10080	2.7	2	4.7
NCU10091	1.6	0.5	1.2
NCU10092	0	0	0
NCU10101	0	0	0
NCU10106	0.3	0.6	1.6
NCU10107	0.8	0.3	0
NCU10110	0.3	1.2	0.5
NCU10125	0.8	0.3	0.7
NCU10129	13.4	7.2	9.3
NCU10142	10.7	11.2	2.6
NCU10143	26.2	14.8	4.9
NCU10144	0.1	0.1	0
NCU10152	0	0	0.5
NCU10155	11.2	9.1	2
NCU10156	0	0.2	6.6
NCU10161	0	0	0
NCU10165	0	0	1.6
NCU10166	16.4	15.5	7.3
NCU10169	18.4	20.7	26.7
NCU10184	0	0	1.1
NCU10185	6.9	4.2	2.8
NCU10186	0.1	0.1	0
NCU10210	0	0	0
NCU10220	28.8	44.7	70.7
NCU10225	20.8	20.2	21.1
NCU10226	60.8	35.8	82.8
NCU10231	0.2	0	0
NCU10232	23.9	19.6	20.2
NCU10237	19.4	14.7	40.5
NCU10239	3.2	11.6	7.3
NCU10245	0.1	0.5	1.3
NCU10246	14.9	11.3	2.9
NCU10258	59.5	43.3	9
NCU10264	0.4	0.1	0.3
NCU10270	12.9	16.1	5.3
NCU10273	200.9	259.9	339.2
NCU10274	0	0.4	0
NCU10276	15.3	176.2	16.7
NCU10278	0	0	0
NCU10282	11.8	10	5.4
NCU10285	0.6	0	0
NCU10291	1	0.8	0.7
NCU10292	69.2	141	95.3
NCU10301	0	0	6.5
NCU10304	0	0	0.2
NCU10309	5	6.9	1.6
NCU10311	92.3	82.7	28.3
NCU10314	14.3	14	3.7
NCU10337	11.7	8.2	3.1
NCU10342	0	0	7.9
NCU10344	0	0.2	1.4
NCU10346	18.7	16	4.8
NCU10351	11.9	23.5	9.2
NCU10352	237.9	183	157.6
NCU10359	11.5	7.1	5.7
NCU10360	97.4	68.9	40.3
NCU10369	0	0	0
NCU10376	5.1	7.4	5.2
NCU10381	45.1	60.1	16.1
NCU10387	47.1	20.7	42.9
NCU10388	24.8	42.5	5.4
NCU10392	2.1	5.3	0.5
NCU10393	0	0.1	0
NCU10396	0	0	7.1
NCU10397	20.2	11.4	3.7
NCU10400	19.8	8.3	7.2
NCU10404	0	0	0
NCU10416	0.3	0	0
NCU10417	2.4	2.4	1.6
NCU10427	8.2	26.5	0
NCU10429	0	0	1.6
NCU10430	9.8	15.1	88.6
NCU10436	0	0.5	0.5
NCU10444	0.3	0.3	0
NCU10448	0	0	0
NCU10449	0	0	0
NCU10457	0.1	0.3	1.7
NCU10458	0.1	0	0
NCU10467	36.6	30.3	9.3
NCU10468	274.4	212.2	467.1
NCU10470	0.1	0.3	0
NCU10476	20	14.7	4.9
NCU10477	145.9	95.9	92.2
NCU10483	0.7	2.8	3.9
NCU10497	160.2	129.8	105.9
NCU10498	1039.4	563.5	599.6
NCU10500	10.9	11.9	7.4
NCU10501	0	0	0
NCU10502	0	0	0
NCU10506	4.1	6.8	2.6
NCU10507	1.8	2.5	2.5
NCU10512	7.9	14.1	2.3
NCU10518	139.8	286.8	78.1
NCU10519	8.4	9	2.8
NCU10521	11.7	2.8	17.1
NCU10529	10.3	17.7	2.7
NCU10537	0.3	0	1.2
NCU10538	0.2	0.1	0.3
NCU10539	10.8	6.4	31.1
NCU10546	0.3	0.1	0
NCU10547	0	0	0
NCU10567	10.4	11	2.2
