## mrna and ribosome profiling read counts for S. pombe 972h- genes
## Duncan C and Mata J (2017) Effects of cycloheximide on the interpretation of ribosome profiling experiments in Schizosaccharomyces pombe. Scientific reports 7:10331
## personal communication by Juan Mata <jm593@cam.ac.uk>, 2019
## 
Gene	wt.noN.CHX.ribo.cds.1	wt.N.CHX.ribo.cds.1	wt.noN.noCHX.ribo.cds.1	wt.N.noCHX.ribo.cds.1	wt.noN.CHX.ribo.cds.3	wt.N.CHX.ribo.cds.3	wt.noN.noCHX.ribo.cds.3	wt.N.noCHX.ribo.cds.3	wt.noN.CHX.mrna.cds.1	wt.N.CHX.mrna.cds.1	wt.noN.noCHX.mrna.cds.1	wt.N.noCHX.mrna.cds.1	wt.noN.CHX.mrna.cds.3	wt.N.CHX.mrna.cds.3	wt.noN.noCHX.mrna.cds.3	wt.N.noCHX.mrna.cds.3
SPCC417.07c	316	549	71	324	50	189	54	138	1889	3188	1213	1572	2777	3142	1778	1856
SPCC417.08	11965	119087	1349	70264	1620	44625	802	21507	5361	31102	6060	16640	25436	71405	20268	59967
SPCC417.09c	81	87	37	38	23	35	16	14	713	660	605	310	2000	1159	1561	742
SPCC417.10	4960	102	1028	48	1662	24	1512	10	1256	223	876	93	6137	582	3995	307
SPCC417.11c	522	213	88	115	29	35	24	17	340	345	230	192	450	451	396	279
SPCC417.12	1035	333	209	230	92	32	71	26	902	420	359	183	645	241	341	110
SPCC417.15	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
SPCC417.16	8134	2100	2319	1066	1046	735	905	353	340	385	572	245	829	542	726	520
SPCC4B3.01	3049	1131	790	752	390	405	297	256	444	495	468	198	1266	995	923	692
SPCC4B3.02c	121	275	24	127	34	100	17	60	14	90	21	35	72	189	59	104
SPCC4B3.03c	1021	1621	158	1165	134	540	90	419	4245	4780	4787	2653	12897	7342	13424	5099
SPCC4B3.04c	1272	783	300	366	222	201	198	138	1791	2483	1355	1145	3429	3496	2598	2146
SPCC4B3.05c	2208	1918	356	1005	292	651	242	398	946	1460	678	697	1603	2441	1080	1661
SPCC4B3.06c	1445	779	224	385	127	250	101	111	202	256	120	97	373	454	234	209
SPCC4B3.07	3209	5332	690	3061	720	2036	548	1223	1074	3145	895	1520	2104	4176	1399	2831
SPCC4B3.08	61	329	8	119	6	142	4	54	291	750	188	448	271	746	187	430
SPCC4B3.09c	1672	1911	309	1093	290	701	281	487	270	701	226	374	694	1246	493	815
SPCC4B3.10c	1403	1687	226	514	192	595	112	182	706	2236	433	645	1483	2761	651	951
SPCC4B3.11c	514	419	98	229	99	135	66	83	122	299	81	142	233	355	144	208
SPCC4B3.12	170	336	24	162	25	108	34	59	249	715	152	375	632	1311	360	698
SPCC4B3.13	555	654	75	340	50	174	42	129	522	1086	345	348	1270	1812	787	862
SPCC4B3.14	612	299	94	137	126	125	67	48	748	793	452	357	804	678	503	331
SPCC4B3.15	1193	1583	242	747	232	603	216	271	2398	3876	1765	1617	5653	5674	4136	3112
SPCC4B3.16	747	385	127	209	89	136	92	78	687	764	401	442	499	504	342	270
SPCC4B3.17	1536	703	294	318	237	244	164	118	489	603	450	252	1537	1212	1105	662
SPCC4B3.18	301	577	42	299	60	254	39	131	307	725	183	399	774	1280	525	776
SPCC4B3.20	80	257	12	147	18	87	15	61	15	105	15	76	46	188	27	129
SPCC4E9.01c	48	26	9	16	5	14	8	6	135	169	97	115	352	314	276	197
SPCC4E9.02	1862	666	223	288	272	294	136	108	739	873	555	424	1877	1713	1421	914
SPCC4F11.02	9343	1643	1907	941	1296	586	1112	340	1713	853	1399	446	3384	1155	2447	884
SPCC4F11.03c	1032	269	74	159	282	114	75	77	842	1149	708	579	2369	2008	1600	1224
SPCC4F11.04c	45	22	8	10	8	16	5	6	189	166	142	102	364	224	241	150
SPCC4F11.05	3	0.5	0.5	0.5	1	1	0.5	0.5	8	17	4	6	29	21	23	11
SPCC4G3.02	610	527	111	280	107	210	84	113	104	203	67	90	206	347	147	240
SPCC4G3.03	1778	97	297	40	205	31	195	16	355	90	297	19	1286	183	644	83
SPCC4G3.04c	2749	1849	522	1170	711	801	538	480	731	1085	568	552	1527	1777	1157	1140
SPCC4G3.05c	145	153	23	61	27	56	19	22	529	1025	450	426	1161	1306	903	777
SPCC4G3.06c	752	428	57	278	169	205	35	111	66	204	75	92	438	599	303	410
SPCC4G3.07c	693	543	71	212	112	199	51	73	663	872	786	316	1416	1116	930	632
SPCC4G3.08	2342	931	167	432	384	392	92	170	1512	1819	1218	982	2644	2106	1885	1274
SPCC4G3.09c	594	377	133	141	146	175	119	72	1619	1715	1435	810	3890	2542	2593	1530
SPCC4G3.10c	55	104	13	47	8	32	5	22	641	1233	504	518	1237	1307	995	694
SPCC4G3.11	367	442	66	189	81	140	61	80	418	737	350	355	707	784	465	441
SPCC4G3.12c	2251	474	520	225	334	177	264	84	1615	1310	1387	549	1927	1000	907	414
SPCC4G3.13c	2352	951	390	454	472	318	323	159	420	547	455	252	1383	1065	1107	752
SPCC4G3.14	1535	1552	394	763	214	501	207	202	724	1712	480	604	1846	2707	1129	1528
SPCC4G3.15c	1240	1516	200	758	219	612	144	298	319	1102	230	380	905	1599	448	822
SPCC4G3.16	704	442	136	175	139	141	123	90	310	422	166	174	700	663	429	335
SPCC4G3.17	958	1692	121	692	176	669	91	272	368	782	213	373	882	1480	603	856
SPCC4G3.18	1068	1719	167	780	207	666	130	342	1757	4224	920	2074	2904	5206	1366	2778
SPCC4G3.19	178	162	21	71	31	49	29	33	763	1298	655	604	2099	2174	1607	1241
SPCC548.02c	28	15	2	1	4	1	2	0.5	72	34	38	22	106	53	74	34
SPCC548.03c	362	73	35	16	51	25	19	4	227	139	137	59	427	223	246	91
SPCC548.04	552	347	71	180	76	147	40	86	89	142	62	80	139	190	104	123
SPCC548.05c	855	452	175	206	117	172	104	83	836	937	511	348	1273	1134	809	571
SPCC548.06c	7386	15142	1569	7617	804	4638	816	2559	955	4199	1108	2128	3434	9629	2432	7550
SPCC548.07c	681	1236	110	522	64	338	56	213	77	201	78	121	236	606	164	459
SPCC550.01c	372	358	83	173	51	117	43	62	216	298	88	105	328	354	184	176
SPCC550.02c	1357	596	172	267	225	182	120	110	496	694	311	247	1093	1189	646	580
SPCC550.03c	2060	1220	394	733	286	457	263	250	2299	2944	1597	1367	3879	3636	2639	2169
SPCC550.04c	180	243	22	79	30	86	10	26	129	334	107	129	388	498	197	243
SPCC550.05	409	344	32	156	51	102	20	65	273	318	159	169	350	370	289	240
SPCC550.06c	2195	11555	293	6128	287	3692	239	2745	136	1151	85	600	524	2815	360	2415
SPCC550.07	524	68	112	43	177	34	201	14	526	239	360	123	1967	475	1407	328
SPCC550.08	91	28	7	7	14	7	6	2	225	315	139	117	612	608	394	279
SPCC550.09	739	758	100	342	88	295	66	111	981	1530	880	638	1589	1649	1072	866
SPCC550.10	167	20	43	9	45	5	42	2	245	236	159	92	765	474	594	237
SPCC550.11	767	4898	123	2463	105	1651	90	842	1177	5842	962	3098	2236	7716	1450	5370
SPCC550.12	363	248	31	114	41	86	22	60	377	714	247	388	513	721	278	447
SPCC550.13	1506	1058	233	495	332	488	216	196	1637	2864	997	1162	3101	4033	1905	2025
SPCC550.14	5135	11101	1102	5696	943	3777	934	1807	5130	11991	4377	6832	11666	18987	9255	14391
SPCC550.15c	1969	3008	231	1284	347	1024	143	485	1043	2352	638	937	2491	3766	1410	1896
SPCC553.01c	199	194	29	77	39	66	16	25	660	1209	496	519	1083	1088	544	453
SPCC553.02	4364	2854	895	1223	774	1063	607	505	1575	2343	1351	1152	4061	4203	3225	2852
SPCC553.03	993	489	188	239	188	194	108	131	1791	3122	1110	1589	2534	3348	1623	1853
SPCC553.04	1022	531	153	288	105	195	103	120	1229	1490	890	715	1923	1621	1264	920
SPCC553.05c	28	7	2	1	4	4	2	3	80	37	56	24	165	67	123	52
SPCC553.06	5236	4471	846	2505	817	1795	599	920	1171	2187	1193	1269	2457	3334	1757	2294
SPCC553.07c	545	364	89	180	109	103	76	78	764	966	578	589	1497	1089	1144	777
SPCC553.08c	1286	1497	241	869	212	517	134	306	1732	3086	1182	1436	3049	4431	2079	2618
SPCC553.09c	721	600	99	275	112	223	64	98	837	1540	536	657	1399	1980	833	1042
SPCC553.10	138977	48487	42541	20851	13125	15741	11829	5448	9792	8317	13022	5403	7360	3999	3871	3279
SPCC553.11c	806	880	70	379	195	336	90	195	70	230	46	110	204	432	164	341
SPCC553.12c	290	523	36	207	48	170	46	78	330	801	292	282	1224	1558	787	821
SPCC569.01c	1408	608	121	229	307	173	148	127	1027	814	816	411	1589	842	1310	531
SPCC569.02c	14	3	0.5	0.5	1	1	1	0.5	3	4	4	2	7	2	10	1
SPCC569.03	654	393	94	208	118	115	43	71	856	697	735	459	1053	671	958	507
SPCC569.04	0.5	1	0.5	1	1	1	0.5	0.5	1	11	1	2	4	17	4	12
SPCC569.05c	3584	1071	831	418	336	214	321	86	3059	1887	2859	883	5307	1734	3737	1168
SPCC569.06	6243	2219	1235	977	944	598	1007	340	1134	1114	869	474	3385	2033	2502	1192
SPCC569.07	895	388	205	230	111	132	115	68	869	600	491	314	1269	745	810	455
SPCC569.08c	839	1287	63	713	141	464	63	291	322	1043	228	493	725	1740	502	1140
SPCC569.09	151	3	43	1	2	2	1	0.5	108	140	84	58	245	236	180	140
SPCC576.01c	94190	172	22509	105	20009	57	15035	24	13987	342	13437	170	32801	567	21884	387
SPCC576.02	3809	408	554	164	514	216	341	65	422	130	411	61	1334	331	710	205
SPCC576.03c	98830	33731	24193	19394	8404	11077	7029	5336	8157	7223	9382	4236	15012	11744	12041	10218
SPCC576.04	5608	770	1052	284	966	197	848	71	1317	534	1692	237	3477	869	2738	492
SPCC576.05	1207	405	127	199	251	183	149	102	2790	3013	1746	1443	5073	4022	3234	2258
SPCC576.06c	977	210	99	123	168	87	102	46	457	430	408	208	1497	764	1030	486
SPCC576.07	5613	1569	799	1416	1281	713	780	639	809	936	587	631	1465	1305	1097	974
SPCC576.08c	5726	53432	363	27060	689	24359	223	11185	1364	8627	1756	4403	6362	18772	4672	15572
SPCC576.09	2604	24580	78	11969	465	13005	53	6156	667	4574	700	2713	2575	9568	1914	7990
SPCC576.10c	5882	3879	1177	2113	1077	1438	954	845	873	1746	814	669	2794	3165	1778	2114
SPCC576.11	6899	26391	356	13255	995	13788	223	6231	483	3926	745	1831	2978	10594	2373	8638
SPCC576.12c	407	224	47	74	100	125	47	23	63	90	37	44	246	224	149	168
SPCC576.13	417	252	66	203	84	99	61	91	346	605	261	351	464	614	363	393
SPCC576.14	1537	2346	125	1102	302	848	109	424	546	1288	417	675	1362	2341	1068	1637
SPCC576.15c	1025	479	192	238	171	216	151	104	844	1426	603	448	1889	1880	1121	937
SPCC576.16c	99	17	12	3	9	3	6	2	243	112	145	50	326	138	221	69
SPCC576.17c	187	79	32	33	26	14	15	11	55	65	76	24	183	95	141	66
SPCC576.19c	28	30	1	5	9	16	6	3	16	40	16	24	68	73	46	49
SPCC584.01c	2824	13670	662	6185	612	4474	629	1869	887	5382	759	2884	2764	8582	1789	6454
SPCC584.02	0.5	0.5	0.5	1	0.5	0.5	0.5	0.5	1	1	1	0.5	2	1	0.5	0.5
SPCC584.03c	391	247	49	79	68	84	50	33	829	906	615	385	1277	995	913	539
SPCC584.04	2824	8943	557	5244	527	3467	389	1947	2056	6606	1446	3416	4645	11137	3147	8136
SPCC584.05	1256	723	165	405	271	290	117	161	2029	2591	1447	1245	2944	2968	2037	1685
SPCC584.11c	1930	2892	306	1458	267	1158	178	524	497	1672	318	540	1836	3289	1050	2148
SPCC584.12	5	2	3	0.5	0.5	0.5	1	0.5	11	31	11	19	18	34	15	26
SPCC584.13	723	604	105	214	117	239	92	88	347	645	185	189	890	1100	363	405
SPCC584.14	90	260	19	118	11	91	14	45	197	582	170	273	364	731	244	441
SPCC584.15c	1092	588	205	289	158	242	172	128	759	1146	1001	483	2367	2243	1816	1342
SPCC584.16c	218	79	16	20	34	75	10	5	300	262	203	113	602	531	336	160
SPCC594.01	5697	2080	892	1196	959	906	530	430	3915	4514	3493	2066	6178	4495	3771	2526
SPCC594.02c	4803	3246	983	1597	565	1305	464	505	2371	3420	2075	1875	3643	4259	2122	2681
SPCC594.03	0.5	1	0.5	1	0.5	0.5	0.5	0.5	1	1	0.5	1	0.5	3	0.5	1
SPCC594.04c	2817	155	524	94	326	55	247	28	645	420	489	142	1843	906	1165	450
SPCC594.05c	604	223	82	136	90	80	57	51	783	972	475	446	942	921	576	479
SPCC594.06c	930	333	122	136	155	125	102	68	433	617	329	169	803	662	398	247
SPCC594.07c	2896	912	455	431	444	321	411	163	656	708	682	329	1977	1259	1294	809
SPCC5E4.03c	1549	1523	243	819	287	570	146	316	1844	2897	1774	1428	3122	3252	2270	2000
SPCC5E4.04	404	573	74	237	80	196	63	98	1699	2935	1156	1219	3614	4091	2827	2261
SPCC5E4.05c	4558	3066	942	1836	810	1245	745	657	1656	2174	1397	1121	3426	2924	2824	2137
SPCC5E4.06	1103	462	201	250	159	147	133	97	3528	3920	2033	1829	3931	4002	2581	2060
SPCC5E4.07	6801	33282	229	16266	1148	16343	149	6606	454	3344	405	1325	2830	9782	2142	8226
SPCC5E4.10c	523	165	60	64	85	49	48	23	315	283	203	139	403	338	309	164
SPCC61.01c	896	736	122	282	156	223	95	117	435	717	394	306	1115	1165	771	697
SPCC61.02	1074	577	100	370	175	214	109	129	291	458	222	210	636	677	508	459
SPCC61.03	3162	502	687	231	331	145	309	82	1272	1097	952	456	2509	1739	1779	1088
SPCC61.04c	788	629	125	335	183	277	140	132	262	437	181	206	680	838	478	496
SPCC61.05	2210	859	392	380	465	290	392	118	434	486	515	244	1939	999	1605	557
SPCC613.01	420	1304	54	536	61	436	39	225	243	986	229	388	731	1844	551	1211
SPCC613.02	446	857	45	355	55	313	32	105	289	827	235	334	792	1444	595	854
SPCC613.03	992	798	140	385	222	267	105	189	467	830	294	432	621	728	408	394
SPCC613.04c	287	500	64	212	61	197	56	92	378	1262	220	434	735	1776	413	781
SPCC613.05c	9098	26229	440	18620	1615	12709	190	6976	624	3516	720	1750	2679	8077	2194	6746
SPCC613.06	5681	27339	354	13809	823	10779	195	5877	403	3860	423	1833	1849	9577	1360	7785
SPCC613.07	130	226	9	83	15	76	11	23	359	1066	182	459	433	1060	233	445
SPCC613.08	785	1290	92	703	185	513	73	297	444	1309	235	597	697	1632	354	892
SPCC613.09	454	367	44	180	84	138	35	81	374	753	197	292	563	977	359	528
SPCC613.10	9547	6602	2532	3986	1407	2390	1411	1365	2166	3327	2358	1656	6173	6188	4937	4309
SPCC613.11c	217	158	46	52	27	50	42	25	191	291	101	105	219	297	176	104
SPCC613.12c	60	86	10	37	12	17	7	15	617	1444	432	635	1039	1421	830	865
SPCC622.01c	888	446	53	165	192	160	33	57	177	248	165	103	546	415	408	277
SPCC622.02	467	218	59	76	89	82	41	28	137	166	111	55	457	337	287	214
SPCC622.03c	100	25	7	5	7	8	6	5	11	8	3	2	27	14	12	8
SPCC622.04	61	30	9	11	4	15	2	0.5	59	59	23	18	78	75	52	35
SPCC622.05	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	22	24	10	13	55	71	42	39
SPCC622.06c	253	143	43	93	74	51	45	36	58	84	46	43	175	115	110	82
SPCC622.07	124	161	8	57	23	48	11	18	70	181	60	80	178	219	149	121
SPCC622.08c	30098	14992	5737	6562	6676	5655	4058	2063	1470	2103	1649	1014	6035	3882	4549	2729
SPCC622.09	41216	14376	10983	8630	10119	5202	7724	2825	3902	4059	4101	2410	10174	5769	7501	4233
SPCC622.10c	986	543	138	272	142	243	90	118	1138	1474	919	713	2173	2011	1370	1204
SPCC622.11	1515	263	287	152	241	75	218	56	742	439	589	214	1476	532	924	290
SPCC622.12c	26878	13832	5125	9367	2913	7204	2607	3766	4358	3592	5203	2115	16833	12338	14300	9443
SPCC622.13c	528	549	101	269	83	170	103	98	1262	1614	793	825	1494	1504	1037	1077
SPCC622.14	1334	2409	124	953	265	892	94	392	322	1184	313	576	765	1542	503	983
SPCC622.15c	1877	271	330	164	331	102	160	40	1065	666	1129	269	1714	595	886	430
SPCC622.16c	294	401	56	168	46	187	41	63	1407	2218	833	846	2124	2703	1436	1221
SPCC622.17	44	22	2	11	18	4	6	9	499	863	301	360	523	747	363	384
SPCC622.18	9240	36811	453	20390	1249	16994	236	7639	1164	6727	1501	3367	4815	14568	3649	11896
SPCC622.19	130	395	24	194	24	169	12	116	203	943	130	416	352	1447	251	805
SPCC622.21	51	16	3	6	19	6	4	3	36	20	16	12	59	32	39	25
SPCC63.02c	4122	5177	662	2128	698	1732	580	745	1208	2959	770	1113	3447	5013	1816	2749
SPCC63.03	1657	721	225	341	217	217	146	102	1111	1181	922	634	1506	1370	1165	840
SPCC63.04	3	6	2	2	1	1	0.5	0.5	2135	2413	1686	1230	2946	2400	2203	1705
SPCC63.05	1542	725	276	393	253	206	194	128	1593	1545	781	825	1349	1183	753	735
SPCC63.06	669	503	110	409	93	185	68	161	902	1529	504	606	1584	2267	917	1338
SPCC63.07	213	319	16	140	28	100	20	70	77	203	31	79	182	362	114	205
SPCC63.08c	6224	507	1154	224	1073	180	870	88	3810	1757	3759	677	6774	1858	4515	921
SPCC63.10c	89	204	9	80	17	62	6	31	171	452	115	205	476	891	316	473
SPCC63.11	1425	721	312	379	239	262	176	132	1874	2257	1155	957	3190	2843	2082	1412
SPCC63.12c	8862	3385	1383	1797	1097	1321	913	792	1073	1163	1082	549	2467	2039	2020	1438
SPCC63.13	2267	58	294	80	313	31	172	45	299	100	330	54	483	128	257	80
SPCC63.14	22844	3484	6811	1673	3018	883	2673	486	10961	3754	11217	1726	20896	4990	14909	4014
SPCC645.02	255	140	33	68	42	64	38	34	108	148	66	68	202	245	124	150
SPCC645.03c	2285	1124	342	514	594	493	402	201	813	770	696	408	1901	1299	1757	744
SPCC645.04	365	254	37	85	53	82	28	30	461	820	362	370	1034	1279	853	862
SPCC645.05c	2896	1357	676	666	504	456	509	251	5243	6122	3739	2808	8041	6912	6356	3858
SPCC645.06c	1884	745	407	365	403	332	455	144	2065	2143	1699	891	4777	2649	2803	1503
SPCC645.07	1096	1321	183	654	195	470	170	278	2098	4519	1366	1578	4397	5641	2076	2616
SPCC645.08c	2133	5965	494	3464	300	2259	345	1181	983	3935	754	1988	2933	7882	1847	5659
SPCC645.09	532	470	112	161	97	213	84	96	211	335	175	155	429	428	243	307
SPCC645.10	914	764	102	323	134	250	62	108	822	1225	503	584	1451	1631	856	953
SPCC645.11c	2	0.5	0.5	0.5	0.5	2	1	0.5	79	151	45	53	105	242	111	121
SPCC645.12c	136	202	17	80	23	73	7	39	114	250	60	118	175	278	125	152
SPCC645.13	1242	944	240	460	189	379	161	190	2184	2932	1638	1147	4803	4656	3202	2423
SPCC645.14c	3878	19754	1004	11587	507	6332	512	3790	1845	9514	1272	5136	3732	15988	2446	13528
SPCC663.01c	8925	6178	1565	2560	1491	1997	1193	923	7127	8150	6426	4308	12896	10393	10639	7062
SPCC663.02	981	551	211	372	193	218	161	120	348	427	222	206	700	660	536	424
SPCC663.03	5932	1857	1576	785	782	592	915	250	4583	3304	2862	1261	7730	4855	4811	2417
SPCC663.04	3837	4877	407	8590	722	2727	266	4175	78	546	52	301	342	1348	144	879
SPCC663.05c	1169	904	89	405	184	277	93	163	568	944	372	444	796	1089	582	630
SPCC663.06c	13658	210	3936	232	58	27	54	22	1884	185	1438	101	542	296	334	156
SPCC663.07c	367	82	67	50	27	18	16	20	259	258	216	131	487	426	344	204
SPCC663.08c	10200	397	2534	292	92	63	55	40	2138	292	1429	168	468	193	230	133
SPCC663.09c	1670	1842	435	1274	251	861	266	518	244	581	235	330	689	1302	606	979
SPCC663.10	421	178	62	114	83	85	36	63	844	2207	774	1273	1468	2685	1271	1971
SPCC663.11	470	403	61	155	85	141	46	91	696	1266	307	515	605	949	369	392
SPCC663.12	454	207	29	68	60	54	21	33	224	268	131	93	498	450	325	219
SPCC663.13c	506	787	86	463	108	340	64	198	230	742	137	439	348	935	248	660
SPCC663.14c	13	3	0.5	0.5	1	0.5	2	0.5	9	7	5	0.5	16	8	15	2
SPCC663.15c	4979	1931	1015	1082	859	637	897	350	3524	3452	2802	1527	7179	4909	5548	3041
SPCC663.17	94	32	9	5	4	13	0.5	3	240	165	204	86	321	184	255	119
SPCC663.18	2752	1042	90	537	414	371	68	199	131	139	169	109	449	247	279	224
SPCC70.02c	4538	1138	665	767	799	443	603	326	260	198	229	106	774	411	563	356
SPCC70.03c	14453	6866	3462	3295	4577	2302	4257	1115	5608	5211	4788	2782	17566	9115	14370	5949
SPCC70.04c	745	79	113	27	126	16	68	12	285	69	202	36	579	61	370	41
SPCC70.05c	2443	1692	423	742	349	724	237	259	1738	2342	1612	1209	2921	2351	1443	1449
SPCC70.06	184	242	32	95	37	102	28	35	296	618	191	215	696	935	421	489
SPCC70.07c	1712	628	294	361	224	222	213	131	260	198	193	103	560	381	463	251
SPCC70.08c	2055	753	329	574	473	320	337	201	154	136	168	84	1137	445	886	365
SPCC70.09c	3	7	0.5	1	1	1	0.5	0.5	41	70	51	48	119	92	154	85
SPCC70.10	3144	295	275	80	703	97	210	33	1380	542	856	255	2060	563	894	314
SPCC70.12c	20372	335	5351	154	5263	164	4932	55	2112	122	3003	83	4455	209	4096	197
SPCC736.02	90	102	9	45	19	25	6	12	146	410	121	237	218	506	205	303
SPCC736.03c	350	826	51	358	54	299	28	173	220	675	160	322	551	1242	391	683
SPCC736.04c	3738	3097	697	1254	643	929	566	458	901	1680	692	638	2440	2540	1474	1370
SPCC736.05	44	41	3	13	8	6	6	4	303	354	283	160	565	346	497	228
SPCC736.06	225	369	27	149	55	135	39	40	446	786	307	331	788	948	441	485
SPCC736.07c	901	796	179	380	202	301	184	136	1815	2455	923	992	2021	2222	1283	1095
SPCC736.08	470	920	50	427	71	353	24	167	878	1999	544	822	1841	3082	1376	1627
SPCC736.09c	342	221	43	88	64	77	21	37	149	205	100	111	249	276	187	153
SPCC736.10c	1627	1206	230	472	304	449	131	150	512	890	368	547	630	970	453	649
SPCC736.11	894	410	103	167	154	152	83	50	1213	1339	1033	563	3121	1892	2432	1190
SPCC736.12c	1302	1840	175	732	213	729	155	281	582	1694	507	654	1722	2566	1140	1697
SPCC736.13	7534	1543	1528	766	1174	585	999	266	1224	717	1394	405	2823	1102	2113	694
SPCC736.14	434	756	72	308	114	248	119	201	834	1906	685	760	1678	2246	1176	1169
SPCC736.15	175345	28917	49003	13976	15640	8891	16306	4167	10282	6027	12090	2892	21007	9340	14464	6993
SPCC737.02c	8558	3750	2158	2506	1716	1479	1649	972	578	680	576	446	1555	1317	1251	1053
SPCC737.03c	199	420	34	195	36	133	28	78	800	1306	645	711	1747	2025	1313	1225
SPCC737.04	107	22	9	7	7	6	4	3	166	152	89	50	121	96	61	46
SPCC737.05	1612	449	217	173	284	162	146	59	550	675	461	252	1012	773	680	446
SPCC737.06c	2040	1463	424	814	311	493	279	280	1704	1819	983	1059	1533	1648	1037	1041
SPCC737.07c	434	551	79	306	67	164	27	95	731	1395	433	654	1115	1754	767	1105
SPCC737.08	654	2265	119	1045	85	670	112	391	5668	13328	4202	7040	8431	14449	7563	11394
SPCC737.09c	5650	2887	1230	1220	809	660	723	338	2984	2796	2718	1369	6570	4273	4871	2893
SPCC74.01	1982	1706	434	836	356	642	321	333	1148	1944	760	883	2679	3421	1852	2140
SPCC74.02c	1234	933	205	429	202	371	160	167	1397	2152	886	814	2502	2577	1480	1199
SPCC74.03c	4159	1920	1021	917	743	667	755	374	1586	1733	1345	630	4431	3283	3201	1946
SPCC74.04	3907	339	700	167	158	115	90	40	1270	392	783	97	827	484	277	205
SPCC74.05	1164	11400	94	6481	209	4980	42	2751	164	2031	104	1172	553	4864	381	3884
SPCC74.06	842	1309	170	506	158	412	159	195	3960	6530	3065	2944	8905	9568	7153	5968
SPCC74.09	26	6	3	4	7	2	7	0.5	96	51	117	54	73	32	56	28
SPCC757.02c	2	1	0.5	1	0.5	0.5	0.5	2	3	5	3	2	2	4	5	5
SPCC757.03c	888	45	204	46	43	11	30	18	404	219	316	105	458	239	360	163
SPCC757.04	2311	700	353	244	295	206	188	109	2573	1814	1864	734	4635	2568	3595	1562
SPCC757.05c	1893	766	277	469	402	295	282	205	742	648	463	311	1672	1128	1141	712
SPCC757.06	9	2	1	3	5	2	0.5	2	11	23	9	9	35	31	19	23
SPCC757.07c	54344	1789	14979	940	4140	382	4175	263	10198	1193	10748	534	15024	1330	11323	1056
SPCC757.08	682	852	82	344	76	314	45	139	246	487	154	203	544	878	320	438
SPCC757.09c	4047	5948	601	2577	591	2182	412	1055	1002	3018	838	1595	1504	2352	755	1516
SPCC757.10	484	220	66	114	69	86	42	34	730	460	639	255	904	486	793	353
SPCC757.11c	708	276	95	108	109	86	92	45	603	490	418	191	1926	814	1192	501
SPCC757.12	3801	3687	506	1261	587	1380	468	473	2027	4078	1185	1284	4898	6156	1988	2724
SPCC757.13	14515	129	2720	69	4941	47	3912	14	3217	164	1845	73	18674	482	10627	259
SPCC757.15	771	337	112	183	139	132	85	57	59	72	44	37	198	166	134	125
SPCC777.02	603	314	64	129	79	110	45	45	724	1089	610	496	1604	1714	1311	995
SPCC777.03c	70	1	8	2	18	0.5	16	0.5	141	132	90	51	323	192	197	124
SPCC777.04	27	4	5	1	0.5	4	1	0.5	11	8	4	5	48	19	26	20
SPCC777.05	3162	982	456	342	665	380	476	113	1062	1074	1083	404	2142	1259	1564	697
SPCC777.06c	3980	2202	896	1014	464	748	508	364	605	798	554	342	1721	1696	1132	1102
SPCC777.07	81	190	11	84	18	67	10	30	437	884	317	402	852	1100	660	560
SPCC777.08c	121	453	30	144	23	152	13	49	237	828	216	360	757	1635	579	1026
SPCC777.09c	7831	8744	1235	4669	1684	3162	1044	1654	2205	3784	1963	1862	8772	9339	6694	6738
SPCC777.10c	923	349	148	182	131	126	115	79	188	191	149	144	283	233	221	142
SPCC777.11	286	262	25	106	39	106	12	52	98	150	57	85	167	260	127	146
SPCC777.12c	1977	1946	264	1107	283	713	156	401	441	1028	314	510	1151	1907	917	1408
SPCC777.13	3331	1595	587	653	693	569	551	259	2237	2821	1686	1163	4918	3752	3612	2051
SPCC777.14	109	286	14	114	25	81	19	53	431	1293	301	553	621	1158	514	627
SPCC777.15	1142	561	262	240	221	209	190	93	282	291	158	114	694	509	407	254
SPCC777.17c	499	256	87	112	91	103	63	32	315	327	264	187	700	454	512	335
SPCC790.02	1019	1058	148	507	180	387	138	202	1961	2464	1429	991	3218	2781	2329	1531
SPCC790.03	405	627	27	244	70	156	18	61	122	360	103	136	451	696	344	450
SPCC794.01c	306	136	76	74	38	45	50	20	72	84	93	46	272	146	173	123
SPCC794.02	36	8	2	3	7	6	3	1	127	61	97	53	297	121	213	62
SPCC794.03	9033	11467	450	3810	1692	3898	424	1346	2765	6699	1996	2274	10604	11802	6011	6522
SPCC794.04c	2472	444	444	187	194	111	166	48	522	262	505	74	1178	342	617	226
SPCC794.06	625	541	79	176	85	137	65	51	444	574	281	167	1125	899	654	357
SPCC794.07	13534	10712	2900	6834	2424	3660	2096	2378	3044	4994	3114	2767	9594	9305	7073	7228
