# scores_kozak_JEC21.txt
# Scores of ATG context against Kozak sequence, C. neoformans serotype D JEC21
# Kozak sequence derived from 330 highest-translated genes by RPF
#
# Gene: JEC21 systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG agains narrow
# u1.scorekn: score of 1st upstream ATG in 5' UTR against narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, June 2018
Gene	aATG.scorekn	d1.scorekn	d2.scorekn	u1.scorekn	aATG.scorekw	d1.scorekw	d2.scorekw	u1.scorekw	d1vsan	u1vsan	d1vsaw	u1vsaw
CNJ02553	0.767	0.941	0.816	NA	0.77	0.927	0.822	NA	0.174	NA	0.156	NA
CNJ02555	0.846	0.917	0.825	0.794	0.828	0.853	0.784	0.751	0.071	-0.053	0.025	-0.077
CNJ02560	0.975	0.759	0.884	0.884	0.939	0.749	0.874	0.833	-0.216	-0.09	-0.19	-0.106
CNJ02580	0.964	0.724	0.86	0.884	0.946	0.718	0.825	0.842	-0.24	-0.079	-0.228	-0.104
CNJ02590	0.742	0.828	0.828	0.743	0.736	0.807	0.732	0.733	0.086	0.001	0.071	-0.003
CNJ02600	1	0.914	0.897	0.802	0.961	0.874	0.808	0.753	-0.086	-0.198	-0.087	-0.209
CNJ02610	0.886	0.863	0.895	0.793	0.802	0.802	0.808	0.778	-0.023	-0.093	-0.001	-0.025
CNJ02620	0.865	0.873	0.884	0.802	0.822	0.82	0.787	0.819	0.009	-0.063	-0.003	-0.003
CNJ02630	0.844	0.828	0.841	NA	0.78	0.762	0.84	NA	-0.016	NA	-0.018	NA
CNJ02640	0.945	0.724	0.906	NA	0.937	0.734	0.877	NA	-0.221	NA	-0.203	NA
CNJ02650	0.94	0.94	0.906	NA	0.834	0.884	0.91	NA	0	NA	0.05	NA
CNJ02660	0.795	0.802	0.815	NA	0.829	0.794	0.724	NA	0.006	NA	-0.034	NA
CNJ02670	0.888	0.863	0.818	NA	0.804	0.848	0.815	NA	-0.026	NA	0.044	NA
CNJ02680	1	0.784	0.761	NA	0.977	0.747	0.692	NA	-0.216	NA	-0.229	NA
CNJ02690	0.989	0.854	0.787	NA	0.921	0.832	0.704	NA	-0.135	NA	-0.089	NA
CNJ02700	0.77	0.897	0.743	NA	0.791	0.77	0.711	NA	0.127	NA	-0.021	NA
CNJ02710	0.92	0.94	0.81	0.816	0.871	0.952	0.82	0.77	0.02	-0.104	0.081	-0.101
CNJ02720	0.915	0.787	0.727	NA	0.862	0.763	0.726	NA	-0.128	NA	-0.099	NA
CNJ02730	0.828	0.86	0.758	0.767	0.804	0.845	0.689	0.701	0.032	-0.062	0.041	-0.103
CNJ02740	0.676	0.897	0.888	NA	0.719	0.876	0.851	NA	0.221	NA	0.156	NA
CNJ02745	0.922	0.835	0.945	NA	0.859	0.819	0.872	NA	-0.088	NA	-0.041	NA
CNJ02750	0.964	0.86	0.76	NA	0.916	0.753	0.71	NA	-0.104	NA	-0.163	NA
CNJ02760	0.888	0.863	0.757	NA	0.892	0.837	0.631	NA	-0.025	NA	-0.055	NA
CNJ02765	0.897	0.805	0.762	0.828	0.794	0.793	0.788	0.791	-0.092	-0.069	-0.001	-0.003
CNJ02770	0.768	0.828	0.803	0.977	0.783	0.822	0.748	0.924	0.06	0.209	0.039	0.142
CNJ02870	0.945	0.802	0.86	NA	0.898	0.785	0.821	NA	-0.144	NA	-0.113	NA
CNJ02880	0.883	0.787	0.79	0.785	0.829	0.672	0.797	0.745	-0.096	-0.098	-0.157	-0.084
CNJ02890	0.787	0.825	0.74	NA	0.779	0.755	0.709	NA	0.038	NA	-0.024	NA
CNJ02900	0.917	0.886	0.763	NA	0.917	0.86	0.728	NA	-0.031	NA	-0.057	NA
CNJ02910	0.779	0.811	0.828	0.915	0.711	0.835	0.805	0.863	0.031	0.135	0.124	0.152
CNJ02915	0.784	0.839	0.776	NA	0.771	0.745	0.742	NA	0.055	NA	-0.026	NA
CNJ02920	0.914	0.819	0.786	0.749	0.918	0.814	0.787	0.675	-0.094	-0.164	-0.103	-0.242
CNJ02935	0.778	0.793	0.899	0.701	0.759	0.801	0.768	0.68	0.015	-0.077	0.042	-0.079
CNJ02940	0.841	0.727	0.839	NA	0.755	0.718	0.768	NA	-0.114	NA	-0.037	NA
CNJ02950	0.874	0.861	0.79	NA	0.853	0.819	0.67	NA	-0.012	NA	-0.034	NA
CNJ02960	0.925	0.761	0.811	NA	0.9	0.744	0.794	NA	-0.164	NA	-0.156	NA
CNJ02970	0.941	0.966	0.845	0.839	0.928	0.908	0.797	0.827	0.025	-0.102	-0.02	-0.101
CNJ02980	0.975	0.914	0.966	NA	0.929	0.889	0.886	NA	-0.061	NA	-0.04	NA
CNJ02985	0.977	0.732	0.681	NA	0.942	0.682	0.65	NA	-0.245	NA	-0.261	NA
CNJ02990	0.854	0.759	0.845	NA	0.85	0.706	0.834	NA	-0.094	NA	-0.145	NA
CNJ03000	0.881	0.733	0.794	0.787	0.843	0.711	0.724	0.782	-0.148	-0.094	-0.132	-0.061
CNJ03005	0.816	0.828	0.845	0.759	0.793	0.799	0.752	0.713	0.013	-0.056	0.005	-0.081
CNJ03020	0.758	0.723	0.79	0.75	0.757	0.677	0.742	0.728	-0.035	-0.008	-0.081	-0.029
CNJ03030	0.94	0.92	0.743	NA	0.873	0.884	0.762	NA	-0.02	NA	0.012	NA
CNJ03040	0.92	0.736	0.727	NA	0.936	0.673	0.741	NA	-0.184	NA	-0.263	NA
CNJ03050	0.805	0.884	NA	0.825	0.757	0.847	NA	0.796	0.08	0.02	0.089	0.038
CNJ03070	0.839	0.799	0.863	0.819	0.848	0.816	0.806	0.815	-0.039	-0.019	-0.032	-0.033
CNJ03080	0.942	0.837	0.749	NA	0.927	0.779	0.782	NA	-0.105	NA	-0.148	NA
CNJ03090	0.904	0.776	0.94	NA	0.858	0.746	0.881	NA	-0.128	NA	-0.112	NA
CNJ03095	0.906	0.707	0.861	0.776	0.863	0.662	0.778	0.759	-0.199	-0.13	-0.201	-0.104
CNJ03100	0.872	0.758	0.757	0.825	0.832	0.771	0.659	0.797	-0.115	-0.048	-0.061	-0.035
CNJ03110	0.975	0.845	0.752	NA	0.958	0.751	0.713	NA	-0.13	NA	-0.207	NA
CNJ03120	1	0.828	NA	NA	0.94	0.81	NA	NA	-0.172	NA	-0.13	NA
CNJ03130	0.862	0.756	0.698	0.733	0.833	0.753	0.696	0.669	-0.106	-0.129	-0.081	-0.165
CNJ03140	0.897	0.812	0.897	0.854	0.843	0.803	0.851	0.826	-0.085	-0.044	-0.04	-0.017
CNJ03150	0.932	0.676	0.895	NA	0.871	0.658	0.825	NA	-0.256	NA	-0.213	NA
CNJ03153	0.932	0.904	0.836	NA	0.897	0.884	0.776	NA	-0.028	NA	-0.014	NA
CNJ03155	0.861	0.966	0.784	0.906	0.814	0.938	0.741	0.816	0.105	0.045	0.125	0.002
CNJ03160	0.945	0.767	0.863	0.816	0.889	0.709	0.834	0.776	-0.179	-0.13	-0.18	-0.113
CNJ03170	0.863	0.835	0.733	0.892	0.764	0.829	0.774	0.842	-0.028	0.029	0.065	0.079
CNJ03173	0.886	0.929	0.828	NA	0.813	0.878	0.797	NA	0.043	NA	0.065	NA
CNJ03175	0.922	0.823	0.809	0.925	0.93	0.837	0.724	0.866	-0.099	0.002	-0.092	-0.063
CNJ03177	0.805	0.787	0.812	0.821	0.76	0.737	0.798	0.791	-0.018	0.016	-0.023	0.032
CNJ03179	0.862	0.81	0.784	0.989	0.825	0.801	0.741	0.936	-0.052	0.127	-0.024	0.111
CNJ03180	0.854	0.837	0.888	NA	0.774	0.833	0.871	NA	-0.017	NA	0.059	NA
CNJ03190	0.784	0.886	0.741	0.758	0.798	0.828	0.71	0.769	0.102	-0.026	0.03	-0.029
CNJ03200	0.823	0.975	0.813	NA	0.797	0.924	0.787	NA	0.152	NA	0.127	NA
CNJ03210	0.819	0.759	0.743	NA	0.824	0.739	0.656	NA	-0.06	NA	-0.085	NA
CNJ03220	0.865	0.782	0.762	0.796	0.811	0.683	0.71	0.764	-0.083	-0.069	-0.129	-0.047
CNJ03230	0.723	0.966	0.698	0.727	0.736	0.948	0.695	0.701	0.243	0.003	0.213	-0.035
CNJ03235	0.709	0.794	0.865	0.758	0.71	0.788	0.796	0.718	0.085	0.049	0.078	0.008
CNJ03240	0.977	0.787	0.92	NA	0.947	0.755	0.846	NA	-0.19	NA	-0.191	NA
CNJ03245	0.861	0.825	0.966	0.743	0.84	0.812	0.85	0.766	-0.037	-0.118	-0.029	-0.074
CNJ03250	0.932	0.94	0.736	0.673	0.817	0.859	0.706	0.68	0.009	-0.259	0.042	-0.137
CNJ03260	0.964	0.77	0.865	0.698	0.907	0.72	0.819	0.67	-0.194	-0.266	-0.187	-0.237
CNJ03270	0.92	0.781	0.906	NA	0.857	0.764	0.87	NA	-0.139	NA	-0.093	NA
CNJ03275	0.941	0.796	0.847	0.888	0.881	0.713	0.785	0.883	-0.145	-0.053	-0.167	0.002
CNJ03280	0.872	0.989	0.809	NA	0.786	0.991	0.773	NA	0.117	NA	0.205	NA
CNJ03290	0.966	0.767	0.897	NA	0.945	0.752	0.839	NA	-0.199	NA	-0.192	NA
CNJ03300	0.917	0.738	0.756	0.698	0.866	0.736	0.635	0.735	-0.179	-0.219	-0.13	-0.131
CNJ03310	0.932	0.886	0.94	NA	0.9	0.835	0.852	NA	-0.046	NA	-0.065	NA
CNJ03320	0.793	0.761	0.757	0.799	0.829	0.691	0.684	0.783	-0.031	0.007	-0.138	-0.046
CNJ03330	0.975	0.917	0.845	0.897	0.952	0.89	0.808	0.874	-0.058	-0.078	-0.062	-0.078
CNJ03340	0.888	0.736	0.758	0.786	0.853	0.683	0.725	0.757	-0.152	-0.102	-0.169	-0.096
CNJ03350	0.787	0.761	0.865	NA	0.805	0.718	0.777	NA	-0.026	NA	-0.086	NA
CNJ03360	0.989	0.793	0.897	NA	0.923	0.793	0.814	NA	-0.196	NA	-0.13	NA
CNJ03365	0.977	0.825	0.812	0.816	0.91	0.808	0.757	0.829	-0.152	-0.161	-0.102	-0.081
CNJ03370	1	0.828	0.757	NA	0.983	0.781	0.763	NA	-0.172	NA	-0.201	NA
CNJ03380	0.989	0.922	0.825	NA	0.931	0.851	0.736	NA	-0.067	NA	-0.08	NA
CNJ03390	0.929	0.683	0.802	NA	0.896	0.671	0.753	NA	-0.246	NA	-0.225	NA
CNJ03400	0.966	0.723	1	0.74	0.973	0.664	0.975	0.715	-0.243	-0.226	-0.309	-0.258
CNJ03410	0.752	0.79	NA	0.917	0.689	0.761	NA	0.896	0.038	0.165	0.072	0.206
CNJ03420	0.68	0.925	0.813	0.79	0.716	0.886	0.773	0.755	0.244	0.11	0.17	0.04
CNJ03430	0.756	0.859	0.899	0.784	0.781	0.814	0.859	0.794	0.104	0.028	0.033	0.013
CNJ03440	0.952	0.816	0.845	NA	0.826	0.802	0.856	NA	-0.136	NA	-0.024	NA
CNK00010	0.911	0.817	0.759	NA	0.881	0.79	0.744	NA	-0.094	NA	-0.091	NA
CNK00020	0.94	0.812	0.68	NA	0.822	0.803	0.646	NA	-0.128	NA	-0.02	NA
CNK00030	0.899	0.814	0.989	0.761	0.892	0.753	0.908	0.737	-0.085	-0.138	-0.139	-0.154
CNK00040	0.975	0.827	0.873	NA	0.944	0.783	0.816	NA	-0.148	NA	-0.161	NA
CNK00050	0.794	0.767	0.819	0.759	0.711	0.718	0.784	0.701	-0.027	-0.034	0.007	-0.01
CNK00060	0.845	0.738	0.802	0.816	0.834	0.662	0.774	0.71	-0.107	-0.029	-0.172	-0.124
CNK00070	0.895	0.802	0.87	NA	0.874	0.752	0.814	NA	-0.093	NA	-0.123	NA
CNK00080	0.859	0.794	0.818	NA	0.845	0.796	0.693	NA	-0.065	NA	-0.05	NA
CNK00090	1	0.872	0.799	0.795	0.899	0.816	0.8	0.794	-0.128	-0.205	-0.083	-0.106
CNK00100	0.895	0.906	0.745	NA	0.789	0.889	0.755	NA	0.012	NA	0.1	NA
CNK00110	1	0.952	0.757	NA	0.961	0.883	0.714	NA	-0.048	NA	-0.078	NA
CNK00120	0.964	0.932	0.886	0.655	0.911	0.912	0.876	0.636	-0.032	-0.309	0.001	-0.275
CNK00130	0.892	0.861	0.784	NA	0.83	0.801	0.709	NA	-0.03	NA	-0.029	NA
CNK00140	0.837	0.759	0.732	0.861	0.808	0.689	0.674	0.84	-0.078	0.024	-0.119	0.032
CNK00150	0.888	0.844	0.805	0.813	0.853	0.771	0.72	0.784	-0.043	-0.075	-0.082	-0.069
CNK00170	0.803	0.899	0.752	NA	0.816	0.814	0.617	NA	0.097	NA	-0.002	NA
CNK00180	0.904	0.756	0.844	0.803	0.898	0.669	0.83	0.834	-0.148	-0.101	-0.229	-0.064
CNK00190	0.845	0.841	0.836	0.922	0.83	0.784	0.854	0.858	-0.004	0.078	-0.045	0.029
CNK00200	0.964	0.964	0.841	NA	0.899	0.923	0.814	NA	0	NA	0.024	NA
CNK00205	0.92	0.68	0.881	0.844	0.901	0.71	0.818	0.812	-0.24	-0.076	-0.191	-0.09
CNK00210	1	0.865	0.784	NA	0.962	0.737	0.729	NA	-0.135	NA	-0.225	NA
CNK00220	0.964	0.795	0.825	NA	0.914	0.701	0.807	NA	-0.168	NA	-0.213	NA
CNK00230	0.74	0.92	0.865	0.941	0.658	0.87	0.855	0.919	0.18	0.201	0.212	0.261
CNK00240	0.794	0.94	0.854	0.784	0.755	0.846	0.837	0.829	0.146	-0.01	0.091	0.074
CNK00250	0.952	0.925	0.836	0.83	0.886	0.86	0.732	0.806	-0.027	-0.122	-0.026	-0.081
CNK00260	0.876	0.92	0.839	0.809	0.852	0.839	0.795	0.763	0.044	-0.067	-0.013	-0.09
CNK00270	1	0.966	0.83	NA	0.945	0.929	0.859	NA	-0.034	NA	-0.016	NA
CNK00280	0.863	0.828	0.749	NA	0.851	0.831	0.706	NA	-0.035	NA	-0.02	NA
CNK00290	0.845	0.975	0.917	0.793	0.837	0.841	0.815	0.736	0.13	-0.052	0.004	-0.101
CNK00300	0.941	0.787	0.899	NA	0.911	0.747	0.873	NA	-0.154	NA	-0.164	NA
CNK00320	0.782	0.966	0.862	NA	0.772	0.946	0.758	NA	0.184	NA	0.174	NA
CNK00330	0.886	0.787	0.886	0.759	0.847	0.777	0.792	0.683	-0.099	-0.127	-0.071	-0.164
CNK00340	0.92	0.758	0.914	NA	0.837	0.757	0.783	NA	-0.162	NA	-0.08	NA
CNK00350	0.975	0.888	0.897	NA	0.885	0.877	0.894	NA	-0.087	NA	-0.008	NA
CNK00360	0.782	0.876	0.785	NA	0.808	0.839	0.749	NA	0.093	NA	0.031	NA
CNK00370	0.863	0.809	0.814	0.795	0.817	0.762	0.727	0.8	-0.054	-0.067	-0.055	-0.017
CNK00380	0.964	0.781	0.897	0.733	0.89	0.804	0.805	0.72	-0.183	-0.231	-0.086	-0.17
CNK00390	0.794	0.952	0.759	0.805	0.779	0.859	0.754	0.799	0.158	0.011	0.08	0.02
CNK00400	0.929	0.85	0.776	NA	0.88	0.805	0.775	NA	-0.079	NA	-0.075	NA
CNK00410	0.989	0.94	0.811	NA	0.923	0.873	0.79	NA	-0.049	NA	-0.05	NA
CNK00420	0.966	0.865	0.779	NA	0.887	0.844	0.772	NA	-0.101	NA	-0.043	NA
CNK00430	0.803	0.816	0.725	0.895	0.763	0.806	0.665	0.849	0.013	0.092	0.043	0.086
CNK00440	0.897	0.787	0.888	0.762	0.835	0.743	0.81	0.691	-0.11	-0.135	-0.092	-0.144
CNK00445	0.92	0.787	NA	NA	0.894	0.794	NA	NA	-0.133	NA	-0.099	NA
CNK00450	0.915	0.77	0.783	NA	0.909	0.719	0.691	NA	-0.145	NA	-0.19	NA
CNK00460	0.835	0.658	0.845	0.723	0.802	0.677	0.758	0.733	-0.177	-0.111	-0.125	-0.069
CNK00470	0.975	0.845	0.839	0.803	0.908	0.797	0.764	0.798	-0.13	-0.172	-0.111	-0.11
CNK00480	0.977	0.743	0.785	NA	0.916	0.759	0.744	NA	-0.234	NA	-0.158	NA
CNK00540	0.846	0.785	0.87	0.862	0.847	0.705	0.87	0.85	-0.062	0.016	-0.143	0.003
CNK00550	0.915	0.767	0.828	0.68	0.884	0.726	0.817	0.662	-0.148	-0.235	-0.157	-0.222
CNK00560	0.945	0.785	0.723	NA	0.908	0.74	0.681	NA	-0.161	NA	-0.168	NA
CNK00570	0.904	0.861	0.914	NA	0.847	0.821	0.924	NA	-0.042	NA	-0.027	NA
CNK00580	0.854	0.895	0.828	NA	0.81	0.821	0.737	NA	0.041	NA	0.011	NA
CNK00590	0.899	0.895	0.945	NA	0.816	0.822	0.902	NA	-0.004	NA	0.006	NA
CNK00595	0.794	0.897	0.888	0.727	0.792	0.854	0.792	0.761	0.103	-0.067	0.062	-0.031
CNK00600	0.904	0.814	0.862	NA	0.854	0.701	0.862	NA	-0.09	NA	-0.154	NA
CNK00610	0.966	0.723	0.895	NA	0.907	0.716	0.866	NA	-0.243	NA	-0.191	NA
CNK00630	0.676	0.802	0.92	0.863	0.679	0.805	0.827	0.856	0.126	0.187	0.127	0.177
CNK00635	0.768	0.779	0.841	0.753	0.755	0.775	0.85	0.753	0.011	-0.016	0.02	-0.002
CNK00640	0.899	0.709	0.785	NA	0.884	0.697	0.739	NA	-0.191	NA	-0.187	NA
CNK00650	0.92	0.792	0.825	0.888	0.865	0.803	0.818	0.866	-0.128	-0.032	-0.062	0.001
CNK00660	0.86	0.743	0.706	0.73	0.862	0.735	0.612	0.743	-0.117	-0.13	-0.127	-0.119
CNK00670	0.888	0.92	0.781	NA	0.83	0.907	0.811	NA	0.031	NA	0.077	NA
CNK00680	0.886	0.839	0.825	NA	0.856	0.841	0.806	NA	-0.046	NA	-0.015	NA
CNK00690	0.785	0.941	0.759	NA	0.781	0.909	0.772	NA	0.156	NA	0.128	NA
CNK00710	0.92	0.975	0.899	0.701	0.921	0.861	0.804	0.686	0.055	-0.219	-0.061	-0.235
CNK00720	0.897	0.884	0.776	NA	0.877	0.817	0.775	NA	-0.012	NA	-0.06	NA
CNK00730	0.888	0.759	0.816	0.873	0.807	0.715	0.716	0.801	-0.13	-0.015	-0.093	-0.006
CNK00740	0.872	0.756	0.917	NA	0.837	0.725	0.817	NA	-0.116	NA	-0.111	NA
CNK00750	0.839	0.888	0.876	NA	0.801	0.857	0.837	NA	0.049	NA	0.056	NA
CNK00760	0.861	0.835	0.835	NA	0.89	0.754	0.814	NA	-0.027	NA	-0.136	NA
CNK00770	0.847	0.87	0.83	0.733	0.794	0.806	0.763	0.759	0.023	-0.114	0.012	-0.034
CNK00780	0.989	0.701	0.751	0.707	0.941	0.64	0.683	0.652	-0.288	-0.282	-0.301	-0.288
CNK00790	0.922	0.917	0.888	0.756	0.914	0.816	0.823	0.746	-0.005	-0.167	-0.098	-0.168
CNK00800	0.975	0.738	0.92	NA	0.943	0.754	0.841	NA	-0.237	NA	-0.189	NA
CNK00810	0.761	0.743	0.706	0.758	0.75	0.706	0.615	0.681	-0.018	-0.003	-0.043	-0.069
CNK00825	0.725	0.803	0.862	0.925	0.684	0.744	0.832	0.843	0.078	0.2	0.06	0.159
CNK00830	0.925	0.799	0.75	NA	0.888	0.75	0.756	NA	-0.125	NA	-0.138	NA
CNK00840	0.929	0.884	0.759	0.914	0.831	0.787	0.776	0.798	-0.045	-0.016	-0.044	-0.033
CNK00850	0.966	0.784	0.897	0.92	0.91	0.793	0.843	0.782	-0.182	-0.046	-0.117	-0.129
CNK00860	0.917	0.779	0.785	0.768	0.896	0.71	0.804	0.725	-0.138	-0.149	-0.186	-0.171
CNK00870	0.92	0.822	0.811	0.779	0.904	0.812	0.792	0.728	-0.098	-0.14	-0.092	-0.176
CNK00880	0.952	0.781	0.727	0.906	0.955	0.776	0.688	0.778	-0.171	-0.046	-0.179	-0.178
CNK00890	0.851	0.835	0.86	0.805	0.824	0.758	0.849	0.743	-0.017	-0.046	-0.066	-0.081
CNK00900	0.707	1	0.845	NA	0.759	0.987	0.828	NA	0.293	NA	0.227	NA
CNK00910	0.904	0.862	0.785	0.895	0.845	0.785	0.712	0.859	-0.041	-0.008	-0.059	0.015
CNK00920	0.94	0.767	0.842	0.888	0.901	0.741	0.792	0.794	-0.174	-0.052	-0.16	-0.107
CNK00930	0.847	0.897	0.872	NA	0.865	0.871	0.832	NA	0.05	NA	0.006	NA
CNK00940	0.945	0.888	0.736	NA	0.944	0.854	0.734	NA	-0.058	NA	-0.09	NA
CNK00950	0.964	0.742	0.816	NA	0.887	0.733	0.745	NA	-0.222	NA	-0.153	NA
CNK00960	0.886	0.736	0.828	0.836	0.883	0.641	0.826	0.772	-0.15	-0.05	-0.241	-0.11
CNK00970	0.886	0.787	0.842	0.895	0.849	0.782	0.801	0.88	-0.099	0.009	-0.068	0.03
CNK00980	0.932	0.854	0.854	0.733	0.896	0.868	0.742	0.665	-0.078	-0.199	-0.028	-0.231
CNK00990	0.925	0.828	0.845	NA	0.901	0.794	0.777	NA	-0.096	NA	-0.107	NA
CNK01000	0.883	0.811	0.701	0.925	0.858	0.738	0.659	0.818	-0.072	0.042	-0.12	-0.04
CNK01010	1	0.808	0.709	0.733	0.941	0.775	0.719	0.679	-0.192	-0.267	-0.166	-0.262
CNK01020	0.964	0.964	0.71	0.753	0.937	0.922	0.73	0.767	0	-0.211	-0.015	-0.17
CNK01030	0.904	0.847	0.925	0.706	0.887	0.772	0.819	0.673	-0.057	-0.198	-0.115	-0.214
CNK01040	0.776	0.809	0.835	NA	0.795	0.823	0.782	NA	0.033	NA	0.028	NA
CNK01050	0.94	0.842	0.917	NA	0.92	0.792	0.862	NA	-0.098	NA	-0.127	NA
CNK01060	0.922	0.819	0.802	NA	0.891	0.803	0.818	NA	-0.103	NA	-0.087	NA
CNK01070	0.915	1	0.839	0.854	0.91	0.914	0.843	0.79	0.085	-0.061	0.005	-0.119
CNK01080	0.932	0.736	0.861	NA	0.924	0.737	0.852	NA	-0.196	NA	-0.187	NA
CNK01090	0.886	0.698	0.841	NA	0.791	0.713	0.832	NA	-0.188	NA	-0.078	NA
CNK01100	0.883	0.828	0.914	NA	0.861	0.765	0.905	NA	-0.054	NA	-0.096	NA
CNK01120	0.977	0.768	0.811	NA	0.964	0.758	0.758	NA	-0.209	NA	-0.205	NA
CNK01130	0.814	0.917	0.803	NA	0.815	0.879	0.756	NA	0.103	NA	0.064	NA
CNK01140	0.886	0.839	0.743	NA	0.852	0.797	0.751	NA	-0.047	NA	-0.055	NA
CNK01150	0.761	0.952	0.865	NA	0.768	0.89	0.787	NA	0.191	NA	0.121	NA
CNK01170	0.822	0.82	0.892	NA	0.833	0.772	0.754	NA	-0.001	NA	-0.061	NA
CNK01190	0.914	0.812	0.841	NA	0.877	0.789	0.81	NA	-0.101	NA	-0.088	NA
CNK01200	0.846	0.884	0.85	0.823	0.777	0.868	0.84	0.742	0.038	-0.023	0.091	-0.034
CNK01210	0.899	0.895	0.743	0.725	0.875	0.836	0.745	0.63	-0.004	-0.174	-0.04	-0.245
CNK01220	0.842	0.906	0.68	0.76	0.827	0.806	0.657	0.687	0.064	-0.082	-0.021	-0.14
CNK01230	0.819	0.892	0.794	NA	0.824	0.828	0.75	NA	0.073	NA	0.004	NA
CNK01240	0.85	0.917	0.865	0.802	0.849	0.874	0.847	0.73	0.067	-0.049	0.025	-0.118
CNK01250	0.828	0.819	0.794	NA	0.799	0.825	0.784	NA	-0.009	NA	0.025	NA
CNK01260	0.77	0.759	0.886	0.859	0.715	0.701	0.849	0.78	-0.011	0.089	-0.014	0.064
CNK01280	0.842	0.86	0.897	NA	0.823	0.834	0.853	NA	0.018	NA	0.011	NA
CNK01290	0.884	0.792	0.68	NA	0.849	0.743	0.674	NA	-0.092	NA	-0.106	NA
CNK01300	0.989	0.867	0.862	0.839	0.966	0.825	0.837	0.727	-0.122	-0.15	-0.141	-0.239
CNK01310	0.883	0.975	0.925	0.79	0.829	0.914	0.8	0.795	0.092	-0.092	0.085	-0.034
CNK01320	0.816	0.709	0.861	NA	0.784	0.733	0.829	NA	-0.107	NA	-0.051	NA
CNK01330	0.827	1	0.767	NA	0.793	0.885	0.74	NA	0.173	NA	0.092	NA
CNK01340	0.899	0.873	0.808	0.701	0.884	0.791	0.706	0.706	-0.025	-0.197	-0.093	-0.178
CNK01350	0.759	0.872	0.787	NA	0.717	0.825	0.718	NA	0.113	NA	0.108	NA
CNK01360	0.854	0.812	0.762	NA	0.825	0.762	0.759	NA	-0.041	NA	-0.063	NA
CNK01370	0.941	0.989	0.977	0.683	0.923	0.931	0.905	0.72	0.048	-0.258	0.008	-0.203
CNK01380	0.92	0.759	0.752	NA	0.898	0.739	0.766	NA	-0.161	NA	-0.158	NA
CNK01390	0.932	0.863	0.895	NA	0.906	0.824	0.852	NA	-0.069	NA	-0.083	NA
CNK01400	0.899	0.862	0.752	NA	0.885	0.839	0.76	NA	-0.037	NA	-0.047	NA
CNK01410	0.929	0.718	0.859	0.785	0.904	0.649	0.855	0.744	-0.211	-0.144	-0.256	-0.16
CNK01420	0.767	0.854	0.86	NA	0.757	0.81	0.83	NA	0.087	NA	0.053	NA
CNK01430	0.787	0.738	0.865	NA	0.752	0.675	0.862	NA	-0.049	NA	-0.076	NA
CNK01440	0.835	0.781	0.805	0.922	0.806	0.672	0.793	0.877	-0.053	0.088	-0.135	0.071
CNK01450	0.915	0.865	0.865	NA	0.812	0.839	0.803	NA	-0.05	NA	0.028	NA
CNK01460	1	0.752	0.81	NA	0.942	0.652	0.75	NA	-0.248	NA	-0.29	NA
CNK01480	0.813	0.859	0.94	0.828	0.82	0.83	0.864	0.815	0.047	0.016	0.01	-0.005
CNK01490	0.906	0.781	0.819	0.742	0.894	0.785	0.683	0.769	-0.125	-0.165	-0.109	-0.126
CNK01500	0.854	0.743	0.818	NA	0.837	0.719	0.749	NA	-0.111	NA	-0.118	NA
CNK01510	0.964	0.761	0.787	0.752	0.866	0.78	0.786	0.72	-0.203	-0.211	-0.086	-0.146
CNK01520	0.798	0.873	0.865	0.701	0.76	0.844	0.785	0.711	0.075	-0.097	0.084	-0.049
CNK01525	0.819	0.836	0.723	0.964	0.84	0.821	0.733	0.885	0.017	0.145	-0.02	0.044
CNK01530	0.874	0.897	0.861	NA	0.834	0.824	0.807	NA	0.023	NA	-0.01	NA
CNK01540	0.942	0.828	0.698	0.758	0.928	0.752	0.677	0.743	-0.115	-0.185	-0.176	-0.185
CNK01550	0.787	0.819	0.872	0.707	0.704	0.753	0.809	0.694	0.032	-0.08	0.049	-0.01
CNK01560	0.85	0.945	0.759	0.803	0.79	0.915	0.648	0.803	0.095	-0.048	0.125	0.012
CNK01570	0.822	0.816	0.743	NA	0.783	0.702	0.691	NA	-0.006	NA	-0.08	NA
CNK01580	0.803	0.819	0.699	NA	0.762	0.728	0.69	NA	0.016	NA	-0.034	NA
CNK01590	0.945	0.861	0.888	NA	0.899	0.812	0.866	NA	-0.084	NA	-0.087	NA
CNK01600	0.942	0.836	0.839	0.767	0.914	0.816	0.841	0.689	-0.107	-0.176	-0.098	-0.225
CNK01610	0.881	0.989	0.759	NA	0.906	0.913	0.747	NA	0.108	NA	0.008	NA
CNK01620	0.762	0.68	0.819	NA	0.749	0.696	0.794	NA	-0.081	NA	-0.053	NA
CNK01630	0.914	0.914	0.892	0.761	0.874	0.858	0.855	0.74	0	-0.153	-0.015	-0.133
CNK01640	0.817	0.825	0.952	NA	0.835	0.758	0.899	NA	0.008	NA	-0.077	NA
CNK01650	0.94	0.917	0.757	NA	0.871	0.88	0.753	NA	-0.023	NA	0.009	NA
