# scores_kozak_H99.txt
# Scores of ATG context against Kozak sequence, C. neoformans serotype A H99
# Kozak sequence derived from 330 highest-translated genes by RPF
#
# Gene: H99 systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG against narrow
# u1.scorekn: score of 1st upstream ATG in 5' UTR against narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, Jan 2019
Gene	aATG.scorekn	d1.scorekn	d2.scorekn	u1.scorekn	aATG.scorekw	d1.scorekw	d2.scorekw	u1.scorekw	d1vsan	u1vsan	d1vsaw	u1vsaw
CNAG_05805	0.944	0.878	0.845	NA	0.901	0.845	0.814	NA	-0.066	NA	-0.056	NA
CNAG_05806	0.907	0.783	0.809	NA	0.871	0.689	0.746	NA	-0.123	NA	-0.182	NA
CNAG_05807	0.895	0.721	0.808	0.797	0.862	0.704	0.789	0.74	-0.174	-0.098	-0.158	-0.122
CNAG_05808	0.953	0.757	0.916	NA	0.942	0.671	0.881	NA	-0.196	NA	-0.271	NA
CNAG_05809	0.827	0.916	0.707	NA	0.779	0.856	0.703	NA	0.089	NA	0.077	NA
CNAG_05810	0.896	0.85	0.828	NA	0.891	0.861	0.734	NA	-0.046	NA	-0.03	NA
CNAG_05811	0.835	0.812	0.821	NA	0.856	0.783	0.804	NA	-0.024	NA	-0.072	NA
CNAG_05812	0.895	0.841	0.814	NA	0.882	0.776	0.785	NA	-0.054	NA	-0.106	NA
CNAG_05813	0.898	0.856	0.883	0.92	0.9	0.806	0.836	0.838	-0.042	0.022	-0.094	-0.061
CNAG_05814	0.99	0.811	0.881	NA	0.987	0.801	0.83	NA	-0.18	NA	-0.186	NA
CNAG_05815	0.73	0.822	0.814	0.809	0.708	0.784	0.846	0.801	0.092	0.079	0.077	0.093
CNAG_05816	0.968	0.811	0.77	0.704	0.888	0.775	0.704	0.742	-0.157	-0.264	-0.113	-0.146
CNAG_05817	0.966	0.882	0.865	NA	0.878	0.811	0.799	NA	-0.084	NA	-0.068	NA
CNAG_05818	0.907	0.845	0.857	0.813	0.834	0.838	0.801	0.714	-0.062	-0.093	0.004	-0.12
CNAG_05819	0.724	0.871	0.916	NA	0.725	0.82	0.811	NA	0.147	NA	0.095	NA
CNAG_05820	0.975	0.763	0.792	NA	0.945	0.736	0.689	NA	-0.212	NA	-0.209	NA
CNAG_05821	0.944	0.906	0.851	NA	0.861	0.834	0.868	NA	-0.037	NA	-0.027	NA
CNAG_05822	0.813	0.929	0.813	0.849	0.751	0.894	0.762	0.826	0.115	0.035	0.142	0.075
CNAG_05823	0.944	0.844	0.88	NA	0.913	0.845	0.812	NA	-0.1	NA	-0.068	NA
CNAG_05824	0.788	0.818	0.828	NA	0.759	0.785	0.825	NA	0.03	NA	0.026	NA
CNAG_05825	0.938	0.907	0.73	NA	0.857	0.855	0.683	NA	-0.032	NA	-0.003	NA
CNAG_05826	0.916	0.809	0.75	0.659	0.881	0.773	0.762	0.668	-0.107	-0.257	-0.108	-0.213
CNAG_05827	0.792	0.916	0.704	NA	0.749	0.852	0.715	NA	0.124	NA	0.103	NA
CNAG_05828	0.966	0.75	0.785	NA	0.85	0.708	0.711	NA	-0.216	NA	-0.142	NA
CNAG_05829	0.783	0.845	0.659	NA	0.778	0.763	0.631	NA	0.062	NA	-0.015	NA
CNAG_05830	0.966	0.747	0.794	0.801	0.895	0.735	0.758	0.825	-0.219	-0.164	-0.16	-0.069
CNAG_05831	0.935	0.907	0.752	0.865	0.874	0.833	0.742	0.819	-0.029	-0.07	-0.042	-0.055
CNAG_05832	0.809	0.882	0.836	NA	0.78	0.804	0.811	NA	0.073	NA	0.024	NA
CNAG_05833	0.838	0.891	0.757	0.792	0.783	0.862	0.738	0.796	0.053	-0.046	0.079	0.013
CNAG_05834	0.92	0.763	0.849	0.92	0.865	0.763	0.793	0.822	-0.157	0	-0.102	-0.043
CNAG_05835	0.938	0.757	0.809	0.665	0.922	0.743	0.786	0.687	-0.182	-0.274	-0.179	-0.235
CNAG_05836	0.841	0.85	0.818	0.701	0.84	0.83	0.819	0.661	0.009	-0.139	-0.009	-0.179
CNAG_05838	0.895	0.854	0.841	0.762	0.851	0.835	0.81	0.784	-0.041	-0.133	-0.016	-0.067
CNAG_05839	1	0.776	NA	NA	0.941	0.704	NA	NA	-0.224	NA	-0.237	NA
CNAG_05840	0.968	0.678	0.789	NA	0.911	0.706	0.72	NA	-0.291	NA	-0.205	NA
CNAG_05841	0.907	0.895	0.821	0.809	0.9	0.85	0.827	0.706	-0.012	-0.098	-0.05	-0.194
CNAG_05842	0.906	0.912	0.823	0.912	0.879	0.879	0.797	0.897	0.005	0.005	0	0.018
CNAG_05843	0.776	0.799	0.753	0.856	0.756	0.769	0.74	0.806	0.023	0.079	0.013	0.05
CNAG_05844	0.882	0.896	0.821	NA	0.881	0.813	0.826	NA	0.014	NA	-0.067	NA
CNAG_05845	0.953	0.854	0.854	0.766	0.937	0.792	0.773	0.703	-0.099	-0.187	-0.144	-0.233
CNAG_05846	0.873	0.746	0.854	NA	0.823	0.708	0.809	NA	-0.126	NA	-0.115	NA
CNAG_05847	0.895	0.854	0.659	NA	0.827	0.82	0.662	NA	-0.041	NA	-0.007	NA
CNAG_05848	0.92	0.772	0.867	NA	0.866	0.758	0.847	NA	-0.148	NA	-0.109	NA
CNAG_05851	0.792	0.789	1	0.895	0.778	0.83	0.984	0.853	-0.003	0.103	0.052	0.075
CNAG_05852	0.938	0.757	0.789	NA	0.835	0.733	0.789	NA	-0.182	NA	-0.102	NA
CNAG_05853	0.968	0.85	0.795	NA	0.944	0.84	0.775	NA	-0.118	NA	-0.104	NA
CNAG_05854	0.978	0.893	0.691	0.823	0.958	0.854	0.663	0.829	-0.085	-0.155	-0.104	-0.129
CNAG_05855	0.789	0.757	0.699	0.725	0.775	0.741	0.722	0.653	-0.032	-0.063	-0.034	-0.122
CNAG_05858	0.945	0.874	0.827	NA	0.863	0.849	0.726	NA	-0.071	NA	-0.014	NA
CNAG_05859	0.847	0.803	0.88	NA	0.809	0.79	0.822	NA	-0.045	NA	-0.019	NA
CNAG_05860	0.966	0.662	0.803	NA	0.938	0.661	0.739	NA	-0.304	NA	-0.277	NA
CNAG_05861	0.776	0.896	0.758	0.896	0.77	0.876	0.774	0.859	0.119	0.119	0.106	0.089
CNAG_05862	0.978	0.851	0.747	0.809	0.926	0.807	0.745	0.777	-0.126	-0.169	-0.119	-0.148
CNAG_05863	0.759	0.953	0.854	NA	0.722	0.883	0.787	NA	0.194	NA	0.161	NA
CNAG_05864	0.85	0.831	0.762	0.741	0.805	0.807	0.771	0.743	-0.019	-0.109	0.002	-0.062
CNAG_05865	0.907	0.966	0.841	0.696	0.851	0.91	0.831	0.69	0.059	-0.21	0.058	-0.161
CNAG_05866	0.8	0.912	0.849	0.803	0.803	0.855	0.828	0.744	0.112	0.003	0.053	-0.059
CNAG_05867	0.938	0.841	0.753	NA	0.921	0.748	0.74	NA	-0.098	NA	-0.173	NA
CNAG_05868	0.834	0.826	0.906	0.844	0.764	0.793	0.858	0.844	-0.009	0.009	0.029	0.08
CNAG_05869	0.84	0.733	0.856	NA	0.795	0.711	0.848	NA	-0.107	NA	-0.084	NA
CNAG_05870	0.968	0.792	0.785	0.813	0.953	0.716	0.756	0.784	-0.176	-0.155	-0.237	-0.169
CNAG_05871	0.907	0.733	0.808	NA	0.882	0.672	0.753	NA	-0.173	NA	-0.21	NA
CNAG_05872	0.99	0.827	0.821	NA	0.947	0.815	0.811	NA	-0.164	NA	-0.132	NA
CNAG_05873	0.737	0.747	0.818	0.882	0.743	0.722	0.792	0.801	0.011	0.145	-0.021	0.058
CNAG_05874	0.882	0.99	0.757	0.953	0.894	0.951	0.744	0.926	0.109	0.071	0.057	0.032
CNAG_05875	0.945	0.808	0.881	NA	0.886	0.733	0.887	NA	-0.137	NA	-0.154	NA
CNAG_05876	0.856	0.819	0.828	0.812	0.839	0.795	0.817	0.768	-0.037	-0.044	-0.044	-0.071
CNAG_05877	0.92	0.765	0.854	NA	0.871	0.725	0.798	NA	-0.155	NA	-0.146	NA
CNAG_05878	0.968	0.831	0.77	0.785	0.936	0.748	0.718	0.73	-0.137	-0.183	-0.188	-0.206
CNAG_05879	0.898	0.881	0.854	NA	0.846	0.854	0.78	NA	-0.017	NA	0.008	NA
CNAG_05880	0.919	0.841	0.845	NA	0.914	0.762	0.815	NA	-0.079	NA	-0.151	NA
CNAG_05881	0.945	0.808	0.819	NA	0.881	0.743	0.784	NA	-0.137	NA	-0.138	NA
CNAG_05882	0.966	0.874	0.912	NA	0.913	0.846	0.828	NA	-0.092	NA	-0.067	NA
CNAG_05884	0.916	0.77	0.783	NA	0.874	0.717	0.739	NA	-0.146	NA	-0.157	NA
CNAG_05885	0.902	0.767	0.79	0.845	0.868	0.752	0.775	0.824	-0.135	-0.057	-0.116	-0.044
CNAG_05886	0.99	0.891	0.836	NA	0.959	0.812	0.734	NA	-0.099	NA	-0.147	NA
CNAG_05887	0.978	0.783	0.73	0.813	0.95	0.765	0.692	0.821	-0.194	-0.164	-0.185	-0.13
CNAG_05888	0.752	0.847	0.849	0.938	0.706	0.804	0.818	0.901	0.096	0.187	0.098	0.195
CNAG_05889	0.978	0.659	0.746	NA	0.906	0.67	0.717	NA	-0.318	NA	-0.236	NA
CNAG_05890	0.873	0.784	0.945	NA	0.863	0.798	0.917	NA	-0.088	NA	-0.065	NA
CNAG_05891	0.968	0.916	0.691	NA	0.915	0.852	0.709	NA	-0.052	NA	-0.063	NA
CNAG_05892	0.938	0.785	0.916	NA	0.889	0.769	0.805	NA	-0.153	NA	-0.12	NA
CNAG_05893	0.945	0.662	0.757	NA	0.921	0.634	0.685	NA	-0.283	NA	-0.287	NA
CNAG_05894	0.966	0.906	0.757	NA	0.888	0.896	0.76	NA	-0.059	NA	0.008	NA
CNAG_05895	0.895	0.834	0.854	NA	0.879	0.808	0.749	NA	-0.061	NA	-0.07	NA
CNAG_05896	0.945	0.785	0.747	NA	0.879	0.781	0.712	NA	-0.16	NA	-0.098	NA
CNAG_05897	0.776	0.819	0.799	NA	0.803	0.804	0.75	NA	0.042	NA	0.001	NA
CNAG_05898	0.953	0.809	0.906	NA	0.945	0.751	0.888	NA	-0.144	NA	-0.193	NA
CNAG_05899	0.935	0.691	0.911	NA	0.911	0.661	0.819	NA	-0.244	NA	-0.25	NA
CNAG_05900	0.783	0.978	0.818	NA	0.775	0.975	0.808	NA	0.195	NA	0.2	NA
CNAG_05901	1	0.728	0.827	NA	0.954	0.691	0.856	NA	-0.272	NA	-0.262	NA
CNAG_05902	0.938	0.841	0.721	NA	0.91	0.848	0.727	NA	-0.098	NA	-0.062	NA
CNAG_05903	0.845	0.896	0.929	NA	0.796	0.856	0.911	NA	0.051	NA	0.06	NA
CNAG_05904	1	0.688	0.803	NA	0.943	0.656	0.776	NA	-0.312	NA	-0.287	NA
CNAG_05905	0.904	0.835	0.746	NA	0.893	0.768	0.659	NA	-0.069	NA	-0.125	NA
CNAG_05906	0.922	0.841	0.809	0.878	0.852	0.802	0.75	0.845	-0.081	-0.044	-0.051	-0.008
CNAG_05907	0.912	0.787	0.84	NA	0.903	0.767	0.763	NA	-0.125	NA	-0.136	NA
CNAG_05908	0.916	0.895	0.873	0.797	0.856	0.815	0.819	0.787	-0.021	-0.119	-0.041	-0.069
CNAG_05909	0.966	0.953	0.902	NA	0.949	0.905	0.82	NA	-0.013	NA	-0.044	NA
CNAG_05910	0.922	0.841	0.874	0.841	0.899	0.788	0.87	0.799	-0.081	-0.081	-0.111	-0.101
CNAG_05911	0.945	0.809	0.75	0.975	0.906	0.689	0.742	0.974	-0.136	0.031	-0.217	0.068
CNAG_05912	0.786	0.922	0.896	0.809	0.809	0.836	0.833	0.766	0.136	0.023	0.027	-0.042
CNAG_05913	0.898	0.75	0.728	0.738	0.864	0.745	0.723	0.663	-0.148	-0.159	-0.118	-0.2
CNAG_05914	0.911	0.818	0.854	NA	0.902	0.817	0.821	NA	-0.093	NA	-0.086	NA
CNAG_05915	0.828	0.77	0.845	0.916	0.8	0.714	0.797	0.903	-0.058	0.088	-0.086	0.104
CNAG_05916	0.92	0.822	0.741	0.812	0.918	0.819	0.754	0.744	-0.098	-0.108	-0.098	-0.174
CNAG_05917	0.758	0.944	0.803	0.805	0.751	0.911	0.757	0.705	0.186	0.047	0.16	-0.046
CNAG_05918	0.922	0.779	0.84	NA	0.865	0.754	0.81	NA	-0.143	NA	-0.111	NA
CNAG_05919	0.851	0.896	0.759	NA	0.789	0.837	0.751	NA	0.044	NA	0.048	NA
CNAG_05920	0.968	0.823	0.721	0.847	0.897	0.781	0.73	0.779	-0.145	-0.121	-0.116	-0.117
CNAG_05921	0.907	0.881	0.978	0.73	0.841	0.866	0.891	0.687	-0.026	-0.176	0.025	-0.154
CNAG_05924	0.911	0.85	0.737	0.871	0.821	0.787	0.68	0.784	-0.061	-0.04	-0.034	-0.037
CNAG_05925	0.968	0.847	0.818	NA	0.945	0.803	0.78	NA	-0.121	NA	-0.142	NA
CNAG_05926	0.916	0.753	0.856	0.659	0.892	0.732	0.81	0.64	-0.163	-0.257	-0.16	-0.251
CNAG_05927	1	0.929	0.701	NA	0.91	0.893	0.742	NA	-0.071	NA	-0.017	NA
CNAG_05928	0.905	0.822	0.916	NA	0.853	0.797	0.853	NA	-0.083	NA	-0.056	NA
CNAG_05929	0.966	0.753	0.818	0.953	0.929	0.757	0.817	0.856	-0.213	-0.013	-0.173	-0.073
CNAG_05930	0.801	0.828	0.836	NA	0.811	0.82	0.789	NA	0.026	NA	0.009	NA
CNAG_05931	0.724	0.813	0.968	NA	0.627	0.807	0.953	NA	0.09	NA	0.18	NA
CNAG_05932	0.844	0.845	0.678	NA	0.85	0.83	0.68	NA	0.001	NA	-0.02	NA
CNAG_05933	0.919	0.761	0.841	NA	0.889	0.702	0.813	NA	-0.159	NA	-0.187	NA
CNAG_05934	0.978	0.867	0.743	0.845	0.931	0.83	0.679	0.823	-0.11	-0.133	-0.102	-0.108
CNAG_05935	0.878	0.92	0.834	NA	0.897	0.902	0.775	NA	0.042	NA	0.005	NA
CNAG_05936	0.938	0.902	0.922	NA	0.91	0.844	0.861	NA	-0.036	NA	-0.065	NA
CNAG_05937	0.878	0.871	0.897	NA	0.861	0.833	0.9	NA	-0.007	NA	-0.028	NA
CNAG_05938	0.728	0.85	0.807	0.891	0.673	0.806	0.737	0.9	0.122	0.164	0.134	0.227
CNAG_05939	0.938	0.878	0.835	0.795	0.891	0.762	0.826	0.775	-0.06	-0.144	-0.128	-0.116
CNAG_05940	0.849	0.759	0.828	NA	0.759	0.771	0.835	NA	-0.09	NA	0.012	NA
CNAG_05941	0.871	0.809	0.929	NA	0.821	0.823	0.867	NA	-0.062	NA	0.002	NA
CNAG_05962	0.776	0.834	0.757	0.873	0.79	0.785	0.774	0.808	0.058	0.097	-0.005	0.018
CNAG_05963	0.814	0.858	0.721	0.818	0.786	0.879	0.726	0.767	0.043	0.004	0.094	-0.019
CNAG_05964	0.911	0.895	0.721	0.904	0.868	0.858	0.772	0.861	-0.016	-0.007	-0.01	-0.006
CNAG_05965	0.819	0.743	0.822	NA	0.758	0.719	0.706	NA	-0.075	NA	-0.039	NA
CNAG_05967	0.898	0.895	0.776	0.856	0.831	0.869	0.739	0.807	-0.003	-0.042	0.038	-0.023
CNAG_05968	0.861	0.85	0.882	NA	0.829	0.819	0.793	NA	-0.01	NA	-0.01	NA
CNAG_05969	0.807	0.841	0.762	0.904	0.686	0.737	0.685	0.837	0.034	0.098	0.051	0.15
CNAG_05970	0.895	0.807	0.895	NA	0.839	0.803	0.843	NA	-0.088	NA	-0.036	NA
CNAG_05971	0.904	0.794	0.743	NA	0.884	0.752	0.668	NA	-0.111	NA	-0.132	NA
CNAG_05972	0.857	0.659	0.938	NA	0.825	0.665	0.863	NA	-0.198	NA	-0.159	NA
CNAG_05973	0.849	0.805	0.721	NA	0.85	0.806	0.68	NA	-0.044	NA	-0.043	NA
CNAG_05974	0.896	0.851	0.854	0.792	0.85	0.83	0.834	0.783	-0.044	-0.104	-0.019	-0.067
CNAG_05975	0.836	0.814	0.688	0.807	0.858	0.796	0.683	0.782	-0.022	-0.029	-0.061	-0.076
CNAG_05976	0.916	0.835	0.845	NA	0.897	0.834	0.758	NA	-0.081	NA	-0.064	NA
CNAG_05977	0.724	0.812	0.873	NA	0.695	0.782	0.828	NA	0.088	NA	0.087	NA
CNAG_05978	0.883	0.728	0.835	NA	0.854	0.751	0.825	NA	-0.155	NA	-0.103	NA
CNAG_05979	0.897	0.737	0.819	0.728	0.862	0.662	0.749	0.684	-0.16	-0.169	-0.2	-0.178
CNAG_05980	1	0.776	0.77	0.766	0.925	0.728	0.734	0.731	-0.224	-0.234	-0.196	-0.193
CNAG_05981	0.953	0.808	0.861	NA	0.893	0.803	0.831	NA	-0.145	NA	-0.089	NA
CNAG_05982	0.912	0.911	0.8	0.902	0.9	0.85	0.705	0.832	-0.001	-0.009	-0.05	-0.067
CNAG_05986	0.73	0.99	0.766	0.743	0.709	0.992	0.73	0.688	0.26	0.013	0.283	-0.021
CNAG_05987	0.738	0.779	0.675	0.834	0.686	0.759	0.675	0.818	0.041	0.096	0.072	0.131
CNAG_05988	0.818	0.916	0.763	0.724	0.81	0.878	0.745	0.701	0.098	-0.095	0.068	-0.109
CNAG_05989	0.73	0.882	0.757	0.871	0.727	0.824	0.741	0.845	0.152	0.14	0.097	0.119
CNAG_05990	0.82	0.747	0.809	0.72	0.786	0.677	0.76	0.715	-0.073	-0.101	-0.109	-0.071
CNAG_05991	0.792	0.857	0.836	0.836	0.769	0.841	0.789	0.803	0.064	0.044	0.071	0.033
CNAG_05992	0.945	0.788	0.721	0.803	0.933	0.727	0.659	0.764	-0.157	-0.142	-0.206	-0.169
CNAG_05993	0.893	0.77	0.812	0.92	0.859	0.729	0.719	0.933	-0.123	0.027	-0.13	0.074
CNAG_05994	0.85	0.779	0.938	1	0.819	0.715	0.881	0.907	-0.071	0.15	-0.104	0.088
CNAG_05995	0.847	0.733	0.741	NA	0.835	0.737	0.68	NA	-0.114	NA	-0.098	NA
CNAG_05996	0.823	0.856	0.849	NA	0.722	0.755	0.747	NA	0.033	NA	0.032	NA
CNAG_05997	0.907	0.659	0.819	NA	0.896	0.633	0.783	NA	-0.247	NA	-0.263	NA
CNAG_05998	0.841	0.811	0.85	NA	0.81	0.754	0.799	NA	-0.03	NA	-0.056	NA
CNAG_05999	0.919	0.724	0.785	NA	0.853	0.693	0.725	NA	-0.196	NA	-0.16	NA
CNAG_06000	0.717	0.911	0.665	0.774	0.681	0.858	0.681	0.657	0.194	0.057	0.177	-0.024
CNAG_06001	0.978	0.841	0.686	NA	0.935	0.829	0.7	NA	-0.137	NA	-0.105	NA
CNAG_06002	0.783	0.85	0.821	NA	0.784	0.81	0.772	NA	0.067	NA	0.027	NA
CNAG_06003	0.857	0.715	0.803	0.893	0.837	0.683	0.795	0.836	-0.142	0.036	-0.154	-0.001
CNAG_06004	0.978	0.968	0.738	0.772	0.934	0.935	0.703	0.782	-0.01	-0.205	0.001	-0.152
CNAG_06005	1	0.811	0.89	NA	0.948	0.795	0.793	NA	-0.189	NA	-0.153	NA
CNAG_06006	0.747	0.938	0.841	0.785	0.67	0.863	0.773	0.754	0.191	0.037	0.193	0.084
CNAG_06007	0.902	0.789	0.828	NA	0.887	0.734	0.819	NA	-0.113	NA	-0.153	NA
CNAG_06008	0.841	0.763	0.743	NA	0.838	0.74	0.691	NA	-0.078	NA	-0.098	NA
CNAG_06009	0.945	0.741	0.873	NA	0.906	0.751	0.784	NA	-0.203	NA	-0.156	NA
CNAG_06010	0.825	0.757	0.861	0.812	0.744	0.795	0.873	0.802	-0.068	-0.013	0.051	0.058
CNAG_06011	0.723	0.89	0.812	0.945	0.716	0.804	0.776	0.905	0.167	0.222	0.088	0.19
CNAG_06012	0.836	0.825	0.688	NA	0.819	0.745	0.686	NA	-0.011	NA	-0.074	NA
CNAG_06013	0.92	0.79	0.633	0.847	0.861	0.711	0.642	0.789	-0.13	-0.073	-0.151	-0.072
CNAG_06015	0.953	0.779	0.786	0.812	0.92	0.775	0.722	0.747	-0.174	-0.141	-0.145	-0.173
CNAG_06016	0.938	0.953	0.845	0.822	0.896	0.842	0.798	0.766	0.015	-0.116	-0.054	-0.13
CNAG_06017	0.975	0.896	0.789	0.88	0.932	0.896	0.759	0.871	-0.08	-0.095	-0.036	-0.062
CNAG_06018	0.827	0.861	0.776	0.783	0.856	0.877	0.721	0.788	0.034	-0.044	0.022	-0.068
CNAG_06019	0.878	0.841	0.858	NA	0.813	0.711	0.771	NA	-0.037	NA	-0.101	NA
CNAG_06020	0.978	0.835	0.809	0.816	0.965	0.804	0.77	0.798	-0.142	-0.162	-0.161	-0.166
CNAG_06021	0.841	0.792	0.906	NA	0.699	0.681	0.821	NA	-0.049	NA	-0.017	NA
CNAG_06022	0.841	0.966	0.776	0.783	0.838	0.968	0.751	0.706	0.125	-0.058	0.13	-0.132
CNAG_06023	0.953	0.686	0.757	NA	0.95	0.666	0.688	NA	-0.267	NA	-0.284	NA
CNAG_06024	0.935	0.774	0.739	NA	0.902	0.685	0.701	NA	-0.162	NA	-0.217	NA
CNAG_06026	0.945	0.812	0.757	NA	0.922	0.705	0.723	NA	-0.133	NA	-0.217	NA
CNAG_06027	0.938	0.85	0.878	NA	0.95	0.797	0.821	NA	-0.089	NA	-0.154	NA
CNAG_06028	0.893	0.809	0.912	0.88	0.877	0.759	0.808	0.881	-0.084	-0.013	-0.119	0.004
CNAG_06029	0.929	0.906	0.659	0.662	0.879	0.821	0.628	0.672	-0.022	-0.267	-0.058	-0.207
CNAG_06030	0.776	0.819	0.849	NA	0.727	0.746	0.811	NA	0.042	NA	0.018	NA
CNAG_06031	0.847	0.747	0.88	0.785	0.852	0.7	0.875	0.708	-0.1	-0.062	-0.153	-0.144
CNAG_06032	0.827	0.783	0.968	0.902	0.832	0.754	0.879	0.801	-0.043	0.076	-0.078	-0.031
CNAG_06033	0.916	0.763	0.757	0.757	0.803	0.713	0.765	0.759	-0.153	-0.159	-0.09	-0.044
CNAG_06034	0.966	0.753	0.803	0.831	0.925	0.734	0.767	0.763	-0.213	-0.134	-0.191	-0.162
CNAG_06035	0.809	0.821	0.978	0.633	0.792	0.788	0.897	0.65	0.012	-0.176	-0.004	-0.142
CNAG_06036	0.835	0.912	0.75	0.747	0.782	0.778	0.746	0.756	0.077	-0.088	-0.004	-0.026
CNAG_06048	0.92	0.816	0.844	NA	0.885	0.741	0.798	NA	-0.104	NA	-0.143	NA
CNAG_06049	0.912	0.8	0.882	0.759	0.87	0.761	0.822	0.761	-0.112	-0.152	-0.109	-0.109
CNAG_06050	0.857	0.911	0.784	0.738	0.817	0.842	0.719	0.756	0.054	-0.118	0.025	-0.061
CNAG_06051	0.865	1	0.893	0.906	0.789	0.944	0.897	0.862	0.135	0.041	0.155	0.074
CNAG_06052	0.818	0.835	0.825	0.825	0.795	0.85	0.736	0.781	0.017	0.006	0.055	-0.014
CNAG_06055	0.715	0.904	0.819	0.858	0.725	0.835	0.688	0.815	0.19	0.144	0.11	0.09
CNAG_06056	0.99	0.904	0.834	NA	0.985	0.849	0.797	NA	-0.086	NA	-0.135	NA
CNAG_06058	0.823	0.895	0.757	0.858	0.777	0.87	0.661	0.815	0.072	0.035	0.093	0.038
CNAG_06059	0.919	0.911	0.794	NA	0.884	0.86	0.727	NA	-0.009	NA	-0.024	NA
CNAG_06060	0.966	0.753	0.763	0.938	0.908	0.666	0.735	0.911	-0.213	-0.028	-0.243	0.002
CNAG_06061	1	0.912	0.953	NA	0.993	0.845	0.89	NA	-0.088	NA	-0.148	NA
CNAG_06062	1	0.821	0.662	NA	0.9	0.791	0.622	NA	-0.179	NA	-0.108	NA
CNAG_06063	0.99	0.85	0.759	NA	0.931	0.779	0.713	NA	-0.14	NA	-0.152	NA
CNAG_06064	0.818	0.874	0.724	0.785	0.754	0.792	0.717	0.757	0.055	-0.033	0.038	0.003
CNAG_06065	0.858	0.8	0.845	NA	0.883	0.803	0.854	NA	-0.058	NA	-0.08	NA
CNAG_06066	0.975	0.882	0.784	NA	0.958	0.846	0.761	NA	-0.094	NA	-0.112	NA
CNAG_06067	0.99	0.659	0.784	NA	0.932	0.706	0.806	NA	-0.331	NA	-0.226	NA
CNAG_06068	0.805	0.835	0.916	0.792	0.799	0.778	0.864	0.772	0.031	-0.013	-0.021	-0.027
CNAG_06071	0.851	0.902	0.741	NA	0.803	0.843	0.751	NA	0.051	NA	0.041	NA
CNAG_06072	0.882	0.883	0.916	NA	0.847	0.825	0.851	NA	0.001	NA	-0.022	NA
CNAG_06073	0.759	0.723	0.717	0.704	0.708	0.718	0.679	0.717	-0.037	-0.055	0.011	0.01
CNAG_06074	0.816	0.789	0.757	NA	0.8	0.695	0.684	NA	-0.028	NA	-0.105	NA
CNAG_06075	0.99	0.757	0.75	NA	0.937	0.782	0.681	NA	-0.234	NA	-0.155	NA
CNAG_06076	0.945	0.916	0.691	NA	0.882	0.873	0.625	NA	-0.029	NA	-0.009	NA
CNAG_06077	0.882	0.922	0.774	NA	0.885	0.809	0.707	NA	0.04	NA	-0.077	NA
CNAG_06078	0.819	0.978	0.785	0.88	0.767	0.907	0.735	0.853	0.159	0.062	0.141	0.087
CNAG_06079	0.854	0.786	0.733	NA	0.825	0.801	0.724	NA	-0.068	NA	-0.024	NA
CNAG_06080	0.814	0.792	0.811	0.701	0.782	0.702	0.771	0.696	-0.022	-0.113	-0.08	-0.086
CNAG_06081	0.898	0.871	0.721	0.699	0.836	0.833	0.691	0.68	-0.027	-0.199	-0.003	-0.156
CNAG_06082	0.929	0.857	0.801	NA	0.906	0.811	0.771	NA	-0.072	NA	-0.095	NA
CNAG_06085	0.922	0.753	0.841	0.851	0.886	0.75	0.795	0.823	-0.17	-0.071	-0.137	-0.063
CNAG_06086	1	0.89	0.896	0.968	0.966	0.818	0.861	0.958	-0.11	-0.032	-0.148	-0.009
CNAG_06087	0.819	0.823	0.721	NA	0.801	0.777	0.713	NA	0.004	NA	-0.024	NA
CNAG_06088	0.978	0.867	0.809	NA	0.943	0.822	0.772	NA	-0.11	NA	-0.12	NA
CNAG_06090	0.916	0.873	0.792	0.831	0.911	0.856	0.651	0.806	-0.043	-0.085	-0.055	-0.105
CNAG_06092	1	0.675	0.728	0.704	0.958	0.695	0.674	0.675	-0.325	-0.296	-0.262	-0.283
CNAG_06093	0.849	0.968	0.945	NA	0.829	0.935	0.868	NA	0.119	NA	0.106	NA
CNAG_06094	1	0.803	0.807	0.856	0.953	0.836	0.788	0.837	-0.197	-0.144	-0.117	-0.116
CNAG_06095	1	0.779	NA	NA	0.963	0.704	NA	NA	-0.221	NA	-0.258	NA
CNAG_06096	0.864	0.871	0.902	NA	0.857	0.847	0.792	NA	0.007	NA	-0.01	NA
CNAG_06097	0.975	0.761	0.835	NA	0.921	0.738	0.811	NA	-0.215	NA	-0.183	NA
CNAG_06098	0.966	0.935	0.819	0.795	0.905	0.847	0.803	0.761	-0.03	-0.171	-0.057	-0.144
CNAG_06099	0.785	0.823	0.905	0.721	0.764	0.752	0.842	0.73	0.037	-0.064	-0.011	-0.033
CNAG_06100	0.835	0.88	0.835	0.856	0.754	0.841	0.75	0.826	0.045	0.02	0.087	0.072
CNAG_06101	0.978	0.825	0.867	NA	0.932	0.781	0.809	NA	-0.152	NA	-0.151	NA
CNAG_06102	0.916	0.821	0.847	0.805	0.863	0.818	0.85	0.759	-0.095	-0.111	-0.044	-0.104
