# scores_kozak_unusual_mito_cc.txt
# Scores of ATG context against Kozak and unusual tRS seq, and mito predictions
# Conserved in H99 and JEC21
#
#
# H99: H99 systematic gene name
# JEC21: JEC21 systematic gene name of ortholog
# aATG.scorekw.xx: score of annotated ATG against wide Kozak sequence (NNNNNNNNNNATG), strain xx
# d1.scorekw.xx: score of 1st downstream ATG against wide Kozak sequence, strain xx
# u1.scorekw.xx: score of 1st upstream ATG in 5' UTR against wide Kozak sequence, strain xx
# aATG.scoreUw.xx: score of annotated ATG against wide Unusual tRNA Synthetase sequence (NNNNATG), strain xx
# aATG.scoreUw.xx: score of annotated ATG against wide Unusual tRNA Synthetase sequence (NNNNATG), strain xx
# Prob_mito.xx: Probability of mitochondrial presequence from mitofates, strain xx
# Pred_mito.xx: Prediction from mitofates, strain xx
#
# Edward Wallace, Jan 2019
H99	JEC21	aATG.scorekw.H99	d1.scorekw.H99	u1.scorekw.H99	aATG.scorekw.JEC21	d1.scorekw.JEC21	u1.scorekw.JEC21	aATG.scoreUw.H99	aATG.scoreUw.JEC21	Prob_mito.H99	Pred_mito.H99	Prob_mito.JEC21	Pred_mito.JEC21
CNAG_05353	CNH00200	0.797	0.823	NA	0.817	0.816	NA	0.793	0.767	0.267	No	0.583	Yes
CNAG_05065	CNL05545	0.85	0.724	NA	0.87	0.716	0.733	0.672	0.672	0.01	No	0	No
CNAG_00634	CNA06140	0.823	0.699	NA	0.909	0.864	0.821	0.556	0.598	0.007	No	0	No
CNAG_04086	CNB05670	0.673	0.639	0.663	0.678	0.731	0.771	0.73	0.67	0	No	0	No
CNAG_05519	CNH01710	0.92	0.91	NA	0.915	0.843	NA	0.712	0.712	0	No	0	No
CNAG_04279	CNI04180	0.904	0.946	NA	0.93	0.871	NA	0.592	0.545	0.003	No	0	No
CNAG_07620	CNC00450	0.759	0.85	NA	0.732	0.778	0.83	0.644	0.792	0.004	No	0.014	No
CNAG_03789	CNB02830	0.934	0.744	0.762	0.945	0.756	NA	0.545	0.493	0.219	No	0.121	No
CNAG_02433	CNE01240	0.91	0.784	0.888	0.818	0.81	NA	0.572	0.553	0.003	No	0.003	No
CNAG_00964	CND00930	0.854	0.756	0.763	0.846	0.814	0.764	0.573	0.573	0.003	No	0.003	No
CNAG_02508	CNE00540	0.9	0.848	0.697	0.855	0.903	0.787	0.661	0.65	0	No	0	No
CNAG_06684	CNF03320	0.943	0.837	NA	0.92	0.748	NA	0.76	0.672	0	No	0	No
CNAG_04842	CNJ02670	0.8	0.838	NA	0.804	0.848	NA	0.617	0.617	0.004	No	0	No
CNAG_06290	CNN00260	0.912	0.822	0.788	0.908	0.845	0.847	0.677	0.677	0.004	No	0.004	No
CNAG_00556	CNA05390	0.856	0.735	NA	0.843	0.72	NA	0.819	0.807	0	No	0	No
CNAG_05101	CNL05200	0.844	0.769	NA	0.875	0.773	NA	0.524	0.616	0.024	No	0.025	No
CNAG_06984	CNC00030	0.753	0.759	0.799	0.771	0.762	0.769	0.83	0.83	0.011	No	0.046	No
CNAG_00145	CNA01330	0.912	0.799	NA	0.824	0.758	0.724	0.413	0.53	0	No	0	No
CNAG_06068	CNM00780	0.799	0.778	0.772	0.807	0.775	0.726	0.829	0.876	0	No	0.003	No
CNAG_04234	CNI03750	0.912	0.865	NA	0.955	0.876	NA	0.561	0.561	0	No	0	No
CNAG_01215	CND03385	0.969	0.53	NA	0.97	0.551	NA	0.641	0.641	0.146	No	0.153	No
CNAG_02343	CNE02050	0.771	0.837	NA	0.785	0.761	NA	0.749	0.579	0	No	0	No
CNAG_06871	CNE05300	0.83	0.77	0.861	0.839	0.765	0.869	0.706	0.706	0	No	0	No
CNAG_01296	CND04160	0.769	0.694	NA	0.783	0.709	NA	0.686	0.686	0.025	No	0.021	No
CNAG_07757	CNI02740	0.844	0.802	0.762	0.813	0.798	NA	0.73	0.711	0	No	0	No
CNAG_00351	CNA03523	0.87	0.794	NA	0.815	0.799	0.699	0.717	0.748	0	No	0	No
CNAG_07908	CNM01770	0.903	0.904	NA	0.907	0.917	NA	0.655	0.655	0.846	Yes	0.846	Yes
CNAG_04716	CNJ01470	0.817	0.79	NA	0.881	0.721	NA	0.417	0.417	0	No	0	No
CNAG_03583	CNG00240	0.921	0.861	0.816	0.865	0.829	0.854	0.65	0.566	0.078	No	0.009	No
CNAG_01445	CND05590	0.877	0.816	NA	0.874	0.826	NA	0.622	0.622	0	No	0	No
CNAG_06344	CNN00740	0.78	0.884	0.753	0.821	0.855	0.789	0.792	0.664	0	No	0	No
CNAG_04152	CNI02890	0.933	0.883	0.752	0.882	0.874	0.688	0.653	0.561	0.003	No	0.018	No
CNAG_00891	CND00300	0.94	0.746	NA	0.948	0.748	NA	0.493	0.493	0.011	No	0.021	No
CNAG_02955	CNC05640	0.931	0.664	NA	0.895	0.658	0.693	0.714	0.733	0	No	0.026	No
CNAG_02304	CNE02420	0.847	0.783	NA	0.854	0.783	0.773	0.781	0.753	0	No	0	No
CNAG_03487	CNG01050	0.907	0.674	0.841	0.937	0.625	NA	0.561	0.549	0	No	0	No
CNAG_03002	CNC06120	0.863	0.744	NA	0.918	0.711	NA	0.748	0.675	0.037	No	0.085	No
CNAG_03898	CNB03860	0.962	0.755	0.819	0.958	0.759	0.814	0.558	0.558	0	No	0	No
CNAG_03512	CNG00810	0.817	0.632	NA	0.866	0.631	0.913	0.681	0.7	0.131	No	0.121	No
CNAG_04581	CNJ00230	0.939	0.808	NA	0.904	0.812	NA	0.76	0.779	0.003	No	0.003	No
CNAG_03760	CNB02550	0.861	0.804	NA	0.859	0.761	NA	0.5	0.5	0.119	No	0.037	No
CNAG_06690	CNF03240	0.659	0.837	0.855	0.786	0.672	0.718	0.727	0.746	0.003	No	0	No
CNAG_02401	CNE01540	0.908	0.787	NA	0.903	0.727	NA	0.755	0.716	0.033	No	0.036	No
CNAG_07403	CND06230	0.835	0.709	NA	0.714	0.8	NA	0.741	0.671	0.311	No	0.015	No
CNAG_01798	CNC02890	0.905	0.87	NA	0.891	0.877	NA	0.644	0.656	0	No	0	No
CNAG_02344	CNE02040	0.899	0.776	NA	0.894	0.777	NA	0.717	0.717	0	No	0.003	No
CNAG_06753	CNB00500	0.973	0.762	NA	0.964	0.768	NA	0.573	0.573	0.003	No	0.003	No
CNAG_05244	CNH03860	0.781	0.888	NA	0.902	0.898	NA	0.65	0.558	0.229	No	0.227	No
CNAG_03942	CNB04290	0.868	0.859	NA	0.888	0.863	NA	0.622	0.622	0	No	0	No
CNAG_02667	CNK01570	0.78	0.742	NA	0.783	0.702	NA	0.597	0.597	0.008	No	0.032	No
CNAG_07499	CNC00050	0.858	0.875	0.697	0.776	0.84	0.708	0.585	0.601	0	No	0	No
CNAG_01489	CNC06920	0.896	0.752	0.721	0.835	0.752	0.686	0.58	0.715	0	No	0	No
CNAG_04010	CNB04920	0.788	0.762	0.742	0.792	0.774	0.745	0.658	0.658	0	No	0	No
CNAG_03817	CNB03080	0.872	0.822	NA	0.868	0.902	NA	0.74	0.761	0	No	0	No
CNAG_01702	CNC02100	0.865	0.599	0.752	0.879	0.62	0.794	0.573	0.573	0	No	0	No
CNAG_03009	CNC06200	0.926	0.725	NA	0.85	0.727	NA	0.788	0.783	0	No	0	No
CNAG_00091	CNA00820	0.845	0.925	NA	0.903	0.856	NA	0.691	0.653	0	No	0	No
CNAG_06542	CNF04750	0.809	0.781	NA	0.787	0.807	NA	0.617	0.617	0	No	0	No
CNAG_05902	CNF00710	0.91	0.848	NA	0.918	0.85	NA	0.516	0.516	0.072	No	0.068	No
CNAG_07562	CNK01040	0.794	0.821	NA	0.795	0.823	NA	0.848	0.848	0.003	No	0	No
CNAG_02493	CNE00670	0.9	0.749	0.768	0.89	0.765	0.706	0.71	0.71	0	No	0	No
CNAG_04950	CNL06650	0.974	0.898	NA	0.944	0.939	NA	0.641	0.629	0.004	No	0.004	No
CNAG_01876	CNK02160	0.771	0.874	0.832	0.747	0.863	0.815	0.651	0.65	0	No	0	No
CNAG_00519	CNA05010	0.93	0.712	0.774	0.915	0.71	0.77	0.779	0.656	0	No	0	No
CNAG_06787	CNB00130	NA	NA	NA	0.842	0.86	0.856	NA	0.626	NA	NA	0.004	No
CNAG_02339	CNE02085	0.796	0.861	0.74	0.791	0.879	0.806	0.659	0.68	0.007	No	0.207	No
CNAG_03190	CNG03790	0.794	0.862	0.641	0.797	0.854	0.696	0.61	0.671	0.006	No	0.006	No
CNAG_05283	CNH03460	0.873	0.72	NA	0.867	0.876	NA	0.711	0.711	0.009	No	0	No
CNAG_04174	CNI03110	0.863	0.78	NA	0.878	0.771	NA	0.433	0.444	0	No	0	No
CNAG_05689	CNF02850	0.859	0.744	0.791	0.893	0.771	0.835	0.838	0.826	0	No	0	No
CNAG_07913	CNM02105	0.733	0.864	NA	0.826	0.831	0.792	0.629	0.816	0.005	No	0.006	No
CNAG_01057	CND01880	0.877	0.652	NA	0.877	0.663	0.843	0.561	0.561	0.003	No	0.003	No
CNAG_02099	CNE04370	0.731	0.742	0.857	0.718	0.751	0.848	0.736	0.736	0.031	No	0.024	No
CNAG_01211	CND03340	0.926	0.797	NA	0.928	0.795	NA	0.691	0.691	0	No	0	No
CNAG_05520	CNH01720	0.787	0.663	0.851	0.804	0.659	0.764	0.554	0.566	0.031	No	0.027	No
CNAG_04212	CNI03530	0.947	0.817	NA	0.948	0.856	NA	0.592	0.592	0	No	0	No
CNAG_03404	CNG01790	0.734	0.807	0.692	0.928	0.599	0.664	0.712	0.534	0	No	0.003	No
CNAG_02823	CNC04400	0.751	0.725	NA	0.723	0.726	NA	0.57	0.662	0.007	No	0.008	No
CNAG_08021	CNH00285	0.829	0.795	0.81	0.777	0.767	0.798	0.7	0.706	0	No	0	No
CNAG_02144	CNE03920	0.979	0.721	NA	0.982	0.733	NA	0.565	0.585	0.006	No	0.006	No
CNAG_04626	CNJ00630	0.908	0.818	NA	0.925	0.759	NA	0.702	0.705	0	No	0	No
CNAG_06767	CNB00330	0.963	0.785	NA	0.965	0.785	NA	0.577	0.577	0.991	Yes	0.987	Yes
CNAG_06521	CNN02420	0.963	0.658	0.738	0.973	0.653	0.812	0.687	0.638	0.012	No	0.022	No
CNAG_06495	CNN02200	0.919	0.766	NA	0.884	0.761	NA	0.736	0.755	0	No	0	No
CNAG_02415	CNE01410	0.881	0.928	NA	0.765	0.753	NA	0.761	0.873	0	No	0.051	No
CNAG_06087	CNM00940	0.801	0.777	NA	0.809	0.815	NA	0.678	0.579	0.014	No	0.007	No
CNAG_05822	CNF01580	0.751	0.894	0.826	0.724	0.898	0.825	0.787	0.741	0.053	No	0.024	No
CNAG_01040	CND01720	0.83	0.812	0.837	0.856	0.812	0.821	0.669	0.546	0.591	Yes	0.831	Yes
CNAG_00582	CNA05660	0.762	0.796	0.771	0.831	0.803	NA	0.57	0.466	0.101	No	0.101	No
CNAG_01236	CND03550	0.887	0.716	NA	0.876	0.724	NA	0.625	0.625	0	No	0	No
CNAG_04772	CNJ02010	0.881	0.704	NA	0.953	0.755	0.84	0.461	0.473	0	No	0	No
CNAG_05321	CNL06830	0.917	0.671	0.743	0.917	0.681	0.703	0.668	0.696	0.197	No	0.18	No
CNAG_04945	CNL06700	0.842	0.806	0.846	0.757	0.791	0.907	0.62	0.561	0.01	No	0.006	No
CNAG_02234	CNE03060	0.905	0.733	NA	0.901	0.759	0.908	0.592	0.592	0.73	Yes	0.728	Yes
CNAG_00792	CNA07700	0.883	0.818	NA	0.792	0.764	NA	0.658	0.717	0	No	0	No
CNAG_05605	CNH02470	0.813	0.826	NA	0.845	0.76	NA	0.807	0.795	0.948	Yes	0.866	Yes
CNAG_01095	CND02210	0.898	0.738	0.749	0.923	0.664	0.875	0.577	0.669	0.065	No	0.025	No
CNAG_05121	CNL04990	0.784	0.827	NA	0.756	0.827	0.859	0.747	0.754	0.933	Yes	0.851	Yes
CNAG_02515	CNE00480	0.744	0.794	NA	0.758	0.81	NA	0.566	0.658	0.018	No	0.009	No
CNAG_05232	CNL03960	0.956	0.817	NA	0.959	0.816	NA	0.533	0.533	0.045	No	0.044	No
CNAG_05609	CNH02510	0.871	0.732	NA	0.864	0.782	NA	0.725	0.616	0	No	0.013	No
CNAG_01946	CNK02850	0.846	0.826	NA	0.928	0.837	0.846	0.731	0.635	0	No	0	No
CNAG_00711	CNA06900	0.819	0.763	0.667	0.83	0.764	0.667	0.847	0.795	0	No	0	No
CNAG_03356	CNG02235	0.918	0.722	0.716	0.921	0.706	NA	0.656	0.636	0	No	0	No
CNAG_00560	CNA05420	0.898	0.867	NA	0.88	0.699	NA	0.687	0.684	0	No	0	No
CNAG_06142	CNM01440	0.773	0.75	0.684	0.745	0.746	NA	0.648	0.645	0.004	No	0.004	No
CNAG_07716	CNG03690	NA	NA	NA	0.731	0.774	0.831	NA	0.715	NA	NA	0	No
CNAG_05253	CNH03770	0.782	0.673	0.865	0.796	0.684	0.804	0.828	0.828	0	No	0	No
CNAG_06604	CNF04160	0.923	0.754	NA	0.868	0.799	0.695	0.57	0.57	0	No	0	No
CNAG_04382	CNI01650	0.832	0.74	0.687	0.884	0.786	0.684	0.762	0.691	0	No	0	No
CNAG_05844	CNF01290	0.881	0.813	NA	0.866	0.803	NA	0.684	0.691	0	No	0	No
CNAG_07513	CNC05180	0.812	0.829	0.78	0.809	0.735	NA	0.713	0.766	0	No	0	No
CNAG_07411	CND05870	0.825	0.821	0.891	0.846	0.773	NA	0.5	0.41	0.027	No	0.003	No
CNAG_01513	CNC06680	0.947	0.78	0.7	0.952	0.723	0.88	0.648	0.648	0.044	No	0.004	No
CNAG_04611	CNJ00500	0.944	0.843	NA	0.887	0.844	NA	0.625	0.668	0	No	0	No
CNAG_07474	CNB01890	0.915	0.772	0.853	0.923	0.704	0.741	0.715	0.798	0.863	Yes	0.859	Yes
CNAG_03453	CNG01340	0.894	0.715	NA	0.893	0.707	NA	0.584	0.584	0.389	Yes	0.03	No
CNAG_01101	CND02270	0.78	0.819	0.73	0.795	0.782	0.794	0.663	0.735	0	No	0	No
CNAG_04844	CNJ02690	0.912	0.827	NA	0.921	0.832	NA	0.561	0.561	0	No	0	No
CNAG_05264	CNH03660	0.693	0.729	0.885	0.823	0.73	NA	0.755	0.57	0	No	0.029	No
CNAG_07338	CNA02140	0.852	0.799	0.762	0.85	0.792	0.783	0.767	0.767	0.005	No	0.003	No
CNAG_02136	CNE04000	0.967	0.804	NA	0.969	0.841	NA	0.601	0.601	0.016	No	0.016	No
CNAG_02714	CNC03420	0.951	0.721	0.739	0.95	0.661	0.769	0.466	0.466	0.003	No	0.003	No
CNAG_02150	CNE03860	0.869	0.828	0.868	0.869	0.824	NA	0.518	0.518	0	No	0	No
CNAG_03655	CNB01560	0.803	0.709	NA	0.747	0.951	NA	0.669	0.881	0.02	No	0.622	Yes
CNAG_00598	CNA05810	0.803	0.83	0.839	0.784	0.83	0.837	0.783	0.558	0	No	0	No
CNAG_02427	CNE01300	0.916	0.618	0.738	0.91	0.766	0.769	0.716	0.728	0	No	0	No
CNAG_05815	CNF01640	0.708	0.784	0.801	0.868	0.807	0.756	0.777	0.801	0.057	No	0.007	No
CNAG_02335	CNE02120	0.871	0.828	0.681	0.878	0.827	NA	0.615	0.615	0.013	No	0.021	No
CNAG_06642	CNF03740	0.899	0.741	0.787	0.841	0.68	0.753	0.748	0.755	0.013	No	0.014	No
CNAG_02549	CNE00160	0.822	0.788	0.784	0.796	0.777	0.773	0.841	0.787	0.763	Yes	0.82	Yes
CNAG_00968	CND00970	0.831	0.894	NA	0.833	0.897	0.818	0.629	0.706	0	No	0.004	No
CNAG_00504	CNA04870	0.879	0.797	NA	0.918	0.838	NA	0.71	0.729	0	No	0	No
CNAG_02507	CNE00550	0.868	0.721	NA	0.874	0.709	NA	0.604	0.604	0.003	No	0	No
CNAG_05600	CNH02430	0.698	0.575	NA	0.785	0.589	NA	0.749	0.819	0.985	Yes	0.996	Yes
CNAG_03121	CNG04410	0.858	0.836	0.743	0.869	0.833	0.744	0.687	0.675	0.006	No	0.006	No
CNAG_07491	CNB05410	0.838	0.932	0.683	0.84	0.93	NA	0.75	0.75	0	No	0.007	No
CNAG_02803	CNC04215	0.947	0.841	0.679	0.908	0.838	0.842	0.677	0.767	0.248	No	0.222	No
CNAG_06371	CNN00990	0.848	0.686	NA	0.849	0.717	NA	0.668	0.668	0.008	No	0.018	No
CNAG_01482	CNC06970	0.809	0.809	NA	0.803	0.756	NA	0.619	0.619	0	No	0	No
CNAG_03983	CNB04710	0.963	0.766	NA	0.927	0.789	NA	0.585	0.493	0	No	0	No
CNAG_05637	CNH02780	0.91	0.791	NA	0.817	0.783	NA	0.66	0.778	0	No	0	No
CNAG_04907	CNJ03300	0.789	0.703	NA	0.866	0.736	0.735	0.69	0.474	0.018	No	0.005	No
CNAG_04823	CNJ02490	0.887	0.863	NA	0.842	0.846	0.891	0.617	0.617	0	No	0	No
CNAG_02759	CNC03810	0.904	0.763	NA	0.907	0.779	0.837	0.558	0.558	0.026	No	0.03	No
CNAG_03421	CNG01635	0.879	0.828	0.793	0.864	0.857	0.864	0.715	0.704	0	No	0	No
CNAG_04605	CNJ00460	0.884	0.592	NA	0.905	0.61	0.785	0.705	0.524	0	No	0	No
CNAG_04676	CNJ01080	0.94	0.727	NA	0.912	0.698	NA	0.708	0.601	0	No	0	No
CNAG_07342	CNA02180	0.88	0.918	NA	0.898	0.828	0.799	0.546	0.585	0.87	Yes	0.994	Yes
CNAG_00687	CNA06660	0.781	0.904	NA	0.79	0.919	NA	0.624	0.624	0	No	0	No
CNAG_07995	CNG00650	0.777	0.815	NA	0.779	0.819	NA	0.737	0.737	0	No	0.008	No
CNAG_00392	CNA03800	0.856	0.704	NA	0.868	0.711	NA	0.788	0.742	0	No	0	No
CNAG_07874	CNH00490	0.902	0.791	0.78	0.895	0.794	NA	0.597	0.628	0	No	0	No
CNAG_01837	CNC03240	0.85	0.789	NA	0.904	0.786	NA	0.687	0.699	0	No	0	No
CNAG_01475	CNC07040	0.855	0.733	NA	0.859	0.739	0.814	0.717	0.717	0	No	0	No
CNAG_03155	CNG04120	0.851	0.895	NA	0.848	0.725	NA	0.634	0.542	0.003	No	0.003	No
CNAG_02943	CNC05530	0.769	0.809	NA	0.776	0.809	NA	0.642	0.642	0.349	No	0.384	No
CNAG_06921	CNK00090	0.897	0.699	0.879	0.899	0.816	0.794	0.49	0.49	0	No	0	No
CNAG_03831	CNB03200	0.864	0.792	NA	0.913	0.809	NA	0.62	0.712	0	No	0	No
CNAG_07980	CNG02995	0.724	0.785	0.784	0.651	0.684	0.764	0.647	0.782	0	No	0	No
CNAG_00805	CNA07820	0.864	0.781	0.832	0.875	0.721	0.818	0.591	0.591	0	No	0	No
CNAG_04444	CNI01130	0.85	0.78	NA	0.904	0.818	NA	0.74	0.733	0	No	0	No
CNAG_04417	CNI01300	0.935	0.716	0.804	0.805	0.725	0.851	0.572	0.648	0	No	0	No
CNAG_02800	CNC04190	0.776	0.818	0.842	0.79	0.813	0.867	0.622	0.622	0.007	No	0.007	No
CNAG_01222	CND03440	0.871	0.779	NA	0.873	0.805	NA	0.629	0.629	0.989	Yes	0.986	Yes
CNAG_05117	CNL05030	0.788	0.741	NA	0.804	0.73	0.764	0.605	0.697	0	No	0	No
CNAG_06566	CNF04510	0.855	0.82	NA	0.864	0.814	NA	0.655	0.61	0.005	No	0	No
CNAG_00691	CNA06690	0.923	0.651	0.779	0.84	0.641	NA	0.701	0.616	0.044	No	0.052	No
CNAG_02468	CNE00910	0.845	0.789	NA	0.838	0.842	0.776	0.684	0.684	0.007	No	0.009	No
CNAG_04729	CNJ01590	0.938	0.767	0.802	0.919	0.768	0.84	0.638	0.577	0.003	No	0	No
CNAG_03099	CNG04660	0.886	0.909	0.831	0.901	0.906	0.826	0.58	0.679	0.011	No	0.032	No
CNAG_04297	CNI02520	0.869	0.691	0.682	0.931	0.689	NA	0.651	0.651	0.004	No	0	No
CNAG_02892	CNC05050	0.751	0.657	NA	0.805	0.679	NA	0.716	0.716	0	No	0.04	No
CNAG_00108	CNA00990	0.94	0.674	NA	0.949	0.823	NA	0.49	0.623	0	No	0	No
CNAG_00985	CND01130	0.786	0.859	0.807	0.767	0.705	0.75	0.669	0.554	0.03	No	0.005	No
CNAG_00834	CNA08120	0.727	0.761	0.877	0.816	0.835	0.895	0.671	0.752	0.222	No	0.005	No
CNAG_04700	CNJ01300	0.811	0.869	NA	0.855	0.774	NA	0.68	0.699	0.474	Yes	0.752	Yes
CNAG_05897	CNF00760	0.803	0.804	NA	0.849	0.789	NA	0.681	0.572	0	No	0	No
CNAG_00487	CNA04685	0.892	0.798	NA	0.862	0.807	NA	0.632	0.648	0.046	No	0.021	No
CNAG_00739	CNA07180	0.783	0.659	NA	0.772	0.669	NA	0.728	0.595	0.007	No	0.008	No
CNAG_00433	CNA04160	0.882	0.726	0.709	0.888	0.749	0.775	0.691	0.691	0	No	0	No
CNAG_05940	CNF00370	0.759	0.771	NA	0.829	0.782	NA	0.731	0.597	0	No	0	No
CNAG_01557	CNC06280	0.882	0.748	0.846	0.871	0.742	NA	0.638	0.629	0	No	0	No
CNAG_01448	CND05620	0.891	0.839	0.843	0.902	0.727	0.796	0.795	0.767	0	No	0	No
CNAG_07518	CNC04520	0.809	0.78	NA	0.811	0.771	NA	0.613	0.592	0.01	No	0.004	No
CNAG_01697	CNC02045	0.793	0.779	0.72	0.776	0.768	0.835	0.595	0.595	0.003	No	0.003	No
CNAG_07850	CNJ02065	0.721	0.774	NA	0.768	0.689	0.893	0.883	0.699	0.005	No	0	No
CNAG_01167	CND02930	0.842	0.916	NA	0.899	0.912	NA	0.724	0.684	0.033	No	0.033	No
CNAG_00070	CNA00610	0.805	0.682	0.899	0.775	0.851	0.676	0.675	0.705	0.038	No	0	No
CNAG_01843	CNC03280	0.969	0.723	NA	0.974	0.695	NA	0.604	0.604	0.994	Yes	0.99	Yes
CNAG_04829	CNJ02553	0.736	0.834	NA	0.77	0.927	NA	0.672	0.725	0	No	0	No
CNAG_01985	CNK03180	0.85	0.813	0.75	0.866	0.816	NA	0.549	0.549	0	No	0.004	No
CNAG_05184	CNL04420	0.653	0.756	0.786	0.842	0.775	0.783	0.84	0.606	0	No	0	No
CNAG_00590	CNA05730	0.777	0.779	NA	0.777	0.813	NA	0.566	0.566	0	No	0	No
CNAG_00539	CNA05220	0.892	0.782	0.744	0.937	0.874	NA	0.703	0.708	0	No	0	No
CNAG_02233	CNE03070	0.83	0.808	0.85	0.851	0.846	NA	0.681	0.693	0.007	No	0.006	No
CNAG_05239	CNL03910	0.93	0.864	NA	0.946	0.864	NA	0.702	0.748	0	No	0	No
CNAG_01425	CND05370	0.871	0.917	0.809	0.825	0.889	NA	0.659	0.647	0	No	0	No
CNAG_02314	CNE02320	0.761	0.729	NA	0.766	0.759	NA	0.739	0.692	0	No	0	No
CNAG_01184	CND03090	0.683	0.792	NA	0.75	0.784	0.675	0.662	0.681	0	No	0	No
CNAG_00682	CNA06610	0.853	0.8	0.775	0.848	0.782	0.745	0.454	0.454	0.033	No	0.032	No
CNAG_00697	CNA06760	0.825	0.786	0.712	0.812	0.787	NA	0.786	0.786	0.037	No	0.037	No
CNAG_03528	CNG00660	0.895	0.843	NA	0.862	0.836	0.702	0.691	0.691	0.092	No	0.091	No
CNAG_03352	CNG02260	0.851	0.72	0.867	0.841	0.702	0.845	0.568	0.518	0	No	0	No
CNAG_02922	CNC05310	0.846	0.732	0.828	0.803	0.745	0.834	0.677	0.736	0.01	No	0.006	No
CNAG_04803	CNJ02300	0.903	0.74	NA	0.911	0.789	NA	0.567	0.567	0	No	0	No
CNAG_07869	CNH00110	0.89	0.879	NA	0.94	0.757	NA	0.668	0.687	0	No	0	No
CNAG_05004	CNL06110	0.894	0.731	NA	0.766	0.735	0.864	0.474	0.527	0.237	No	0.204	No
CNAG_01074	CND02020	0.955	0.829	0.738	0.958	0.755	0.68	0.648	0.648	0	No	0	No
CNAG_01674	CNC01850	0.869	0.803	0.773	0.829	0.848	0.648	0.616	0.595	0	No	0	No
CNAG_04319	CNI02300	0.821	0.807	NA	0.889	0.805	NA	0.564	0.545	0	No	0	No
CNAG_02602	CNK00880	0.895	0.715	0.815	0.955	0.776	0.778	0.638	0.626	0	No	0	No
CNAG_02123	CNE04140	0.784	0.771	NA	0.842	0.9	NA	0.626	0.679	0.644	Yes	0.516	Yes
CNAG_03657	CNB01580	0.831	0.819	0.873	0.819	0.852	0.892	0.638	0.702	0	No	0.013	No
CNAG_04638	CNJ00760	0.808	0.859	0.833	0.814	0.841	0.813	0.466	0.466	0.007	No	0	No
CNAG_03052	CNC00360	0.887	0.717	NA	0.951	0.727	NA	0.442	0.454	0	No	0	No
CNAG_05926	CNF00490	0.892	0.732	0.64	0.962	0.737	0.664	0.5	0.595	0.004	No	0.004	No
CNAG_02430	CNE01270	0.896	0.858	0.901	0.9	0.664	0.896	0.546	0.577	0	No	0	No
CNAG_03178	CNG03895	0.862	0.736	0.705	0.923	0.728	0.807	0.648	0.648	0.021	No	0.006	No
CNAG_01342	CND04570	0.865	0.893	NA	0.821	0.889	NA	0.7	0.636	0.206	No	0.175	No
CNAG_00663	CNA06420	0.914	0.877	0.829	0.902	0.729	0.825	0.729	0.637	0	No	0	No
CNAG_00261	CNA02520	0.906	0.811	NA	0.902	0.754	NA	0.566	0.566	0	No	0	No
CNAG_02056	CNE04780	0.9	0.674	NA	0.907	0.665	NA	0.584	0.466	0	No	0	No
CNAG_02763	CNC03850	0.919	0.699	NA	0.917	0.656	NA	0.709	0.709	0	No	0	No
CNAG_05153	CNL04700	0.879	0.761	NA	0.83	0.762	0.675	0.644	0.617	0.01	No	0.009	No
CNAG_03823	CNB03140	0.748	0.83	NA	0.875	0.839	NA	0.558	0.598	0	No	0	No
CNAG_01768	CNC02680	0.88	0.687	0.762	0.887	0.685	0.73	0.573	0.573	0.008	No	0.027	No
CNAG_07987	CNE02015	0.917	0.811	NA	0.916	0.814	NA	0.564	0.564	0	No	0	No
CNAG_02609	CNK00940	0.947	0.767	NA	0.944	0.854	NA	0.648	0.648	0.974	Yes	0.995	Yes
CNAG_06407	CNN01330	0.939	0.765	NA	0.978	NA	0.836	0.61	0.629	0.953	Yes	0.913	Yes
CNAG_06329	CNN00570	0.847	0.841	0.775	0.761	0.828	0.794	0.721	0.756	0	No	0	No
CNAG_05804	CNF01750	0.957	0.798	NA	0.935	0.703	NA	0.644	0.58	0.004	No	0.006	No
CNAG_03677	CNB01760	0.95	0.679	0.757	0.88	0.679	0.743	0.597	0.644	0	No	0	No
CNAG_06966	CNG00050	0.803	0.746	0.831	0.871	0.728	0.796	0.807	0.54	0.005	No	0.769	Yes
CNAG_02576	CNK00670	0.852	0.888	NA	0.83	0.907	NA	0.705	0.705	0.007	No	0.007	No
CNAG_04985	CNL06300	0.886	0.682	0.698	0.883	0.681	NA	0.76	0.779	0	No	0	No
CNAG_03170	CNG03970	0.776	0.725	0.75	0.843	0.696	NA	0.807	0.601	0	No	0	No
CNAG_02694	CNK01820	0.803	0.788	0.762	0.818	0.855	0.85	0.835	0.783	0	No	0.003	No
CNAG_02555	CNE00110	0.794	0.65	NA	0.791	0.684	NA	0.719	0.818	0	No	0	No
CNAG_01416	CND05270	0.924	0.858	NA	0.83	0.805	NA	0.65	0.648	0	No	0	No
CNAG_01116	CND02410	0.743	0.806	0.831	0.82	0.847	0.83	0.567	0.462	0.013	No	0.007	No
CNAG_02078	CNE04590	0.897	0.764	NA	0.866	0.612	0.7	0.537	0.702	0	No	0	No
CNAG_01960	CNK02980	0.943	0.794	0.901	0.675	0.942	0.779	0.598	0.638	0	No	0.039	No
