# scores_kozak_Sc.txt
# Scores of ATG context against Kozak sequence, Scerevisiae S288C
# Kozak sequence derived from 330 highest-translated genes by RPF
#
# Gene: Sc systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG agains narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, June 2018
Gene	aATG.scorekn	d1.scorekn	u1.scorekn	aATG.scorekw	d1.scorekw	u1.scorekw	d1vsan	u1vsan	d1vsaw	u1vsaw
YOL164W	0.798	0.859	NA	0.791	0.776	NA	0.061	NA	-0.015	NA
YOL165C	0.815	0.779	NA	0.796	0.724	NA	-0.037	NA	-0.072	NA
YOL166C	0.884	0.753	NA	0.817	NA	NA	-0.131	NA	NA	NA
YOL166W-A	0.884	0.754	NA	0.817	0.764	NA	-0.13	NA	-0.053	NA
YOR001W	0.821	0.755	NA	0.785	0.753	NA	-0.067	NA	-0.032	NA
YOR002W	0.923	0.745	0.726	0.848	0.707	0.665	-0.178	-0.196	-0.142	-0.183
YOR003W	0.947	0.702	NA	0.888	0.645	NA	-0.245	NA	-0.243	NA
YOR004W	0.906	0.88	NA	0.871	0.818	NA	-0.026	NA	-0.053	NA
YOR005C	0.797	0.852	NA	0.785	0.819	NA	0.055	NA	0.033	NA
YOR006C	0.964	0.917	NA	0.883	0.925	NA	-0.046	NA	0.042	NA
YOR007C	0.881	0.881	NA	0.798	0.831	NA	0	NA	0.033	NA
YOR008C-A	0.964	0.768	NA	0.863	0.72	NA	-0.196	NA	-0.142	NA
YOR008C	0.964	0.717	NA	0.917	0.666	NA	-0.246	NA	-0.251	NA
YOR008W-B	0.964	NA	NA	0.899	NA	NA	NA	NA	NA	NA
YOR009W	0.938	0.802	NA	0.909	0.727	NA	-0.137	NA	-0.182	NA
YOR010C	1	0.764	NA	0.951	0.729	NA	-0.236	NA	-0.222	NA
YOR011W-A	0.848	NA	NA	0.835	NA	NA	NA	NA	NA	NA
YOR011W	0.897	0.807	NA	0.83	0.761	NA	-0.09	NA	-0.07	NA
YOR012W	0.886	0.848	NA	0.82	0.772	NA	-0.038	NA	-0.048	NA
YOR013W	0.87	0.723	NA	0.791	NA	NA	-0.147	NA	NA	NA
YOR014W	0.92	NA	NA	0.856	NA	NA	NA	NA	NA	NA
YOR015W	0.729	0.745	NA	0.702	0.678	NA	0.016	NA	-0.023	NA
YOR016C	0.902	0.84	NA	0.786	0.792	NA	-0.062	NA	0.006	NA
YOR017W	0.886	0.893	NA	0.82	0.78	NA	0.007	NA	-0.041	NA
YOR018W	0.964	0.886	NA	0.936	0.834	NA	-0.077	NA	-0.101	NA
YOR019W	0.861	0.982	NA	0.862	0.852	NA	0.121	NA	-0.01	NA
YOR020C	0.921	0.806	NA	0.938	0.713	NA	-0.115	NA	-0.224	NA
YOR020W-A	0.83	1	0.885	0.77	0.973	0.87	0.17	0.055	0.203	0.1
YOR021C	0.881	0.754	NA	0.862	0.735	NA	-0.127	NA	-0.126	NA
YOR022C	0.896	0.786	NA	0.862	0.766	NA	-0.11	NA	-0.096	NA
YOR023C	0.786	NA	NA	0.735	NA	NA	NA	NA	NA	NA
YOR024W	0.959	0.762	NA	0.862	0.722	NA	-0.197	NA	-0.14	NA
YOR025W	1	0.83	NA	0.911	0.748	NA	-0.17	NA	-0.164	NA
YOR026W	0.788	0.776	NA	0.7	0.717	NA	-0.012	NA	0.018	NA
YOR027W	0.958	0.738	NA	0.847	0.718	NA	-0.221	NA	-0.129	NA
YOR028C	0.852	0.77	NA	0.802	NA	NA	-0.081	NA	NA	NA
YOR029W	0.824	NA	NA	0.803	NA	NA	NA	NA	NA	NA
YOR030W	0.848	0.675	NA	0.774	0.629	NA	-0.173	NA	-0.144	NA
YOR032C	0.86	0.731	NA	0.873	0.633	NA	-0.129	NA	-0.24	NA
YOR032W-A	0.799	0.923	NA	0.734	0.798	NA	0.123	NA	0.064	NA
YOR033C	0.859	0.797	NA	0.798	0.741	NA	-0.062	NA	-0.057	NA
YOR034C-A	0.886	0.902	NA	0.797	0.842	NA	0.016	NA	0.045	NA
YOR034C	0.754	0.841	NA	0.727	NA	NA	0.088	NA	NA	NA
YOR035C	0.904	0.781	NA	0.876	0.747	NA	-0.123	NA	-0.129	NA
YOR036W	0.855	0.886	NA	0.782	0.751	NA	0.031	NA	-0.031	NA
YOR037W	0.827	0.902	NA	0.832	0.84	NA	0.074	NA	0.007	NA
YOR038C	0.964	0.946	NA	0.845	0.885	NA	-0.018	NA	0.039	NA
YOR039W	0.834	0.844	NA	0.818	0.761	NA	0.01	NA	-0.057	NA
YOR040W	0.788	0.938	NA	0.753	0.902	NA	0.15	NA	0.149	NA
YOR041C	0.883	0.807	NA	0.79	0.734	NA	-0.076	NA	-0.056	NA
YOR042W	0.911	0.901	NA	0.873	0.81	NA	-0.01	NA	-0.062	NA
YOR043W	0.964	0.886	NA	0.939	0.801	NA	-0.077	NA	-0.138	NA
YOR044W	0.911	0.763	NA	0.843	0.722	NA	-0.148	NA	-0.121	NA
YOR045W	1	0.779	NA	0.933	0.759	NA	-0.221	NA	-0.174	NA
YOR046C	0.841	0.886	NA	0.815	0.87	NA	0.046	NA	0.054	NA
YOR047C	0.878	0.885	NA	0.891	0.844	NA	0.007	NA	-0.047	NA
YOR048C	0.923	0.81	NA	0.849	0.776	NA	-0.112	NA	-0.072	NA
YOR049C	0.756	0.904	NA	0.711	0.884	NA	0.148	NA	0.173	NA
YOR050C	0.848	0.876	NA	0.833	0.768	NA	0.028	NA	-0.065	NA
YOR051C	0.937	0.86	NA	0.853	0.825	NA	-0.078	NA	-0.028	NA
YOR052C	1	0.88	NA	0.928	0.83	NA	-0.12	NA	-0.098	NA
YOR053W	0.964	NA	NA	0.899	NA	NA	NA	NA	NA	NA
YOR054C	0.883	0.824	NA	0.833	0.804	NA	-0.059	NA	-0.029	NA
YOR055W	0.818	0.787	NA	0.73	0.669	NA	-0.031	NA	-0.061	NA
YOR056C	0.897	0.763	NA	0.781	0.762	NA	-0.134	NA	-0.019	NA
YOR057W	0.937	0.702	0.901	0.887	0.709	0.833	-0.235	-0.036	-0.178	-0.054
YOR058C	0.896	0.754	NA	0.821	0.75	NA	-0.143	NA	-0.07	NA
YOR059C	0.81	0.762	NA	0.729	0.714	NA	-0.048	NA	-0.015	NA
YOR060C	0.765	0.902	NA	0.72	0.825	NA	0.137	NA	0.105	NA
YOR061W	0.903	0.921	0.702	0.89	0.812	0.659	0.018	-0.201	-0.078	-0.231
YOR062C	0.923	0.802	NA	0.838	0.78	NA	-0.121	NA	-0.058	NA
YOR063W	0.911	0.88	NA	0.898	0.806	NA	-0.031	NA	-0.092	NA
YOR064C	0.901	0.87	NA	0.804	0.852	NA	-0.031	NA	0.048	NA
YOR065W	0.886	0.768	NA	0.868	0.75	NA	-0.118	NA	-0.118	NA
YOR066W	0.884	0.869	NA	0.883	0.784	NA	-0.015	NA	-0.099	NA
YOR067C	0.881	0.938	NA	0.835	0.82	NA	0.057	NA	-0.015	NA
YOR068C	0.896	0.964	NA	0.816	0.861	NA	0.068	NA	0.046	NA
YOR069W	0.849	0.911	NA	0.848	0.842	NA	0.063	NA	-0.006	NA
YOR070C	0.923	0.86	NA	0.87	0.815	NA	-0.063	NA	-0.056	NA
YOR071C	0.893	0.947	NA	0.815	0.925	NA	0.054	NA	0.11	NA
YOR072W-A	0.797	0.834	NA	0.745	0.701	NA	0.037	NA	-0.044	NA
YOR072W-B	0.756	0.869	NA	0.666	0.843	NA	0.113	NA	0.178	NA
YOR072W	0.84	0.735	NA	0.764	0.669	NA	-0.106	NA	-0.095	NA
YOR073W-A	0.859	0.848	NA	0.812	0.798	NA	-0.012	NA	-0.014	NA
YOR073W	0.834	0.904	NA	0.781	0.787	NA	0.07	NA	0.006	NA
YOR074C	0.862	0.824	NA	0.803	NA	NA	-0.037	NA	NA	NA
YOR075W	0.804	0.904	NA	0.797	0.877	NA	0.1	NA	0.08	NA
YOR076C	0.844	0.964	NA	0.801	0.935	NA	0.12	NA	0.133	NA
YOR077W	0.86	0.824	NA	0.824	0.765	NA	-0.035	NA	-0.059	NA
YOR078W	0.886	0.901	NA	0.852	0.867	NA	0.015	NA	0.015	NA
YOR079C	0.964	0.848	NA	0.887	0.805	NA	-0.116	NA	-0.082	NA
YOR080W	0.797	0.893	NA	0.78	0.869	NA	0.096	NA	0.089	NA
YOR081C	0.798	0.852	NA	0.738	0.744	NA	0.054	NA	0.006	NA
YOR082C	0.738	0.79	NA	0.651	0.705	NA	0.053	NA	0.053	NA
YOR083W	0.861	0.86	NA	0.828	0.791	NA	-0.001	NA	-0.038	NA
YOR084W	0.959	0.881	NA	0.822	0.825	NA	-0.078	NA	0.003	NA
YOR085W	0.947	0.824	NA	0.828	0.721	NA	-0.124	NA	-0.106	NA
YOR086C	0.92	0.884	NA	0.9	0.813	NA	-0.036	NA	-0.087	NA
YOR087W	0.884	0.675	NA	0.789	0.661	NA	-0.208	NA	-0.128	NA
YOR089C	1	0.815	NA	0.938	0.782	NA	-0.185	NA	-0.157	NA
YOR090C	0.777	0.866	NA	0.75	0.816	NA	0.089	NA	0.066	NA
YOR091W	0.881	0.886	NA	0.844	0.846	NA	0.005	NA	0.001	NA
YOR092W	0.886	0.709	NA	0.854	0.607	NA	-0.178	NA	-0.247	NA
YOR093C	0.815	0.843	NA	0.764	0.73	NA	0.028	NA	-0.034	NA
YOR094W	0.896	0.937	NA	0.852	0.858	NA	0.042	NA	0.006	NA
YOR095C	0.937	0.806	0.79	0.877	0.801	0.79	-0.131	-0.147	-0.076	-0.086
YOR096W	0.929	0.83	NA	0.864	0.804	NA	-0.099	NA	-0.06	NA
YOR097C	0.773	0.881	NA	0.733	0.821	NA	0.108	NA	0.088	NA
YOR098C	0.795	0.818	NA	0.776	0.775	NA	0.023	NA	-0.001	NA
YOR099W	0.982	0.824	NA	0.96	0.718	NA	-0.158	NA	-0.242	NA
YOR100C	0.901	0.719	NA	0.8	0.641	NA	-0.182	NA	-0.159	NA
YOR101W	0.867	0.861	NA	0.842	0.758	NA	-0.006	NA	-0.083	NA
YOR102W	0.753	0.959	NA	0.757	0.923	NA	0.206	NA	0.166	NA
YOR103C	0.897	0.807	0.802	0.838	0.749	0.795	-0.09	-0.095	-0.09	-0.043
YOR104W	0.901	0.851	NA	0.862	0.793	NA	-0.05	NA	-0.069	NA
YOR105W	0.666	0.92	NA	0.632	0.79	NA	0.254	NA	0.158	NA
YOR106W	0.824	0.859	NA	0.761	0.806	NA	0.034	NA	0.045	NA
YOR107W	0.833	0.709	0.763	0.786	0.696	0.75	-0.125	-0.07	-0.091	-0.036
YOR108C-A	0.841	0.843	NA	0.766	0.755	NA	0.002	NA	-0.011	NA
YOR108W	0.849	0.791	NA	0.739	0.743	NA	-0.057	NA	0.004	NA
YOR109W	0.88	0.702	NA	0.797	0.7	NA	-0.178	NA	-0.097	NA
YOR110W	0.745	0.806	NA	0.761	0.758	NA	0.061	NA	-0.003	NA
YOR111W	0.883	0.781	NA	0.86	0.708	NA	-0.102	NA	-0.152	NA
YOR112W	0.86	0.824	NA	0.807	0.757	NA	-0.036	NA	-0.049	NA
YOR113W	0.849	0.718	NA	0.823	0.683	NA	-0.131	NA	-0.14	NA
YOR114W	0.773	0.859	NA	0.776	0.728	NA	0.086	NA	-0.048	NA
YOR115C	0.902	0.964	0.786	0.902	0.906	0.764	0.062	-0.116	0.004	-0.138
YOR116C	0.765	0.94	NA	0.736	0.847	NA	0.175	NA	0.11	NA
YOR117W	0.917	0.723	NA	0.874	0.703	NA	-0.195	NA	-0.172	NA
YOR118W	0.861	0.768	0.765	0.778	0.763	0.742	-0.093	-0.095	-0.015	-0.036
YOR119C	0.771	0.815	NA	0.766	0.841	NA	0.044	NA	0.075	NA
YOR120W	1	0.79	NA	0.904	0.722	NA	-0.21	NA	-0.182	NA
YOR121C	0.795	0.723	NA	0.758	0.728	NA	-0.072	NA	-0.03	NA
YOR122C	0.902	0.901	NA	0.834	0.827	NA	-0.001	NA	-0.007	NA
YOR123C	0.917	0.901	NA	0.901	0.845	NA	-0.016	NA	-0.057	NA
YOR124C	0.86	0.886	NA	0.805	0.854	NA	0.026	NA	0.049	NA
YOR125C	0.902	0.791	NA	0.863	0.771	NA	-0.111	NA	-0.093	NA
YOR126C	0.938	0.881	NA	0.831	0.827	NA	-0.057	NA	-0.003	NA
YOR127W	0.959	0.838	NA	0.867	0.776	NA	-0.12	NA	-0.092	NA
YOR128C	0.859	0.752	NA	0.857	0.694	NA	-0.107	NA	-0.163	NA
YOR129C	0.755	0.923	NA	0.683	0.872	NA	0.168	NA	0.189	NA
YOR130C	0.923	0.929	0.765	0.856	0.848	0.78	0.007	-0.157	-0.008	-0.076
YOR131C	0.964	0.834	NA	0.869	0.795	NA	-0.129	NA	-0.074	NA
YOR132W	0.964	0.777	NA	0.835	0.704	NA	-0.187	NA	-0.132	NA
YOR133W	1	0.875	NA	0.941	0.791	NA	-0.125	NA	-0.15	NA
YOR134W	0.88	0.906	NA	0.893	NA	NA	0.026	NA	NA	NA
YOR135C	0.859	0.745	NA	0.775	0.692	NA	-0.114	NA	-0.083	NA
YOR136W	0.964	0.782	0.675	0.899	0.766	0.657	-0.182	-0.288	-0.133	-0.242
YOR137C	0.712	0.861	NA	0.742	0.823	NA	0.149	NA	0.082	NA
YOR138C	0.881	NA	NA	0.821	NA	NA	NA	NA	NA	NA
YOR139C	0.807	0.818	NA	0.789	0.776	NA	0.011	NA	-0.013	NA
YOR140W	0.911	0.815	NA	0.89	0.718	NA	-0.096	NA	-0.172	NA
YOR141C	0.906	0.786	NA	0.81	0.766	NA	-0.12	NA	-0.044	NA
YOR142W	0.886	0.754	NA	0.821	0.676	NA	-0.132	NA	-0.145	NA
YOR143C	0.798	0.959	0.728	0.766	0.888	0.75	0.161	-0.07	0.122	-0.016
YOR144C	0.815	0.94	NA	0.749	0.896	NA	0.125	NA	0.146	NA
YOR145C	0.884	0.94	NA	0.868	0.847	NA	0.057	NA	-0.021	NA
YOR146W	0.911	0.806	NA	0.773	0.714	NA	-0.105	NA	-0.06	NA
YOR147W	0.795	0.911	NA	0.811	0.835	NA	0.116	NA	0.024	NA
YOR148C	0.88	0.776	0.86	0.799	0.739	0.758	-0.104	-0.02	-0.061	-0.042
YOR149C	0.666	0.881	NA	0.65	0.795	NA	0.215	NA	0.145	NA
YOR150W	0.795	0.893	NA	0.731	0.788	NA	0.098	NA	0.057	NA
YOR151C	0.88	0.861	NA	0.856	0.812	NA	-0.019	NA	-0.045	NA
YOR152C	0.857	0.745	NA	0.844	0.743	NA	-0.112	NA	-0.101	NA
YOR153W	1	0.923	NA	0.939	0.884	NA	-0.077	NA	-0.055	NA
YOR154W	0.796	0.982	NA	0.753	0.889	NA	0.186	NA	0.136	NA
YOR155C	0.901	0.88	NA	0.889	0.791	NA	-0.021	NA	-0.097	NA
YOR156C	0.904	0.807	NA	0.862	0.704	NA	-0.097	NA	-0.158	NA
YOR157C	0.791	0.938	NA	0.756	0.821	NA	0.147	NA	0.065	NA
YOR158W	0.859	0.859	NA	0.822	0.728	NA	0	NA	-0.094	NA
YOR159C	0.818	0.771	NA	0.719	0.755	NA	-0.047	NA	0.035	NA
YOR160W	0.821	0.923	NA	0.776	0.823	NA	0.101	NA	0.047	NA
YOR161C-C	0.867	1	NA	0.76	0.877	NA	0.133	NA	0.117	NA
YOR161C	0.83	0.764	NA	0.843	0.709	NA	-0.066	NA	-0.133	NA
YOR161W-A	0.807	0.875	NA	0.711	NA	NA	0.068	NA	NA	NA
YOR161W-B	0.771	0.885	NA	0.709	0.806	NA	0.114	NA	0.097	NA
YOR162C	0.946	0.86	NA	0.852	0.832	NA	-0.086	NA	-0.02	NA
YOR163W	0.982	0.911	NA	0.919	0.79	NA	-0.071	NA	-0.129	NA
YOR164C	0.839	0.815	NA	0.841	0.736	NA	-0.024	NA	-0.105	NA
YOR165W	0.849	0.843	NA	0.813	0.761	NA	-0.006	NA	-0.052	NA
YOR166C	0.795	0.815	NA	0.764	0.764	NA	0.02	NA	-0	NA
YOR167C	0.911	0.815	NA	0.817	0.76	NA	-0.096	NA	-0.057	NA
YOR168W	0.959	0.848	NA	0.924	0.758	NA	-0.111	NA	-0.167	NA
YOR169C	0.861	0.822	NA	0.841	0.815	NA	-0.038	NA	-0.027	NA
YOR170W	0.848	0.74	NA	0.795	0.757	NA	-0.108	NA	-0.039	NA
YOR171C	0.886	0.815	NA	0.868	0.758	NA	-0.071	NA	-0.11	NA
YOR172W	0.77	0.849	NA	0.694	0.832	NA	0.078	NA	0.138	NA
YOR173W	0.904	0.843	0.832	0.923	0.738	0.867	-0.061	-0.072	-0.185	-0.056
YOR174W	0.798	0.745	0.814	0.784	0.721	0.785	-0.053	0.016	-0.064	0
YOR175C	0.929	0.902	NA	0.821	0.865	NA	-0.027	NA	0.044	NA
YOR176W	0.921	0.929	NA	0.83	0.902	NA	0.008	NA	0.072	NA
YOR177C	0.771	0.937	NA	0.735	0.889	NA	0.166	NA	0.155	NA
YOR178C	0.911	0.859	NA	0.838	0.799	NA	-0.052	NA	-0.039	NA
YOR179C	0.959	0.857	NA	0.904	0.765	NA	-0.102	NA	-0.139	NA
YOR180C	0.902	0.848	NA	0.822	0.8	NA	-0.054	NA	-0.022	NA
YOR181W	0.897	0.806	NA	0.819	0.807	NA	-0.091	NA	-0.012	NA
YOR182C	0.982	0.921	0.88	0.954	0.866	0.88	-0.061	-0.102	-0.088	-0.074
YOR183W	0.776	0.893	NA	0.739	0.847	NA	0.117	NA	0.108	NA
YOR184W	0.964	0.852	NA	0.941	0.763	NA	-0.112	NA	-0.179	NA
YOR185C	0.883	0.964	NA	0.86	0.845	NA	0.081	NA	-0.015	NA
YOR186C-A	0.911	0.746	NA	0.829	0.76	NA	-0.165	NA	-0.069	NA
YOR186W	0.806	0.814	NA	0.736	0.736	NA	0.008	NA	0	NA
YOR187W	1	0.754	NA	0.939	0.74	NA	-0.246	NA	-0.199	NA
YOR188W	0.762	0.858	NA	0.747	NA	NA	0.096	NA	NA	NA
YOR189W	0.756	0.81	NA	0.74	0.802	NA	0.055	NA	0.062	NA
YOR190W	0.807	0.848	NA	0.794	0.798	NA	0.041	NA	0.004	NA
YOR191W	0.852	0.886	NA	0.769	0.801	NA	0.034	NA	0.031	NA
YOR192C-C	0.959	NA	NA	0.941	NA	NA	NA	NA	NA	NA
YOR192C	0.884	0.756	NA	0.839	0.721	NA	-0.128	NA	-0.118	NA
YOR193W	0.87	0.937	NA	0.8	0.856	NA	0.068	NA	0.056	NA
YOR194C	0.87	0.773	NA	0.771	NA	NA	-0.097	NA	NA	NA
YOR195W	0.795	0.786	NA	0.768	0.774	NA	-0.009	NA	0.006	NA
YOR196C	0.964	0.94	0.839	0.859	0.904	0.793	-0.023	-0.124	0.045	-0.066
YOR197W	0.911	0.964	NA	0.867	0.812	NA	0.053	NA	-0.054	NA
YOR198C	0.807	0.833	NA	0.738	0.77	NA	0.026	NA	0.033	NA
YOR199W	1	0.818	NA	0.887	NA	NA	-0.182	NA	NA	NA
YOR200W	0.84	0.923	NA	0.819	NA	NA	0.082	NA	NA	NA
YOR201C	0.798	0.857	NA	0.682	0.757	NA	0.058	NA	0.076	NA
YOR202W	0.958	0.893	NA	0.864	0.827	NA	-0.066	NA	-0.037	NA
YOR203W	0.838	0.922	NA	0.749	0.806	NA	0.084	NA	0.057	NA
YOR204W	0.861	0.844	NA	0.815	0.843	NA	-0.017	NA	0.028	NA
YOR205C	0.781	0.807	0.92	0.765	0.758	0.907	0.026	0.139	-0.007	0.143
YOR206W	0.818	0.738	NA	0.821	0.714	NA	-0.081	NA	-0.107	NA
YOR207C	1	0.869	NA	0.887	0.839	NA	-0.131	NA	-0.048	NA
YOR208W	0.806	0.883	NA	0.713	0.853	NA	0.077	NA	0.14	NA
YOR209C	0.911	0.885	NA	0.869	0.775	NA	-0.026	NA	-0.094	NA
YOR210W	0.982	0.81	NA	0.972	0.722	NA	-0.172	NA	-0.25	NA
YOR211C	0.88	0.805	NA	0.851	NA	NA	-0.074	NA	NA	NA
YOR212W	0.881	0.81	NA	0.839	0.765	NA	-0.071	NA	-0.073	NA
YOR213C	0.745	0.86	NA	0.694	0.763	NA	0.115	NA	0.069	NA
YOR214C	0.896	0.745	NA	0.824	0.663	NA	-0.151	NA	-0.16	NA
YOR215C	0.94	0.762	NA	0.883	0.765	NA	-0.179	NA	-0.118	NA
YOR216C	0.88	0.786	0.765	0.86	0.728	0.786	-0.094	-0.115	-0.131	-0.074
YOR217W	0.923	0.881	NA	0.82	0.858	NA	-0.042	NA	0.038	NA
YOR218C	0.666	0.911	NA	0.672	0.879	NA	0.245	NA	0.207	NA
YOR219C	0.838	0.754	NA	0.814	0.757	NA	-0.084	NA	-0.057	NA
YOR220W	0.902	0.815	NA	0.805	0.808	NA	-0.086	NA	0.004	NA
YOR221C	0.702	0.852	NA	0.669	0.819	NA	0.149	NA	0.149	NA
YOR222W	0.897	0.798	NA	0.855	0.755	NA	-0.099	NA	-0.1	NA
YOR223W	0.902	0.852	NA	0.848	0.856	NA	-0.05	NA	0.008	NA
YOR224C	0.901	0.765	NA	0.832	0.734	NA	-0.136	NA	-0.098	NA
YOR225W	0.958	0.87	NA	0.934	0.808	NA	-0.089	NA	-0.126	NA
YOR226C	0.843	0.718	NA	0.801	0.622	NA	-0.125	NA	-0.179	NA
YOR227W	0.844	0.843	0.745	0.8	0.799	0.697	-0.001	-0.099	-0.001	-0.104
YOR228C	0.881	0.712	NA	0.798	0.729	NA	-0.169	NA	-0.069	NA
YOR229W	0.802	0.845	NA	0.769	0.797	NA	0.042	NA	0.028	NA
YOR230W	1	0.795	NA	0.95	0.722	NA	-0.205	NA	-0.229	NA
YOR231C-A	0.807	0.88	NA	0.765	0.805	NA	0.073	NA	0.041	NA
YOR231W	0.841	0.919	NA	0.776	0.846	NA	0.078	NA	0.07	NA
YOR232W	0.923	0.838	NA	0.894	0.75	NA	-0.084	NA	-0.144	NA
YOR233W	0.832	0.964	NA	0.824	0.93	NA	0.132	NA	0.106	NA
YOR234C	0.959	0.875	NA	0.908	0.868	NA	-0.084	NA	-0.04	NA
YOR235W	0.702	0.754	NA	0.61	0.717	NA	0.051	NA	0.107	NA
YOR236W	0.791	0.765	NA	0.777	0.71	NA	-0.026	NA	-0.067	NA
YOR237W	0.923	0.806	NA	0.909	0.724	NA	-0.116	NA	-0.185	NA
YOR238W	0.83	0.807	NA	0.815	0.752	NA	-0.022	NA	-0.064	NA
YOR239W	0.959	0.782	NA	0.905	0.75	NA	-0.177	NA	-0.155	NA
YOR241W	0.861	0.731	NA	0.788	0.702	NA	-0.129	NA	-0.086	NA
YOR242C	0.852	0.807	NA	0.757	0.783	NA	-0.045	NA	0.026	NA
YOR243C	0.807	0.788	0.712	0.72	0.726	0.673	-0.019	-0.096	0.007	-0.047
YOR244W	0.806	0.763	NA	0.791	0.715	NA	-0.044	NA	-0.076	NA
YOR245C	0.884	0.807	NA	0.804	0.741	NA	-0.077	NA	-0.063	NA
YOR246C	0.903	0.712	0.886	0.851	0.686	0.759	-0.191	-0.017	-0.165	-0.092
YOR247W	1	0.857	NA	0.975	0.832	NA	-0.143	NA	-0.143	NA
YOR248W	0.777	0.958	NA	0.76	0.934	NA	0.181	NA	0.174	NA
YOR249C	1	0.859	NA	0.864	0.82	NA	-0.141	NA	-0.044	NA
YOR250C	0.893	0.806	NA	0.886	0.729	NA	-0.087	NA	-0.157	NA
YOR251C	0.807	0.729	NA	0.786	0.65	NA	-0.078	NA	-0.137	NA
YOR252W	0.911	0.859	NA	0.881	0.766	NA	-0.052	NA	-0.114	NA
YOR253W	0.938	0.822	NA	0.811	0.701	NA	-0.116	NA	-0.11	NA
YOR254C	0.946	0.782	NA	0.864	0.777	NA	-0.164	NA	-0.087	NA
YOR255W	0.869	0.765	NA	0.818	0.692	NA	-0.104	NA	-0.125	NA
YOR256C	0.807	0.87	NA	0.784	0.84	NA	0.063	NA	0.056	NA
YOR257W	0.841	0.822	NA	0.835	0.805	NA	-0.019	NA	-0.03	NA
YOR258W	1	0.807	NA	0.906	0.801	NA	-0.193	NA	-0.105	NA
YOR259C	0.921	0.893	NA	0.9	0.837	NA	-0.028	NA	-0.063	NA
YOR260W	0.849	0.83	NA	0.751	0.793	NA	-0.019	NA	0.042	NA
YOR261C	0.923	0.884	NA	0.901	0.816	NA	-0.039	NA	-0.085	NA
YOR262W	0.964	0.807	NA	0.858	0.756	NA	-0.157	NA	-0.102	NA
YOR263C	0.712	0.911	NA	0.644	0.837	NA	0.199	NA	0.193	NA
YOR264W	0.901	0.921	NA	0.866	0.876	NA	0.02	NA	0.01	NA
YOR265W	0.848	0.763	NA	0.807	0.725	NA	-0.085	NA	-0.082	NA
YOR266W	0.858	0.862	NA	0.768	0.846	NA	0.004	NA	0.078	NA
YOR267C	0.958	0.754	NA	0.871	0.722	NA	-0.204	NA	-0.15	NA
YOR268C	0.787	0.754	NA	0.77	0.733	NA	-0.034	NA	-0.036	NA
YOR269W	0.937	1	NA	0.945	0.907	NA	0.063	NA	-0.038	NA
YOR270C	0.964	0.896	NA	0.907	0.806	NA	-0.067	NA	-0.101	NA
YOR271C	0.938	0.821	NA	0.819	0.759	NA	-0.117	NA	-0.06	NA
YOR272W	0.92	0.958	0.754	0.906	0.823	0.725	0.038	-0.166	-0.083	-0.181
YOR273C	0.857	1	NA	0.797	0.906	NA	0.143	NA	0.109	NA
YOR274W	0.777	0.938	NA	0.818	0.849	NA	0.161	NA	0.031	NA
YOR275C	0.844	0.729	0.786	0.743	0.748	0.793	-0.115	-0.058	0.004	0.05
YOR276W	0.867	0.806	NA	0.82	0.794	NA	-0.06	NA	-0.026	NA
YOR277C	0.737	0.795	NA	0.68	NA	NA	0.058	NA	NA	NA
YOR278W	0.896	0.938	NA	0.767	0.884	NA	0.042	NA	0.117	NA
YOR279C	0.737	0.848	NA	0.722	0.796	NA	0.111	NA	0.074	NA
YOR280C	0.861	0.815	NA	0.841	0.784	NA	-0.045	NA	-0.058	NA
YOR281C	0.946	0.903	NA	0.874	NA	NA	-0.042	NA	NA	NA
YOR282W	0.815	0.884	NA	0.717	0.806	NA	0.068	NA	0.089	NA
YOR283W	0.921	0.886	NA	0.859	0.832	NA	-0.035	NA	-0.027	NA
YOR284W	0.902	0.94	NA	0.823	0.849	NA	0.039	NA	0.026	NA
YOR285W	0.959	0.842	NA	0.873	0.771	NA	-0.117	NA	-0.102	NA
YOR286W	0.922	0.838	0.893	0.878	0.778	0.809	-0.084	-0.029	-0.1	-0.069
YOR287C	1	0.881	NA	0.929	0.815	NA	-0.119	NA	-0.113	NA
YOR288C	0.923	0.861	NA	0.864	0.818	NA	-0.062	NA	-0.046	NA
YOR289W	0.901	0.848	NA	0.81	0.843	NA	-0.053	NA	0.033	NA
YOR290C	0.807	0.917	NA	0.808	0.84	NA	0.11	NA	0.032	NA
YOR291W	0.824	0.929	NA	0.773	0.913	NA	0.106	NA	0.14	NA
YOR292C	0.765	0.884	NA	0.746	0.798	NA	0.119	NA	0.052	NA
YOR293C-A	0.845	0.893	NA	0.808	0.812	NA	0.048	NA	0.004	NA
YOR293W	0.94	0.729	NA	0.87	0.725	NA	-0.211	NA	-0.144	NA
YOR294W	0.825	0.901	NA	0.814	0.838	NA	0.077	NA	0.024	NA
YOR295W	0.807	0.881	NA	0.73	0.828	NA	0.074	NA	0.098	NA
YOR296W	0.795	0.774	NA	0.739	0.749	NA	-0.021	NA	0.009	NA
YOR297C	0.824	0.83	0.782	0.781	0.763	0.79	0.006	-0.042	-0.018	0.009
