# scores_kozak_Ca.txt
# Scores of ATG context against Kozak sequence, Candida albicans
# Kozak sequence derived from 400 highest-translated genes by RPF
#
# Gene: Ca systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG against narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, Oct 2018
Gene	aATG.scorekn	d1.scorekn	aATG.scorekw	d1.scorekw	d1vsan	d1vsaw
C7_01410C_A	0.824	0.834	0.805	0.86	0.01	0.055
C7_01420W_A	0.932	0.806	0.864	0.831	-0.126	-0.032
C7_01430C_A	0.932	0.843	0.872	0.793	-0.09	-0.079
C7_01440W_A	0.936	0.887	0.885	0.85	-0.049	-0.034
C7_01450C_A	0.863	0.783	0.86	0.807	-0.081	-0.053
C7_01460C_A	0.8	0.87	0.842	0.862	0.07	0.02
C7_01470C_A	0.913	0.815	0.88	0.801	-0.098	-0.079
C7_01480W_A	0.959	0.954	0.892	0.894	-0.005	0.002
C7_01490W_A	0.829	0.792	0.8	0.823	-0.036	0.023
C7_01500W_A	0.853	0.844	0.799	0.779	-0.009	-0.02
C7_01510W_A	0.959	0.998	0.883	0.961	0.039	0.078
C7_01520W_A	0.998	0.834	0.864	0.785	-0.164	-0.079
C7_01530W_A	0.761	0.998	0.682	0.928	0.237	0.245
C7_01540W_A	0.833	0.942	0.863	0.879	0.109	0.016
C7_01550W_A	0.936	0.834	0.921	0.809	-0.102	-0.113
C7_01560C_A	0.936	0.87	0.93	0.775	-0.066	-0.155
C7_01570C_A	0.904	0.825	0.857	0.805	-0.078	-0.051
C7_01580W_A	0.866	0.968	0.865	0.889	0.103	0.024
C7_01590C_A	0.871	0.854	0.844	0.878	-0.017	0.034
C7_01600W_A	0.968	0.774	0.909	0.768	-0.194	-0.141
C7_01610W_A	0.851	0.711	0.872	0.736	-0.141	-0.135
C7_01620C_A	0.968	0.917	0.845	0.829	-0.051	-0.016
C7_01630W_A	0.824	0.75	0.827	0.626	-0.074	-0.201
C7_01640W_A	0.945	0.918	0.896	0.842	-0.027	-0.054
C7_01650W_A	0.942	0.834	0.881	0.8	-0.108	-0.081
C7_01660C_A	0.912	0.912	0.782	0.812	0	0.03
C7_01670W_A	0.762	0.932	0.709	0.864	0.171	0.155
C7_01680C_A	0.821	0.854	0.851	0.785	0.033	-0.066
C7_01690W_A	0.968	0.926	0.937	0.874	-0.041	-0.064
C7_01700W_A	0.991	0.863	0.984	0.88	-0.128	-0.104
C7_01710W_A	0.895	0.848	0.82	0.793	-0.048	-0.027
C7_01720W_A	0.959	0.792	0.882	0.774	-0.167	-0.108
C7_01730C_A	0.853	0.796	0.872	NA	-0.057	NA
C7_01740C_A	0.822	0.912	0.8	0.851	0.089	0.05
C7_01750W_A	0.889	0.783	0.773	0.709	-0.106	-0.064
C7_01760C_A	0.968	0.913	0.862	0.836	-0.054	-0.026
C7_01770W_A	0.903	0.798	0.897	0.807	-0.105	-0.091
C7_01780W_A	0.877	0.856	0.889	0.83	-0.021	-0.059
C7_01790C_A	0.936	0.742	0.898	NA	-0.194	NA
C7_01800C_A	0.943	0.784	0.924	0.818	-0.16	-0.106
C7_01810W_A	0.918	0.839	0.854	0.817	-0.08	-0.037
C7_01820C_A	0.942	0.805	0.906	0.719	-0.136	-0.187
C7_01830W_A	0.991	0.873	0.955	0.8	-0.118	-0.154
C7_01840W_A	0.991	0.834	0.935	0.808	-0.157	-0.127
C7_01850C_A	0.942	0.848	0.81	0.821	-0.094	0.011
C7_01860W_A	0.968	0.788	0.853	0.792	-0.18	-0.062
C7_01870W_A	0.945	0.783	0.872	0.733	-0.162	-0.139
C7_01880C_A	0.821	0.805	0.819	0.758	-0.015	-0.061
C7_01890C_A	1	0.791	0.989	0.804	-0.209	-0.185
C7_01900W_A	0.991	0.815	0.885	0.706	-0.176	-0.179
C7_01910C_A	0.854	0.793	0.865	0.804	-0.061	-0.06
C7_01920W_A	0.913	0.862	0.915	0.747	-0.052	-0.168
C7_01930C_A	0.954	0.905	0.835	0.846	-0.049	0.011
C7_01940C_A	0.879	0.83	0.898	0.723	-0.049	-0.175
C7_01950W_A	0.91	0.942	0.883	0.842	0.032	-0.041
C7_01960W_A	0.921	0.857	0.848	0.827	-0.063	-0.021
C7_01970C_A	0.952	0.977	0.914	0.885	0.024	-0.028
C7_01990C_A	0.88	0.859	0.843	0.824	-0.022	-0.019
C7_02000C_A	0.975	0.793	0.936	0.745	-0.182	-0.191
C7_02010C_A	0.967	0.887	0.921	0.866	-0.08	-0.055
C7_02020W_A	0.925	0.95	0.897	0.898	0.025	0.001
C7_02030W_A	0.909	0.733	0.889	0.728	-0.176	-0.16
C7_02040C_A	0.853	0.816	0.864	0.81	-0.037	-0.054
C7_02050C_A	0.878	0.783	0.838	0.803	-0.096	-0.035
C7_02060W_A	0.926	0.833	0.877	0.853	-0.093	-0.024
C7_02070W_A	0.977	0.833	0.874	0.809	-0.144	-0.065
C7_02080W_A	0.857	0.825	0.838	0.863	-0.032	0.025
C7_02090C_A	0.775	0.718	0.748	0.659	-0.056	-0.089
C7_02100W_A	0.932	0.791	0.889	0.792	-0.142	-0.097
C7_02110W_A	0.797	0.942	0.831	0.872	0.144	0.041
C7_02120C_A	0.936	0.871	0.812	0.77	-0.065	-0.043
C7_02130W_A	0.846	0.816	0.838	0.847	-0.03	0.008
C7_02140W_A	0.879	0.917	0.812	0.908	0.038	0.096
C7_02150C_A	1	0.758	0.905	0.769	-0.242	-0.136
C7_02160W_A	0.913	0.821	0.818	0.764	-0.092	-0.054
C7_02170C_A	0.857	0.932	0.813	0.881	0.076	0.068
C7_02180C_A	0.914	0.83	0.832	0.826	-0.083	-0.006
C7_02200W_A	0.718	0.751	0.776	0.778	0.033	0.002
C7_02210W_A	0.991	0.824	0.991	0.82	-0.167	-0.171
C7_02220C_A	0.975	0.803	0.918	0.791	-0.172	-0.127
C7_02230W_A	0.88	0.824	0.739	0.79	-0.056	0.05
C7_02240W_A	0.784	0.877	0.808	0.881	0.093	0.074
C7_02250W_A	0.855	0.824	0.879	0.78	-0.031	-0.099
C7_02260W_A	0.998	0.862	0.976	0.86	-0.137	-0.116
C7_02270W_A	1	0.75	0.976	0.738	-0.25	-0.239
C7_02280W_A	1	0.75	0.967	0.751	-0.25	-0.216
C7_02290W_A	0.798	0.855	0.708	0.858	0.057	0.15
C7_02300W_A	0.968	0.867	0.929	0.764	-0.101	-0.165
C7_02310C_A	0.913	0.863	0.872	0.85	-0.05	-0.022
C7_02320W_A	0.913	0.945	0.871	0.948	0.032	0.078
C7_02330W_A	0.959	0.834	0.806	0.814	-0.126	0.009
C7_02340C_A	0.832	0.775	0.801	0.625	-0.057	-0.177
C7_02350C_A	1	0.87	0.967	0.889	-0.13	-0.078
C7_02360W_A	0.942	0.775	0.897	0.781	-0.166	-0.116
C7_02370W_A	0.942	0.932	0.85	0.923	-0.009	0.073
C7_02380C_A	1	0.774	0.923	0.759	-0.226	-0.165
C7_02390W_A	0.854	0.7	0.862	0.726	-0.154	-0.136
C7_02420C_A	0.998	0.905	0.865	0.873	-0.094	0.008
C7_02430C_A	0.932	0.877	0.897	0.781	-0.055	-0.116
C7_02450W_A	0.904	0.862	0.888	0.866	-0.042	-0.022
C7_02460C_A	0.738	0.952	0.72	0.884	0.215	0.164
C7_02470C_A	0.821	0.864	0.777	0.822	0.042	0.046
C7_02480W_A	0.866	0.87	0.843	0.777	0.004	-0.066
C7_02490W_A	0.843	0.926	0.843	0.878	0.083	0.035
C7_02500C_A	0.936	0.775	0.911	0.717	-0.162	-0.194
C7_02510W_A	1	0.945	0.983	0.884	-0.055	-0.099
C7_02520W_A	0.909	0.998	0.906	0.958	0.089	0.052
C7_02530C_A	0.968	0.879	0.946	0.84	-0.089	-0.107
C7_02540W_A	0.765	0.887	0.756	0.838	0.122	0.082
C7_02550C_A	0.864	0.87	0.855	0.787	0.006	-0.068
C7_02560W_A	0.913	0.802	0.923	0.822	-0.111	-0.101
C7_02570C_A	0.952	0.909	0.949	0.89	-0.043	-0.058
C7_02600C_A	0.857	0.847	0.835	0.824	-0.01	-0.011
C7_02610C_A	0.917	NA	0.815	NA	NA	NA
C7_02630W_A	0.895	0.791	0.896	NA	-0.105	NA
C7_02640W_A	0.959	0.917	0.93	0.883	-0.042	-0.047
C7_02650W_A	0.784	0.886	0.737	0.856	0.102	0.119
C7_02660C_A	0.959	0.834	0.926	0.814	-0.126	-0.111
C7_02670W_A	0.833	0.806	0.796	0.754	-0.027	-0.042
C7_02680W_A	0.88	0.827	0.85	0.831	-0.053	-0.018
C7_02690C_A	0.843	1	0.854	0.924	0.157	0.07
C7_02750W_A	0.952	0.76	0.861	0.776	-0.192	-0.085
C7_02760W_A	1	0.998	0.957	0.936	-0.002	-0.021
C7_02770W_A	0.913	0.862	0.89	0.725	-0.052	-0.165
C7_02780W_A	0.889	0.914	0.804	0.81	0.025	0.006
C7_02790C_A	0.829	0.866	0.8	0.868	0.037	0.068
C7_02800W_A	0.841	0.887	0.815	0.86	0.046	0.045
C7_02810W_A	0.752	0.921	0.767	0.826	0.168	0.059
C7_02830C_A	1	0.821	0.922	0.72	-0.179	-0.202
C7_02840C_A	0.824	0.977	0.82	0.897	0.153	0.077
C7_02850W_A	0.764	0.839	0.772	0.865	0.074	0.093
C7_02860C_A	0.815	0.857	0.748	0.829	0.042	0.081
C7_02870C_A	0.834	0.775	0.762	0.773	-0.06	0.011
C7_02880C_A	0.914	0.819	0.875	0.732	-0.095	-0.144
C7_02890C_A	0.918	0.863	0.876	0.806	-0.055	-0.07
C7_02910W_A	0.832	0.812	0.814	0.759	-0.02	-0.055
C7_02920W_A	0.975	0.775	0.959	0.761	-0.2	-0.199
C7_02930C_A	0.942	0.801	0.91	0.777	-0.141	-0.133
C7_02940C_A	0.759	0.839	0.745	0.808	0.08	0.062
C7_02950C_A	0.829	0.799	0.84	0.697	-0.03	-0.142
C7_02960C_A	0.905	0.746	0.903	NA	-0.159	NA
C7_02970W_A	0.909	0.805	0.849	0.813	-0.104	-0.036
C7_02980C_A	0.805	0.967	0.794	0.864	0.161	0.07
C7_02990W_A	0.86	0.761	0.801	0.727	-0.099	-0.074
C7_03000C_A	0.932	0.784	0.9	0.678	-0.149	-0.222
C7_03010W_A	0.945	0.903	0.951	0.918	-0.042	-0.032
C7_03020C_A	0.959	0.765	0.933	0.658	-0.194	-0.275
C7_03030W_A	0.968	0.775	0.899	0.811	-0.193	-0.087
C7_03040W_A	0.954	0.886	0.941	0.821	-0.068	-0.12
C7_03050W_A	0.831	0.909	0.836	0.822	0.078	-0.014
C7_03060C_A	0.831	0.811	0.833	0.734	-0.02	-0.099
C7_03070C_A	0.833	0.861	0.827	0.866	0.028	0.039
C7_03080W_A	0.913	0.75	0.825	0.735	-0.163	-0.09
C7_03090C_A	0.942	0.659	0.936	0.621	-0.282	-0.315
C7_03110W_A	0.968	0.801	0.933	0.74	-0.167	-0.193
C7_03120W_A	0.853	0.815	0.84	NA	-0.038	NA
C7_03130C_A	0.998	0.866	0.942	0.821	-0.133	-0.121
C7_03140W_A	0.952	0.977	0.871	0.9	0.024	0.029
C7_03150W_A	0.921	0.866	0.799	0.84	-0.055	0.04
C7_03160W_A	0.942	0.78	0.915	0.774	-0.161	-0.141
C7_03170W_A	0.932	0.815	0.808	0.806	-0.117	-0.003
C7_03180C_A	0.952	0.853	0.934	0.839	-0.099	-0.096
C7_03190C_A	1	0.831	0.931	0.754	-0.169	-0.176
C7_03200C_A	0.926	0.774	0.843	0.694	-0.153	-0.149
C7_03210W_A	0.932	0.977	0.917	0.896	0.044	-0.021
C7_03220C_A	0.909	0.843	0.829	0.78	-0.066	-0.048
C7_03230C_A	0.774	NA	0.816	NA	NA	NA
C7_03240W_A	0.785	0.804	0.731	0.784	0.019	0.053
C7_03250C_A	0.942	0.837	0.926	0.698	-0.105	-0.229
C7_03260C_A	0.877	0.912	0.882	0.83	0.034	-0.052
C7_03270W_A	0.866	0.784	0.831	0.758	-0.081	-0.073
C7_03280C_A	0.871	0.968	0.866	0.956	0.097	0.089
C7_03290C_A	1	0.998	0.987	0.989	-0.002	0.002
C7_03300C_A	0.889	0.848	0.887	0.825	-0.041	-0.062
C7_03310W_A	0.916	0.88	0.864	0.845	-0.037	-0.019
C7_03320C_A	0.921	0.879	0.854	0.765	-0.041	-0.09
C7_03330C_A	0.968	0.742	0.915	0.708	-0.225	-0.208
C7_03340C_A	0.83	NA	0.829	NA	NA	NA
C7_03350C_A	0.921	0.766	0.897	0.798	-0.155	-0.099
C7_03360W_A	0.936	0.887	0.929	0.854	-0.049	-0.076
C7_03370C_A	0.967	0.991	0.821	0.933	0.024	0.112
C7_03380W_A	0.871	0.87	0.851	0.812	-0.001	-0.039
C7_03390C_A	0.873	0.851	0.874	0.768	-0.022	-0.107
C7_03400C_A	0.95	0.746	0.903	NA	-0.204	NA
C7_03410C_A	0.936	0.977	0.865	0.92	0.041	0.055
C7_03420C_A	0.991	0.88	0.893	0.847	-0.111	-0.046
C7_03440W_A	0.834	0.902	0.814	0.897	0.068	0.083
C7_03450C_A	0.936	0.844	0.863	0.721	-0.092	-0.141
C7_03460W_A	0.802	NA	0.796	NA	NA	NA
C7_03470W_A	0.977	0.886	0.952	0.801	-0.09	-0.151
C7_03480W_A	0.831	0.942	0.7	0.918	0.11	0.218
C7_03490W_A	0.866	0.773	0.808	0.706	-0.093	-0.102
C7_03500W_A	0.827	0.863	0.833	0.772	0.036	-0.061
C7_03520W_A	0.94	0.856	0.921	0.789	-0.083	-0.132
C7_03530C_A	0.827	0.877	0.749	0.781	0.05	0.032
C7_03540C_A	0.853	0.742	0.856	0.71	-0.111	-0.146
C7_03550C_A	0.848	NA	0.811	NA	NA	NA
C7_03560W_A	0.918	0.815	0.902	0.793	-0.103	-0.109
C7_03570W_A	0.991	0.932	0.965	0.944	-0.058	-0.021
C7_03580C_A	0.921	0.977	0.886	0.922	0.056	0.036
C7_03590C_A	0.913	0.725	0.906	0.777	-0.188	-0.129
C7_03600W_A	0.925	0.788	0.883	0.823	-0.136	-0.06
C7_03610C_A	0.855	0.7	0.86	0.73	-0.156	-0.131
C7_03620C_A	0.773	0.879	0.818	0.879	0.106	0.06
C7_03630C_A	0.977	0.889	0.916	0.883	-0.088	-0.034
C7_03640C_A	0.877	0.83	0.867	0.811	-0.048	-0.056
C7_03650W_A	0.879	0.853	0.83	0.736	-0.026	-0.094
C7_03660C_A	0.805	0.914	0.81	0.847	0.108	0.037
C7_03670W_A	0.916	0.821	0.904	0.815	-0.096	-0.089
C7_03680W_A	0.87	0.802	0.854	0.796	-0.068	-0.058
C7_03690W_A	0.977	0.886	0.952	0.801	-0.09	-0.151
C7_03700C_A	0.913	0.948	0.9	0.854	0.035	-0.046
C7_03710C_A	0.887	0.912	0.862	0.864	0.025	0.002
C7_03720C_A	0.959	0.827	0.934	0.845	-0.132	-0.089
C7_03730C_A	0.909	0.903	0.891	0.817	-0.006	-0.075
C7_03740C_A	0.918	0.83	0.923	0.846	-0.089	-0.077
C7_03760W_A	0.905	0.991	0.828	0.888	0.086	0.059
C7_03770C_A	0.846	0.775	0.83	0.782	-0.071	-0.048
C7_03780C_A	0.856	0.732	0.847	NA	-0.123	NA
C7_03790W_A	0.948	1	0.936	0.918	0.052	-0.018
C7_03800W_A	0.921	0.733	0.922	0.793	-0.187	-0.129
C7_03810W_A	0.864	0.857	0.785	0.825	-0.007	0.04
C7_03820C_A	0.909	0.807	0.916	0.729	-0.102	-0.187
C7_03830C_A	0.998	0.848	0.936	NA	-0.15	NA
C7_03840W_A	0.913	0.833	0.809	0.809	-0.08	-0.001
C7_03850W_A	0.825	0.926	0.844	0.883	0.101	0.039
C7_03860W_A	0.909	0.82	0.877	0.809	-0.089	-0.067
C7_03870W_A	0.967	0.821	0.939	0.768	-0.145	-0.171
C7_03880C_A	0.848	0.88	0.759	0.802	0.032	0.043
C7_03890C_A	0.954	0.912	0.933	0.842	-0.042	-0.091
C7_03900W_A	0.863	0.783	0.812	0.805	-0.081	-0.007
C7_03910W_A	0.913	0.815	0.894	0.767	-0.098	-0.127
C7_03920C_A	0.998	0.752	0.938	0.786	-0.246	-0.152
C7_03930C_A	0.967	0.856	0.946	0.816	-0.11	-0.13
C7_03940C_A	0.909	0.756	0.856	0.77	-0.154	-0.086
C7_03960C_A	0.841	0.825	0.774	0.819	-0.016	0.045
C7_03970C_A	0.82	0.821	0.761	0.707	0.001	-0.053
C7_03980W_A	0.975	1	0.871	0.938	0.025	0.067
C7_03990C_A	0.91	1	0.903	0.939	0.09	0.036
C7_04000W_A	0.807	0.744	0.784	0.734	-0.063	-0.051
C7_04010W_A	0.998	0.943	0.939	0.875	-0.055	-0.064
C7_04020C_A	0.851	0.772	0.817	0.77	-0.079	-0.047
C7_04030C_A	0.867	0.94	0.83	0.841	0.073	0.012
C7_04040C_A	0.88	0.796	0.855	NA	-0.084	NA
C7_04050W_A	0.848	0.765	0.86	0.711	-0.082	-0.149
C7_04060W_A	0.829	0.888	0.779	0.871	0.06	0.092
C7_04070C_A	0.977	0.998	0.907	0.788	0.022	-0.119
C7_04080C_A	1	0.863	0.958	0.712	-0.137	-0.246
C7_04090C_A	0.857	0.831	0.822	0.745	-0.026	-0.077
C7_04100C_A	1	0.991	0.931	0.897	-0.009	-0.033
C7_04110W_A	0.88	0.746	0.836	NA	-0.134	NA
C7_04120W_A	0.921	0.783	0.86	0.658	-0.138	-0.202
C7_04130C_A	0.882	0.766	0.89	0.747	-0.116	-0.143
C7_04140C_A	0.998	0.825	0.905	0.801	-0.173	-0.104
C7_04150W_A	0.853	0.659	0.765	0.662	-0.194	-0.103
C7_04160W_A	0.844	0.834	0.753	0.763	-0.01	0.01
C7_04170W_A	0.991	0.913	0.854	0.797	-0.078	-0.057
C7_04180W_A	0.903	0.864	0.898	0.84	-0.039	-0.057
C7_04190C_A	0.878	0.95	0.871	0.853	0.071	-0.018
C7_04200C_A	0.797	0.885	0.804	0.851	0.088	0.047
C7_04210C_A	0.959	0.819	0.913	0.768	-0.141	-0.145
C7_04220W_A	0.917	0.913	0.885	0.836	-0.004	-0.049
C7_04230W_A	0.909	0.833	0.899	0.816	-0.076	-0.083
C7_04240C_A	0.945	0.878	0.858	0.876	-0.067	0.018
C7_04250W_A	0.967	0.82	0.895	0.786	-0.147	-0.108
C7_04260W_A	0.998	0.846	0.943	NA	-0.152	NA
C7_04270C_A	0.831	0.8	0.825	0.753	-0.032	-0.072
C7_04280C_A	0.864	0.832	0.816	0.729	-0.032	-0.087
C7_04290W_A	0.831	0.744	0.841	0.715	-0.087	-0.126
C7_04300W_A	0.797	NA	0.754	NA	NA	NA
C7_04310C_A	0.967	0.774	0.927	0.67	-0.192	-0.257
C7_04320W_A	0.791	NA	0.776	NA	NA	NA
C7_04330C_A	0.967	0.967	0.879	0.888	0	0.009
C7_04340C_A	0.88	0.945	0.75	0.855	0.065	0.105
C7_04360C_A	0.943	0.91	0.851	0.882	-0.033	0.032
CR_00010C_A	0.831	0.839	0.841	0.756	0.007	-0.085
CR_00020W_A	0.943	0.91	0.851	0.882	-0.033	0.032
CR_00040C_A	0.841	0.905	0.832	0.847	0.063	0.016
CR_00050W_A	0.824	0.94	0.796	0.862	0.116	0.066
CR_00060C_A	0.684	0.936	0.661	0.888	0.252	0.227
CR_00070W_A	0.998	0.829	0.943	0.736	-0.17	-0.207
CR_00080W_A	0.833	0.806	0.717	0.849	-0.027	0.132
CR_00090C_A	0.913	0.802	0.77	0.751	-0.111	-0.02
CR_00100C_A	0.767	0.862	0.757	0.814	0.095	0.056
CR_00110W_A	0.75	0.837	0.797	0.799	0.087	0.002
CR_00120C_A	0.968	0.886	0.954	0.849	-0.081	-0.106
CR_00130C_A	0.945	0.725	0.903	0.667	-0.22	-0.236
CR_00140W_A	0.975	0.843	0.913	0.802	-0.132	-0.111
CR_00150C_A	0.945	0.862	0.891	0.813	-0.083	-0.079
CR_00160C_A	0.975	0.801	0.953	0.778	-0.174	-0.175
CR_00170W_A	0.838	0.819	0.774	0.789	-0.02	0.015
CR_00180C_A	0.918	0.977	0.906	0.774	0.058	-0.132
CR_00190W_A	1	0.765	0.884	0.754	-0.235	-0.131
CR_00200W_A	0.959	0.975	0.962	0.912	0.015	-0.049
CR_00210W_A	0.913	0.866	0.907	0.865	-0.048	-0.042
CR_00220W_A	0.977	0.807	0.922	0.786	-0.17	-0.137
CR_00230W_A	0.917	0.722	0.861	0.609	-0.195	-0.252
CR_00240W_A	0.859	0.975	0.858	0.916	0.116	0.059
CR_00250W_A	0.95	0.866	0.912	0.843	-0.084	-0.069
CR_00260W_A	0.932	0.917	0.952	0.892	-0.016	-0.06
CR_00270C_A	0.991	0.889	0.915	0.82	-0.102	-0.096
CR_00280C_A	0.967	0.829	0.944	0.717	-0.138	-0.226
CR_00290W_A	0.917	0.945	0.933	0.869	0.028	-0.063
CR_00300W_A	0.877	0.834	0.851	0.806	-0.044	-0.045
CR_00310C_A	0.945	0.882	0.938	0.871	-0.063	-0.066
CR_00320C_A	0.94	0.917	0.924	0.883	-0.023	-0.041
CR_00330C_A	0.866	0.843	0.79	0.86	-0.022	0.07
CR_00340C_A	0.841	0.87	0.811	0.844	0.029	0.033
CR_00350W_A	0.959	0.887	0.828	0.786	-0.072	-0.042
CR_00360C_A	0.894	0.759	0.883	0.781	-0.134	-0.102
CR_00370W_A	0.918	NA	0.818	NA	NA	NA
CR_00380W_A	0.821	0.775	0.786	0.802	-0.046	0.017
CR_00390W_A	0.959	0.78	0.927	0.703	-0.179	-0.224
CR_00400C_A	0.943	0.803	0.892	0.773	-0.141	-0.119
CR_00410W_A	0.801	0.977	0.734	0.967	0.175	0.233
CR_00420W_A	0.913	0.968	0.925	0.906	0.055	-0.02
CR_00430C_A	0.844	0.833	0.849	0.79	-0.011	-0.059
CR_00440C_A	0.922	0.856	0.858	0.752	-0.066	-0.106
CR_00460C_A	0.967	0.936	0.908	0.932	-0.031	0.024
CR_00470W_A	0.793	1	0.781	0.978	0.207	0.197
CR_00480W_A	0.887	0.834	0.861	0.844	-0.053	-0.017
CR_00490W_A	0.968	0.838	0.933	0.775	-0.13	-0.158
CR_00510C_A	0.998	0.902	0.952	0.822	-0.096	-0.13
CR_00520C_A	0.94	0.746	0.895	NA	-0.194	NA
CR_00530W_A	0.864	0.967	0.824	0.93	0.103	0.105
CR_00540C_A	0.998	0.866	0.94	0.888	-0.133	-0.052
CR_00550W_A	0.824	0.886	0.825	0.849	0.063	0.024
CR_00560W_A	0.913	0.917	0.853	0.847	0.004	-0.006
CR_00570W_A	0.871	0.871	0.853	0.862	0	0.009
CR_00580W_A	0.945	0.834	0.896	0.816	-0.111	-0.08
CR_00590W_A	0.724	0.829	0.786	0.794	0.105	0.008
CR_00600C_A	0.816	0.894	0.726	0.828	0.078	0.103
CR_00610W_A	0.932	0.905	0.916	0.932	-0.028	0.016
CR_00620C_A	0.968	0.758	0.864	0.725	-0.211	-0.14
CR_00630W_A	0.91	0.856	0.898	0.738	-0.054	-0.16
CR_00640W_A	0.765	0.815	0.758	NA	0.05	NA
CR_00650W_A	0.853	0.807	0.854	0.813	-0.046	-0.042
CR_00660W_A	0.942	0.825	0.884	0.823	-0.116	-0.061
CR_00670C_A	0.998	0.977	0.95	0.895	-0.022	-0.055
CR_00680W_A	0.991	0.775	0.941	0.736	-0.216	-0.205
CR_00690C_A	0.998	0.914	0.931	0.929	-0.085	-0.003
CR_00700W_A	0.879	0.833	0.83	0.825	-0.046	-0.005
CR_00710C_A	0.862	0.912	0.858	0.861	0.05	0.002
CR_00720W_A	0.952	0.832	0.892	0.863	-0.12	-0.029
CR_00740C_A	0.825	0.886	0.779	0.864	0.061	0.085
CR_00750C_A	0.91	0.871	0.84	0.819	-0.039	-0.021
CR_00760C_A	0.885	0.797	0.849	0.757	-0.088	-0.092
CR_00770W_A	0.977	0.805	0.897	0.754	-0.171	-0.144
CR_00780C_A	0.998	0.909	0.887	0.877	-0.089	-0.01
CR_00790C_A	0.967	0.751	0.823	0.733	-0.216	-0.09
CR_00800C_A	0.895	0.926	0.926	0.908	0.031	-0.019
CR_00810W_A	0.998	0.871	0.949	0.827	-0.127	-0.122
CR_00820C_A	0.839	0.83	0.831	0.811	-0.009	-0.021
CR_00830W_A	0.88	0.861	0.849	0.88	-0.019	0.031
CR_00840C_A	0.877	0.954	0.859	NA	0.077	NA
CR_00850C_A	0.968	0.847	0.88	0.807	-0.122	-0.074
CR_00860C_A	0.952	0.766	0.862	0.791	-0.186	-0.071
CR_00870C_A	0.805	0.7	0.768	0.645	-0.106	-0.123
CR_00880W_A	0.936	0.805	0.883	0.764	-0.131	-0.119
CR_00890C_A	0.959	0.877	0.875	0.803	-0.082	-0.072
CR_00900W_A	0.877	0.954	0.867	0.907	0.077	0.041
CR_00910W_A	1	0.793	0.982	0.728	-0.207	-0.254
CR_00920W_A	0.895	0.847	0.884	0.83	-0.049	-0.054
CR_00930W_A	0.775	0.827	0.838	0.817	0.052	-0.021
CR_00970W_A	0.744	0.857	0.685	0.802	0.113	0.117
CR_00980C_A	0.824	0.914	0.829	0.881	0.09	0.052
CR_00990W_A	0.886	0.744	0.81	0.756	-0.142	-0.054
CR_01000C_A	0.94	0.852	0.914	0.835	-0.088	-0.079
CR_01010W_A	0.798	0.886	0.812	0.828	0.088	0.016
CR_01020C_A	0.918	0.991	0.901	0.885	0.073	-0.016
CR_01030W_A	0.889	0.765	0.866	0.773	-0.123	-0.093
CR_01040C_A	0.877	0.797	0.867	0.687	-0.08	-0.179
CR_01050C_A	0.991	0.887	0.943	0.885	-0.104	-0.058
CR_01060W_A	0.856	0.967	0.87	0.961	0.111	0.09
CR_01070W_A	0.916	0.95	0.85	0.894	0.033	0.045
CR_01080W_A	0.95	0.834	0.924	0.864	-0.116	-0.06
CR_01090W_A	0.905	0.903	0.827	0.809	-0.002	-0.018
CR_01100C_A	0.91	0.793	0.875	0.794	-0.117	-0.081
CR_01110W_A	0.94	0.783	0.904	0.721	-0.156	-0.183
CR_01120C_A	0.889	0.861	0.892	0.757	-0.028	-0.135
CR_01130W_A	0.785	0.807	0.738	0.832	0.022	0.094
CR_01140C_A	0.851	0.807	0.838	0.802	-0.044	-0.036
CR_01150C_A	0.843	0.801	0.824	0.801	-0.042	-0.022
CR_01160W_A	0.91	0.765	0.892	0.719	-0.144	-0.173
CR_01170W_A	0.942	0.863	0.905	0.809	-0.078	-0.095
CR_01180W_A	0.843	0.918	0.821	0.869	0.075	0.048
CR_01190C_A	0.844	0.873	0.864	0.813	0.029	-0.05
CR_01200W_A	0.952	0.88	0.949	0.867	-0.072	-0.082
CR_01210C_A	0.967	0.796	0.921	0.837	-0.17	-0.084
CR_01220W_A	0.914	0.811	0.909	0.776	-0.102	-0.134
CR_01230C_A	0.856	0.926	0.865	0.907	0.07	0.042
CR_01240C_A	0.942	0.746	0.915	NA	-0.196	NA
CR_01250C_A	0.718	0.844	0.691	0.827	0.126	0.136
CR_01260W_A	0.95	0.968	0.889	0.937	0.019	0.049
CR_01270C_A	0.991	0.991	0.983	0.97	0	-0.013
CR_01280C_A	0.959	0.859	0.927	0.824	-0.101	-0.103
CR_01290C_A	0.954	0.824	0.877	0.822	-0.13	-0.055
CR_01300W_A	0.975	0.844	0.941	0.826	-0.131	-0.115
CR_01310W_A	0.998	0.801	0.925	0.757	-0.197	-0.168
CR_01320C_A	0.998	0.807	0.969	0.704	-0.191	-0.265
CR_01330W_A	0.912	0.821	0.872	0.834	-0.091	-0.038
CR_01340W_A	0.95	0.991	0.896	0.871	0.041	-0.026
CR_01350C_A	0.932	0.8	0.908	0.753	-0.133	-0.155
