# scores_kozak_Sp.txt
# Scores of ATG context against Kozak sequence, S. pombe 972h-
# Kozak sequence derived from 256 highest-translated genes by RPF
#
# Gene: Sp systematic gene name
# aATG.scorekn: score of annotated ATG against narrow Kozak sequence (NNNNATG)
# d1.scorekn: score of 1st downstream ATG against narrow
# xx.scorekw: analogous scores against wide Kozak sequence (NNNNNNNNNNATG)
#
# Edward Wallace, June 2018
Gene	aATG.scorekn	d1.scorekn	d1vsan
SPCC1259.15c	0.835	0.827	-0.008
SPCC1259.13	0.907	0.695	-0.212
SPCC1259.14c	0.87	0.795	-0.074
SPAC56F8.05c	0.956	0.763	-0.192
SPAC56F8.06c	0.898	0.865	-0.033
SPCC4B3.18	0.811	0.918	0.107
SPAC11D3.10	0.966	0.779	-0.187
SPAC56F8.07	0.714	0.797	0.083
SPCC4B3.20	0.95	0.878	-0.072
SPCC4B3.17	0.86	0.794	-0.066
SPCC4B3.16	0.821	0.96	0.139
SPCC4B3.15	0.859	0.951	0.092
SPCC4B3.14	0.939	0.885	-0.054
SPCC4B3.13	0.941	0.932	-0.009
SPCC4B3.12	0.941	0.859	-0.083
SPCC4B3.11c	0.939	0.81	-0.13
SPAC56F8.08	0.99	0.814	-0.176
SPCC4B3.10c	0.878	0.737	-0.141
SPCC4B3.09c	0.885	0.931	0.046
SPCC4B3.08	0.95	0.764	-0.186
SPCC4B3.07	0.819	0.719	-0.099
SPCC4B3.06c	0.91	0.84	-0.069
SPCC4B3.05c	0.99	0.99	0
SPCC4B3.04c	0.804	1	0.196
SPAC56F8.09	0.782	0.907	0.125
SPCC4B3.03c	0.798	0.688	-0.11
SPCC4B3.02c	0.99	0.714	-0.276
SPCC4B3.01	0.956	0.874	-0.082
SPCP25A2.02c	0.81	0.771	-0.039
SPCP25A2.03	0.86	0.881	0.022
SPCC550.01c	0.789	0.951	0.161
SPCC550.02c	0.899	0.739	-0.16
SPCC550.03c	0.739	0.765	0.026
SPAC56F8.10	0.99	0.809	-0.181
SPCC550.04c	0.789	0.74	-0.049
SPCC550.05	0.794	0.96	0.166
SPCC550.06c	0.797	0.702	-0.095
SPCC550.07	0.966	0.889	-0.077
SPCC550.08	0.9	0.765	-0.134
SPCC550.09	1	0.833	-0.167
SPCC550.10	0.9	0.822	-0.077
SPAC56F8.11	0.917	0.713	-0.204
SPCC550.11	1	0.748	-0.252
SPCC550.12	0.899	0.898	-0.001
SPCC550.13	0.847	0.893	0.045
SPCC550.14	0.82	0.916	0.096
SPCC550.15c	0.928	0.931	0.003
SPCC4E9.01c	0.788	0.789	0.001
SPCC4E9.02	0.81	0.96	0.15
SPCC645.02	0.763	0.847	0.084
SPCC645.03c	0.876	0.699	-0.177
SPCC645.04	0.878	0.772	-0.106
SPCC645.05c	0.805	0.951	0.145
SPCC645.06c	0.713	0.795	0.082
SPCC645.07	0.884	0.879	-0.005
SPCC645.08c	0.956	0.866	-0.09
SPCC645.09	0.884	0.771	-0.114
SPCC645.10	0.932	0.916	-0.016
SPCC645.11c	0.835	0.818	-0.017
SPAC56F8.12	0.773	NA	NA
SPCC645.12c	0.939	0.763	-0.176
SPCC645.13	0.875	0.788	-0.087
SPCC645.14c	0.95	0.861	-0.089
SPCC23B6.01c	0.939	0.879	-0.06
SPCC23B6.02c	0.907	0.849	-0.058
SPCC23B6.03c	0.865	0.872	0.008
SPCC23B6.04c	0.926	0.91	-0.017
SPCC23B6.05c	0.899	0.868	-0.031
SPAC56F8.14c	0.77	0.924	0.154
SPCC1322.01	0.746	1	0.254
SPCC1322.02	0.99	0.746	-0.244
SPCC1322.03	0.931	0.721	-0.21
SPCC1322.04	0.915	0.865	-0.05
SPCC1322.05c	0.939	0.859	-0.08
SPCC1322.06	0.849	0.867	0.018
SPCC1322.07c	0.879	0.91	0.031
SPCC1322.08	0.931	0.744	-0.187
SPAC56F8.13	0.878	0.779	-0.099
SPCC1322.09	0.866	0.771	-0.095
SPCC1322.10	0.932	0.753	-0.18
SPCC1322.11	1	0.867	-0.133
SPCC1322.12c	0.915	0.932	0.017
SPCC1322.13	0.881	0.796	-0.086
SPCC1322.14c	0.968	0.706	-0.262
SPCC1322.15	1	0.726	-0.274
SPCC1322.16	0.866	0.772	-0.094
SPAC56F8.15	0.918	0.811	-0.107
SPCC132.01c	0.805	0.713	-0.092
SPCC132.02	0.898	0.939	0.041
SPCC132.03	0.956	0.771	-0.185
SPCC132.04c	0.96	0.951	-0.01
SPCC338.18	1	0.867	-0.133
SPCC338.17c	0.719	0.784	0.065
SPCC338.16	0.772	0.893	0.121
SPAC11D3.11c	0.891	0.95	0.059
SPAC56F8.16	0.916	0.771	-0.145
SPCC338.15	0.876	0.79	-0.086
SPCC338.14	0.859	0.865	0.005
SPCC338.13	0.916	0.828	-0.088
SPCC338.12	0.863	0.789	-0.074
SPCC338.11c	0.966	0.951	-0.015
SPCC338.10c	0.88	0.777	-0.103
SPCC338.08	0.677	0.779	0.102
SPAC22A12.01c	0.878	0.931	0.053
SPCC338.07c	0.803	0.95	0.147
SPCC338.06c	0.899	0.724	-0.175
SPCC338.05c	0.916	0.778	-0.138
SPCC338.04	0.966	0.779	-0.187
SPCC338.03c	0.747	0.88	0.133
SPCC338.02	0.949	0.838	-0.111
SPAC22A12.02c	0.802	0.706	-0.096
SPCC1281.01	0.719	0.747	0.028
SPCC1281.02c	0.695	0.932	0.238
SPCC1281.03c	0.96	0.875	-0.085
SPCC1281.04	0.966	0.769	-0.196
SPCC1281.05	0.856	0.755	-0.101
SPCC1281.06c	0.949	0.737	-0.212
SPCC1281.08	0.932	0.765	-0.167
SPCC1281.07c	0.924	0.867	-0.057
SPAC22A12.03c	1	0.881	-0.119
SPCC622.21	0.84	0.765	-0.075
SPCC622.01c	0.876	0.874	-0.003
SPCC622.02	0.926	0.809	-0.117
SPCC622.03c	0.939	0.905	-0.034
SPCC622.04	0.968	0.789	-0.179
SPCC622.05	0.866	0.951	0.085
SPCC622.06c	0.868	0.761	-0.107
SPCC622.07	0.877	0.771	-0.106
SPAC22A12.04c	0.918	0.788	-0.131
SPCC622.08c	0.838	0.905	0.067
SPCC622.09	0.99	0.884	-0.106
SPCC622.10c	0.932	0.89	-0.042
SPCC622.11	0.892	0.788	-0.104
SPCC622.12c	0.934	0.797	-0.137
SPCC622.13c	0.841	0.795	-0.046
SPCC622.14	0.99	0.918	-0.072
SPCC622.15c	0.931	0.779	-0.152
SPAC22A12.05	0.941	0.835	-0.106
SPCC622.16c	0.91	0.876	-0.034
SPCC61.01c	0.749	0.88	0.131
SPCC622.18	0.951	0.735	-0.216
SPCC622.19	0.84	0.713	-0.128
SPCC61.02	0.845	0.869	0.024
SPCC61.03	0.968	0.748	-0.22
SPCC61.04c	0.748	0.713	-0.036
SPCC61.05	0.949	0.884	-0.065
SPAC22A12.06c	1	0.677	-0.323
SPCC11E10.01	0.915	0.773	-0.142
SPCC11E10.02c	0.814	0.728	-0.085
SPCC11E10.03	0.951	0.918	-0.032
SPCC11E10.04	0.877	0.932	0.055
SPCC11E10.05c	0.99	0.856	-0.134
SPCC11E10.06c	0.764	0.867	0.103
SPCC11E10.07c	0.881	0.96	0.079
SPCC11E10.08	0.67	0.763	0.092
SPCC11E10.09c	0.847	0.88	0.033
SPCC188.02	0.96	1	0.04
SPCC188.04c	0.737	0.99	0.253
SPCC188.03	0.881	0.833	-0.048
SPCC188.05	0.769	0.951	0.182
SPCC188.06c	1	0.721	-0.279
SPAC22A12.07c	0.805	0.83	0.026
SPCC188.07	0.866	0.828	-0.038
SPCC188.08c	0.732	0.931	0.2
SPCC188.09c	0.91	0.847	-0.062
SPCC188.14	0.771	0.86	0.089
SPCC188.11	0.99	0.859	-0.131
SPCC188.12	0.876	0.907	0.031
SPCC188.13c	0.739	0.96	0.222
SPCC584.11c	0.9	0.695	-0.205
SPAC22A12.08c	0.862	0.772	-0.09
SPCC584.12	0.699	0.806	0.107
SPCC584.13	0.795	0.968	0.173
SPCC584.14	0.868	0.932	0.065
SPCC584.15c	0.779	0.916	0.137
SPCC584.16c	0.941	0.795	-0.146
SPCC584.01c	1	0.748	-0.252
SPCC584.03c	0.918	0.74	-0.179
SPCC584.02	0.9	0.88	-0.019
SPCC584.04	0.99	0.877	-0.113
SPAC11D3.13	0.84	0.713	-0.128
SPAC22A12.10	0.96	0.763	-0.197
SPCC584.05	0.839	0.867	0.028
SPCC1753.01c	0.721	0.702	-0.019
SPCC1753.02c	0.721	0.763	0.042
SPCC1753.03c	0.958	0.789	-0.169
SPCC1753.04	0.884	0.724	-0.16
SPAC22A12.09c	0.818	0.763	-0.055
SPCC1753.05	0.874	0.877	0.004
SPCC162.12	0.816	0.83	0.014
SPCC162.11c	0.84	0.759	-0.081
SPCC162.10	0.831	0.879	0.049
SPCC162.09c	0.918	0.787	-0.131
SPCC162.08c	0.827	0.727	-0.1
SPCC162.07	0.853	0.918	0.066
SPCC162.06c	0.862	0.833	-0.03
SPCC162.05	0.816	0.838	0.023
SPCC162.04c	0.918	0.72	-0.199
SPCC162.03	0.956	0.776	-0.18
SPCC162.02c	0.99	0.916	-0.074
SPCC162.01c	0.884	0.88	-0.004
SPCC13B11.01	0.941	0.96	0.019
SPAC22A12.11	0.939	0.774	-0.165
SPCC13B11.02c	0.724	0.887	0.163
SPCC13B11.03c	0.881	0.845	-0.036
SPCC13B11.04c	0.918	0.835	-0.084
SPCC777.02	0.847	0.859	0.012
SPCC777.03c	0.879	0.99	0.111
SPCC777.04	0.931	0.932	0.001
SPCC777.05	0.931	0.763	-0.168
SPCC777.06c	0.91	0.732	-0.179
SPAC22A12.12c	0.879	0.877	-0.002
SPCC777.07	0.968	0.951	-0.018
SPCC777.08c	0.951	0.932	-0.018
SPCC777.09c	0.916	0.695	-0.221
SPCC777.10c	0.9	0.99	0.09
SPCC777.11	0.915	0.798	-0.117
SPCC777.12c	0.788	0.821	0.033
SPCC777.17c	0.878	0.84	-0.038
SPCC777.13	0.787	0.713	-0.074
SPCC777.14	0.95	0.893	-0.057
SPAC22A12.13	0.699	0.893	0.193
SPCC777.15	0.939	0.835	-0.104
SPCC663.01c	0.918	0.893	-0.026
SPCC663.02	0.89	0.699	-0.191
SPCC663.17	0.91	0.783	-0.128
SPCC663.03	0.9	0.829	-0.071
SPCC663.04	1	0.838	-0.162
SPCC663.18	0.838	0.724	-0.114
SPCC663.05c	0.928	0.746	-0.182
SPCC663.06c	0.881	0.907	0.025
SPAC22A12.14c	1	0.771	-0.229
SPCC663.08c	0.881	0.907	0.025
SPCC663.09c	0.951	0.907	-0.044
SPCC663.10	0.753	0.99	0.237
SPCC663.11	0.917	0.863	-0.054
SPCC663.12	0.907	0.884	-0.023
SPCC663.13c	0.951	0.774	-0.176
SPCC663.14c	0.932	0.917	-0.016
SPCC663.15c	0.958	0.885	-0.073
SPCC1902.02	0.916	0.884	-0.032
SPCC1902.01	0.759	0.926	0.167
SPCC417.02	0.934	0.829	-0.105
SPCC417.03	0.924	0.732	-0.192
SPCC417.04	0.918	0.789	-0.129
SPCC417.05c	0.918	0.884	-0.034
SPCC417.06c	0.867	0.932	0.066
SPAC22A12.15c	0.932	0.784	-0.148
SPCC417.07c	0.88	0.763	-0.117
SPCC417.08	0.806	0.805	-0.001
SPCC417.09c	0.757	0.747	-0.01
SPCC417.10	0.932	0.799	-0.134
SPCC417.11c	0.874	0.939	0.065
SPCC417.12	0.932	0.728	-0.204
SPAC22A12.17c	1	0.99	-0.01
SPCC417.15	0.844	NA	NA
SPCC417.16	0.91	0.835	-0.075
SPCC191.01	0.956	0.869	-0.087
SPCC191.02c	0.852	0.782	-0.07
SPCC191.03c	0.763	NA	NA
SPAC11D3.14c	0.891	0.96	0.069
SPAC22A12.16	0.893	0.798	-0.095
SPCC191.04c	0.829	0.859	0.03
SPCC191.05c	1	0.82	-0.18
SPCC191.06	0.763	0.843	0.08
SPCC191.07	1	0.838	-0.162
SPCC191.08	0.764	0.932	0.168
SPCC191.09c	0.859	0.763	-0.097
SPCC191.10	0.834	0.877	0.043
SPCC191.11	0.916	0.771	-0.145
SPCC1450.02	0.881	0.932	0.051
SPCC1450.03	0.924	0.932	0.008
SPCC1450.04	0.99	0.81	-0.18
SPCC1450.05c	0.707	0.915	0.208
SPCC1450.06c	0.89	0.789	-0.101
SPCC1450.07c	0.956	0.771	-0.185
SPCC1450.08c	0.99	0.823	-0.167
SPCC1450.09c	0.958	0.789	-0.17
SPCC1450.10c	0.917	0.805	-0.112
SPCC1450.11c	0.754	0.893	0.139
SPCC1450.12	0.897	0.823	-0.074
SPCC1450.13c	0.91	0.951	0.04
SPCC1450.14c	0.823	0.735	-0.088
SPCC1450.15	0.916	0.811	-0.104
SPCC1450.16c	0.899	0.89	-0.009
SPCC1442.01	0.932	0.823	-0.11
SPCC1442.02	0.907	0.764	-0.143
SPCC1442.03	0.916	0.795	-0.121
SPCC1442.04c	0.763	0.784	0.021
SPCC1442.05c	0.99	0.84	-0.15
SPCC1442.06	0.778	0.798	0.02
SPAC4C5.01	0.918	0.831	-0.088
SPCC1442.07c	0.797	0.861	0.064
SPCC1442.08c	0.968	0.724	-0.244
SPCC1442.10c	0.89	0.804	-0.087
SPCC1442.09	0.91	0.753	-0.158
SPCC1442.19	0.863	0.818	-0.044
SPCC1442.11c	0.773	0.783	0.01
SPAC4C5.02c	0.941	0.753	-0.189
SPCC1442.12	0.893	0.755	-0.138
SPCC1442.13c	0.916	0.838	-0.078
SPCC1442.14c	0.915	0.829	-0.086
SPCC1442.15c	0.949	0.773	-0.176
SPCC1442.16c	0.899	0.845	-0.054
SPCC1442.17c	0.949	0.835	-0.114
SPCC285.03	0.884	0.932	0.048
SPCC285.04	0.932	0.884	-0.048
SPCC285.05	0.95	0.82	-0.129
SPCC285.06c	0.916	0.823	-0.094
SPCC285.07c	0.878	0.833	-0.046
SPCC285.08	0.99	0.839	-0.151
SPCC285.09c	0.853	0.747	-0.105
SPCC285.10c	0.828	0.897	0.069
SPCC285.11	0.884	0.774	-0.11
SPCC285.12	0.907	0.706	-0.2
SPAC4C5.03	0.916	0.724	-0.192
SPCC285.13c	0.899	0.86	-0.039
SPCC285.14	0.81	0.84	0.03
SPCC285.15c	0.968	0.772	-0.196
SPCC285.16c	0.866	0.796	-0.07
SPCC285.17	0.916	0.739	-0.177
SPCC1223.01	1	0.99	-0.01
SPCC1223.02	0.9	0.865	-0.035
SPCC1223.03c	0.84	0.748	-0.091
SPCC1223.04c	0.84	0.732	-0.108
SPCC1223.15c	0.818	0.699	-0.119
SPCC1223.05c	0.939	0.794	-0.145
SPCC1223.06	0.86	0.739	-0.121
SPCC1223.07c	0.877	0.839	-0.038
SPCC1223.08c	0.949	0.782	-0.167
SPAC4C5.04	0.829	0.804	-0.025
SPCC1223.09	0.956	0.784	-0.172
SPCC1223.10c	0.9	0.829	-0.071
SPCC1223.11	0.837	0.789	-0.049
SPCC1223.12c	0.95	0.917	-0.033
SPCC1223.13	0.737	0.713	-0.025
SPCC1223.14	0.856	0.818	-0.038
SPCC297.03	0.781	0.931	0.15
SPCC297.04c	0.82	0.958	0.139
SPCC297.05	0.795	0.774	-0.021
SPCC297.06c	0.881	0.918	0.037
SPCC737.02c	0.856	0.795	-0.061
SPCC737.03c	0.861	0.755	-0.106
SPCC737.04	0.949	0.706	-0.243
SPAC10F6.01c	0.828	0.789	-0.039
SPCC737.05	0.867	1	0.133
SPCC737.06c	1	0.821	-0.179
SPCC737.07c	0.875	0.829	-0.046
SPCC737.08	0.738	0.74	0.002
SPCC737.09c	0.82	0.821	0.002
SPCC74.09	0.891	0.84	-0.051
SPCC74.01	0.926	0.968	0.042
SPCC74.02c	0.804	0.928	0.125
SPCC74.03c	0.874	0.763	-0.11
SPCC74.04	0.89	0.874	-0.017
SPCC74.05	0.96	1	0.04
SPCC74.06	0.812	0.885	0.073
SPAC10F6.02c	0.931	0.707	-0.224
SPCC18.01c	0.727	0.829	0.102
SPCC18.02	0.916	0.787	-0.129
SPCC18.03	0.749	0.811	0.062
SPCC18.04	0.779	0.901	0.122
SPCC18.05c	0.95	0.789	-0.16
SPCC18.06c	0.87	0.845	-0.025
SPCC18.19c	0.862	0.828	-0.034
SPAC10F6.03c	0.949	0.79	-0.159
SPCC18.07	0.939	0.99	0.051
SPCC18.08	0.822	0.813	-0.009
SPCC18.09c	0.878	0.786	-0.092
SPCC18.10	0.787	0.845	0.058
SPCC18.11c	0.88	0.822	-0.058
SPCC18.12c	0.939	0.713	-0.226
SPCC18.13	0.958	0.918	-0.04
SPCC18.14c	0.951	0.898	-0.052
SPAC10F6.04	0.737	0.829	0.092
SPCC18.15	0.878	0.713	-0.165
SPCC18.20	0.898	0.784	-0.114
SPCC18.16c	0.787	0.714	-0.073
SPCC18.17c	0.879	0.781	-0.098
SPCC18.18c	0.847	0.867	0.019
SPCC290.02	0.968	0.907	-0.061
SPCC290.03c	0.884	0.74	-0.144
SPCC290.04	0.956	0.892	-0.064
SPAC10F6.05c	0.916	0.746	-0.17
SPCC4F11.02	0.881	0.879	-0.002
SPCC4F11.03c	0.756	0.74	-0.017
SPCC4F11.04c	0.827	0.774	-0.053
SPCC4F11.05	0.811	0.956	0.145
SPCC1906.01	0.949	0.738	-0.211
SPAC10F6.06	0.86	0.96	0.101
SPCC1906.02c	0.844	0.849	0.005
SPCC1906.03	0.932	0.72	-0.213
SPCC1906.04	0.878	0.833	-0.046
SPCC1739.01	0.838	0.968	0.13
SPCC1739.02c	0.88	0.753	-0.128
SPCC1739.03	0.84	0.96	0.12
SPCC1739.04c	0.866	0.82	-0.045
SPCC1739.05	0.841	0.745	-0.096
SPAC10F6.07c	0.884	0.932	0.048
SPCC1739.06c	0.916	0.99	0.074
SPCC1739.07	0.958	0.893	-0.065
SPCC1739.08c	0.91	0.753	-0.157
SPCC1739.09c	0.82	0.817	-0.002
SPCC1739.10	0.99	0.821	-0.169
SPCC1739.11c	0.9	0.809	-0.091
SPCC1739.12	0.916	0.699	-0.217
SPCC1739.13	0.949	0.719	-0.23
SPCC1739.14	0.713	0.949	0.236
SPCC1739.15	0.878	0.833	-0.046
SPCPB1C11.01	0.9	0.795	-0.104
SPCPB1C11.02	0.941	0.74	-0.202
SPCPB1C11.03	0.878	0.932	0.054
SPCC576.01c	0.9	0.771	-0.129
SPCC576.02	0.91	0.796	-0.113
SPAC10F6.08c	0.796	0.884	0.088
SPCC576.19c	0.789	0.795	0.006
SPCC576.03c	0.9	0.805	-0.095
SPCC576.04	0.9	0.877	-0.022
SPCC576.05	0.706	0.845	0.139
SPCC576.06c	0.771	0.835	0.064
SPCC576.07	0.842	0.805	-0.037
SPCC576.08c	0.918	0.83	-0.088
SPCC576.09	1	0.784	-0.216
SPCC576.10c	1	0.918	-0.082
SPCC576.11	1	0.789	-0.211
SPCC576.12c	0.82	0.702	-0.118
SPCC576.13	0.788	0.731	-0.057
SPCC576.14	0.822	0.724	-0.098
SPCC576.15c	0.751	0.796	0.045
SPAC10F6.09c	0.777	0.966	0.189
SPCC576.17c	0.885	0.779	-0.106
SPCC126.01c	0.829	0.96	0.131
SPCC126.02c	0.79	0.916	0.126
SPCC126.03	0.885	0.916	0.031
SPCC126.04c	0.95	0.918	-0.031
SPCC126.05c	0.956	0.939	-0.017
SPAC10F6.10	0.91	0.916	0.006
SPCC126.06	0.956	0.77	-0.186
SPCC126.07c	0.804	0.828	0.025
SPCC126.08c	0.899	0.907	0.008
SPCC126.09	0.828	0.804	-0.024
SPCC126.10	0.872	0.804	-0.069
SPCC126.11c	0.746	0.869	0.123
SPCC126.12	0.939	0.869	-0.07
SPCC126.13c	0.918	0.893	-0.026
SPCC126.14	0.879	0.867	-0.012
SPAC10F6.11c	0.763	0.763	0
SPCC126.15c	0.856	0.847	-0.008
SPCC1620.01c	0.891	0.907	0.016
SPCC1620.02	0.932	0.72	-0.213
SPCC1620.03	0.956	0.713	-0.243
SPCC1620.04c	0.869	0.847	-0.022
SPCC1620.05	0.926	0.747	-0.179
SPCC1620.06c	0.924	0.83	-0.094
SPCC1620.07c	0.918	0.821	-0.097
SPCC1620.08	0.884	0.79	-0.094
SPAC10F6.12c	0.9	0.695	-0.205
SPCC1620.09c	0.901	0.932	0.032
SPCC1620.10	0.939	0.818	-0.121
SPCC1620.12c	0.713	1	0.287
SPCC1620.11	0.863	0.753	-0.11
SPCC1620.13	0.788	0.822	0.034
SPCC1620.14c	0.755	0.956	0.201
SPAC10F6.13c	0.966	0.772	-0.194
SPCC830.03	0.941	0.829	-0.112
SPCC830.04c	0.958	0.881	-0.077
SPCC830.05c	0.859	0.99	0.131
SPCC830.06	0.739	0.795	0.056
SPCC830.07c	0.91	0.82	-0.089
SPCC830.08c	1	0.881	-0.119
SPCC830.09c	0.905	0.924	0.019
SPCC830.10	0.96	0.772	-0.189
SPCC830.11c	0.865	0.802	-0.063
SPCC1919.01	0.934	0.82	-0.114
SPCC1919.02	0.783	0.753	-0.03
SPCC1919.03c	1	0.861	-0.139
SPCC1919.04	0.887	0.821	-0.065
SPCC1919.05	0.788	0.88	0.093
SPAC10F6.14c	0.879	0.818	-0.061
SPCC1919.06c	0.878	0.833	-0.046
SPCC1919.07	0.828	0.862	0.034
SPCC1919.08c	0.941	0.805	-0.137
SPCC1919.09	1	0.77	-0.23
SPCC1919.10c	0.77	0.788	0.018
SPCC1919.12c	0.82	0.761	-0.059
SPCC1919.11	1	0.949	-0.051
SPCC1919.13c	0.778	0.931	0.153
SPCC1919.14c	0.838	0.828	-0.01
SPCC1919.15	0.795	0.721	-0.074
SPCC790.02	0.956	0.893	-0.063
SPCC790.03	0.799	0.732	-0.067
SPCC1840.01c	0.86	0.799	-0.061
SPCC1840.02c	0.932	0.931	-0.001
SPCC1840.03	0.859	0.928	0.069
SPAC11D3.15	0.99	0.713	-0.277
SPCC1840.04	0.968	0.931	-0.037
SPCC1840.05c	0.96	0.765	-0.195
SPCC1840.06	0.916	0.688	-0.228
SPCC1840.07c	0.772	0.763	-0.008
SPCC1840.08c	0.753	0.863	0.11
SPCC1840.09	0.856	0.924	0.068
SPCC1840.10	0.859	0.713	-0.147
SPCC1840.11	0.939	0.82	-0.119
SPCC1840.12	0.867	0.732	-0.136
SPCC965.03	0.939	0.932	-0.007
SPCC965.04c	0.753	0.756	0.004
SPCC965.05c	0.688	0.907	0.219
SPCC965.06	0.875	0.827	-0.048
SPCC965.07c	0.713	0.714	0.001
SPAC10F6.15	0.756	0.891	0.135
SPCC965.08c	0.924	0.707	-0.217
SPCC965.09	0.9	0.811	-0.088
SPCC965.10	0.99	0.746	-0.244
SPCC965.11c	0.932	0.829	-0.103
SPCC965.12	0.932	0.875	-0.057
SPCC965.13	0.926	0.814	-0.113
SPCC965.14c	0.949	0.83	-0.119
SPCC1494.01	0.878	0.932	0.054
SPCC1494.02c	0.91	0.72	-0.191
SPCC1494.03	0.949	0.884	-0.065
SPCC1494.04c	0.932	0.877	-0.055
SPCC1494.05c	0.771	0.968	0.197
SPCC1494.06c	0.899	0.862	-0.037
SPCC1494.07	0.99	0.932	-0.058
SPCC1494.08c	0.713	0.926	0.214
SPCC1494.09c	0.833	0.749	-0.084
SPCC1494.10	0.916	0.732	-0.184
SPCC70.02c	0.951	0.732	-0.219
SPAC10F6.16	0.754	0.811	0.058
SPCC70.03c	0.949	0.894	-0.055
SPCC70.04c	0.939	0.823	-0.116
SPCC70.12c	0.799	0.877	0.079
SPCC70.05c	0.874	0.721	-0.153
SPCC70.06	0.783	0.783	0
SPAC10F6.17c	0.789	0.939	0.15
SPCC70.07c	0.764	0.845	0.081
SPCC70.08c	0.941	0.928	-0.013
SPCC70.09c	0.894	0.745	-0.149
SPCC70.10	0.881	0.795	-0.086
SPCC1827.08c	0.82	0.951	0.13
SPCC1827.01c	0.881	0.799	-0.083
SPCC1827.02c	0.88	0.862	-0.018
SPCC1827.03c	0.932	0.763	-0.17
SPAC56E4.02c	0.916	0.779	-0.137
SPCC1827.04	0.958	0.91	-0.049
SPCC1827.05c	0.89	0.951	0.06
SPCC1827.06c	0.956	0.828	-0.128
SPCC1827.07c	0.901	0.917	0.016
SPCP1E11.02	0.844	0.779	-0.065
SPCP1E11.03	0.753	0.724	-0.029
SPCP1E11.04c	0.806	0.834	0.029
SPAC56E4.03	0.894	0.839	-0.056
SPCP1E11.05c	0.951	0.706	-0.244
SPCP1E11.06	0.86	0.951	0.091
SPCP1E11.07c	0.99	0.783	-0.207
SPCP1E11.08	0.828	0.875	0.047
SPCP1E11.09c	0.91	0.738	-0.173
SPCP1E11.10	0.96	0.789	-0.171
SPCP1E11.11	1	0.951	-0.049
SPCC569.08c	0.96	0.764	-0.196
SPCC569.09	0.867	0.885	0.018
SPCC569.07	0.897	0.798	-0.099
SPAC56E4.04c	0.884	0.905	0.021
SPCC569.06	0.885	0.89	0.005
SPCC569.05c	0.827	0.796	-0.031
SPCC569.04	0.849	0.777	-0.072
SPCC569.03	0.99	0.932	-0.058
SPCC569.02c	0.771	0.847	0.076
SPAC56E4.05	0.949	0.728	-0.221
SPCC569.01c	0.867	NA	NA
SPAC56E4.07	1	0.721	-0.279
SPAC56E4.06c	0.87	0.772	-0.098
SPAC1420.01c	0.941	0.845	-0.096
SPAC1420.02c	1	0.769	-0.231
SPAC1420.03	0.928	0.789	-0.14
SPAC1420.04c	0.818	0.918	0.1
SPAPB17E12.02	1	0.783	-0.217
SPAC212.02	0.96	0.804	-0.157
SPAC11D3.16c	0.713	0.795	0.083
SPAPB17E12.03	0.771	0.724	-0.047
SPAPB17E12.04c	0.876	0.77	-0.106
SPAPB17E12.05	0.99	0.794	-0.196
SPAPB17E12.06	0.835	0.861	0.026
SPAPB17E12.07c	0.99	0.9	-0.09
SPAPB17E12.08	0.814	0.829	0.015
SPAPB17E12.10c	0.899	0.72	-0.179
SPAPB17E12.09	0.99	0.893	-0.097
SPAPB17E12.11	0.96	0.79	-0.17
SPAPB17E12.12c	0.842	0.884	0.042
SPAC11D3.17	0.939	0.842	-0.097
SPAPB17E12.14c	0.812	0.867	0.055
SPAPB17E12.13	0.96	0.849	-0.111
SPAC1565.01	0.891	0.749	-0.142
SPAC1565.02c	0.823	0.901	0.078
SPAC1565.03	0.788	0.763	-0.025
SPAC1565.04c	0.804	0.956	0.152
SPAC1565.05	0.99	0.875	-0.115
SPAC1565.06c	0.907	0.772	-0.135
SPAC1565.07c	0.95	0.79	-0.159
SPAC1565.08	0.746	0.934	0.188
SPAC6F12.02	0.859	0.774	-0.085
SPAC6F12.03c	0.847	0.805	-0.042
SPAC6F12.04	0.966	0.99	0.024
SPAC6F12.05c	0.802	0.827	0.025
SPAC6F12.06	0.95	0.956	0.006
SPAC6F12.07	0.939	0.87	-0.069
SPAC11D3.18c	1	0.859	-0.141
SPAC6F12.08c	0.99	0.893	-0.097
SPAC6F12.09	0.884	0.822	-0.062
SPAC6F12.10c	0.932	0.84	-0.092
SPAC6F12.11c	0.719	0.898	0.179
SPAC6F12.12	0.763	0.867	0.104
SPAC6F12.13c	0.783	0.706	-0.076
SPAC6F12.14	0.737	0.916	0.179
SPAC6F12.15c	0.82	0.746	-0.074
SPAC6F12.16c	0.78	0.783	0.003
SPAC6F12.17	0.88	0.731	-0.15
SPAC19E9.01c	0.958	0.731	-0.227
SPAC19E9.02	0.856	0.829	-0.027
SPAC19E9.03	0.926	0.918	-0.008
SPAC57A10.02	0.67	0.827	0.157
SPAC5H10.01	0.931	0.67	-0.261
SPAC57A10.03	0.884	0.753	-0.131
SPAC57A10.04	0.817	0.916	0.099
SPAC57A10.14	0.951	0.803	-0.147
SPAC57A10.05c	0.99	0.751	-0.239
SPAC57A10.06	0.939	0.777	-0.162
SPAC57A10.07	0.822	0.713	-0.11
SPAC57A10.08c	0.818	0.809	-0.009
